Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000152,14.343815,[20  9] ; [ 6 24],[12.77966102 16.22033898] ; [13.22033898 16.77966102],1
b1,1,0.032097,4.593301,[15 15] ; [23  7],[19. 11.] ; [19. 11.],0
d4,1,0.035015,4.444444,[22  8] ; [14 16],[18. 12.] ; [18. 12.],0
a6,1,0.037142,4.343891,[21  9] ; [13 17],[17. 13.] ; [17. 13.],0
n5,1,0.038434,4.285714,[12 18] ; [20 10],[16. 14.] ; [16. 14.],0
d5,1,0.066798,3.36,[21  9] ; [14 16],[17.5 12.5] ; [17.5 12.5],0
a3,1,0.069294,3.299663,[20 10] ; [13 17],[16.5 13.5] ; [16.5 13.5],0
p4,1,0.081219,3.040335,[ 7 23] ; [13 16],[10.16949153 19.83050847] ; [ 9.83050847 19.16949153],0
b5,1,0.120507,2.410714,[19 11] ; [13 17],[16. 14.] ; [16. 14.],0
p9,1,0.150162,2.070602,[21  9] ; [15 14],[18.30508475 11.69491525] ; [17.69491525 11.30508475],0
p10,1,0.185605,1.752166,[17 13] ; [11 17],[14.48275862 15.51724138] ; [13.51724138 14.48275862],0
n2,1,0.192373,1.699346,[5 5] ; [12  4],[6.53846154 3.46153846] ; [10.46153846  5.53846154],0
n1,1,0.205903,1.6,[3 6] ; [9 6],[4.5 4.5] ; [7.5 7.5],0
d1,1,0.273322,1.2,[12 18] ; [ 8 22],[10. 20.] ; [10. 20.],0
p2,1,0.300473,1.072094,[18 12] ; [13 15],[16.03448276 13.96551724] ; [14.96551724 13.03448276],0
b4,1,0.300623,1.071429,[16 14] ; [12 18],[14. 16.] ; [14. 16.],0
a5,1,0.300623,1.071429,[16 14] ; [12 18],[14. 16.] ; [14. 16.],0
v3,1,0.329065,0.952575,[ 6 24] ; [ 3 25],[ 4.65517241 25.34482759] ; [ 4.34482759 23.65517241],0
u3,1,0.344503,0.893601,[6 4] ; [ 7 10],[4.81481481 5.18518519] ; [8.18518519 8.81481481],0
a4,1,0.405079,0.693196,[11 19] ; [ 8 22],[ 9.5 20.5] ; [ 9.5 20.5],0
p7,1,0.412279,0.672218,[11 17] ; [15 15],[12.55172414 15.44827586] ; [13.44827586 16.55172414],0
r3,1,0.432111,0.617143,[19 11] ; [16 14],[17.5 12.5] ; [17.5 12.5],0
n4,1,0.436275,0.606061,[12 18] ; [15 15],[13.5 16.5] ; [13.5 16.5],0
p1,1,0.447521,0.576923,[ 5 25] ; [ 3 27],[ 4. 26.] ; [ 4. 26.],0
b2,1,0.495628,0.464286,[ 5 13] ; [ 8 13],[ 6. 12.] ; [ 7. 14.],0
b3,1,0.495628,0.464286,[ 5 13] ; [ 8 13],[ 6. 12.] ; [ 7. 14.],0
p3,1,0.539416,0.376623,[ 6 23] ; [ 8 21],[ 7. 22.] ; [ 7. 22.],0
p11,1,0.604773,0.267857,[15 15] ; [13 17],[14. 16.] ; [14. 16.],0
a8,1,0.612051,0.257199,[ 3 26] ; [ 2 28],[ 2.45762712 26.54237288] ; [ 2.54237288 27.45762712],0
a2,1,0.687573,0.161725,[ 4 26] ; [ 3 27],[ 3.5 26.5] ; [ 3.5 26.5],0
n3,1,0.69574,0.152941,[7 3] ; [10  6],[6.53846154 3.46153846] ; [10.46153846  5.53846154],0
p8,1,0.698216,0.150335,[ 7 21] ; [ 6 23],[ 6.38596491 21.61403509] ; [ 6.61403509 22.38596491],0
v4,1,0.712319,0.135972,[20 10] ; [18 11],[19.3220339 10.6779661] ; [18.6779661 10.3220339],0
v1,1,0.717201,0.13119,[ 9 19] ; [11 19],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
s8,1,0.754001,0.0982,[ 7 23] ; [ 6 24],[ 6.5 23.5] ; [ 6.5 23.5],0
s7,1,0.772989,0.083214,[ 9 20] ; [ 8 21],[ 8.5 20.5] ; [ 8.5 20.5],0
s2,1,0.781375,0.077022,[ 9 21] ; [10 20],[ 9.5 20.5] ; [ 9.5 20.5],0
d2,1,0.79525,0.06734,[13 17] ; [14 16],[13.5 16.5] ; [13.5 16.5],0
r2,1,0.851389,0.035099,[19 10] ; [19  9],[19.33333333  9.66666667] ; [18.66666667  9.33333333],0
v2,1,0.860081,0.031071,[ 9 21] ; [ 9 19],[ 9.31034483 20.68965517] ; [ 8.68965517 19.31034483],0
u2,1,0.882577,0.021816,[5 5] ; [9 8],[5.18518519 4.81481481] ; [8.81481481 8.18518519],0
s5,1,0.904533,0.014385,[ 5 23] ; [ 5 25],[ 4.82758621 23.17241379] ; [ 5.17241379 24.82758621],0
s3,1,0.907989,0.013358,[13 17] ; [13 16],[13.22033898 16.77966102] ; [12.77966102 16.22033898],0
p6,1,0.939746,0.005714,[ 7 22] ; [ 7 21],[ 7.12280702 21.87719298] ; [ 6.87719298 21.12280702],0
s4,1,1.0,0.0,[ 7 23] ; [ 7 23],[ 7. 23.] ; [ 7. 23.],0
a1,1,1.0,0.0,[ 4 26] ; [ 4 26],[ 4. 26.] ; [ 4. 26.],0
r4,1,1.0,0.0,[ 8 22] ; [ 8 22],[ 8. 22.] ; [ 8. 22.],0
s6,1,1.0,0.0,[11 19] ; [11 19],[11. 19.] ; [11. 19.],0
