Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,32.403444,[11 73] ; [17  7],[21.77777778 62.22222222] ; [ 6.22222222 17.77777778],1
s6,1,1.7e-05,18.471106,[28 57] ; [21  5],[37.52252252 47.47747748] ; [11.47747748 14.52252252],1
s2,1,0.000448,12.321915,[25 61] ; [18  9],[32.72566372 53.27433628] ; [10.27433628 16.72566372],1
s3,1,0.002521,9.125062,[32 54] ; [19  8],[38.81415929 47.18584071] ; [12.18584071 14.81415929],0
p8,1,0.026569,4.918598,[24 60] ; [14 13],[28.75675676 55.24324324] ; [ 9.24324324 17.75675676],0
p4,1,0.029668,4.728445,[22 63] ; [13 14],[26.5625 58.4375] ; [ 8.4375 18.5625],0
u3,1,0.04166,4.148965,[29 24] ; [14  3],[32.55714286 20.44285714] ; [10.44285714  6.55714286],0
p2,1,0.069322,3.298998,[57 28] ; [23  4],[60.71428571 24.28571429] ; [19.28571429  7.71428571],0
p3,1,0.107724,2.587294,[16 70] ; [ 9 18],[19.02654867 66.97345133] ; [ 5.97345133 21.02654867],0
p1,1,0.127462,2.323147,[ 3 82] ; [ 3 24],[ 4.55357143 80.44642857] ; [ 1.44642857 25.55357143],0
a7,1,0.17028,1.880476,[54 31] ; [21  6],[56.91964286 28.08035714] ; [18.08035714  8.91964286],0
v4,1,0.171583,1.869058,[73 11] ; [26  1],[74.91891892  9.08108108] ; [24.08108108  2.91891892],0
b4,1,0.17668,1.82533,[54 32] ; [13 14],[50.99115044 35.00884956] ; [16.00884956 10.99115044],0
s4,1,0.187347,1.738357,[18 68] ; [ 9 18],[20.54867257 65.45132743] ; [ 6.45132743 20.54867257],0
r4,1,0.259617,1.270797,[57 29] ; [21  6],[59.36283186 26.63716814] ; [18.63716814  8.36283186],0
p10,1,0.310292,1.02943,[47 36] ; [17  8],[49.18518519 33.81481481] ; [14.81481481 10.18518519],0
r1,1,0.318216,0.996266,[48 38] ; [18  9],[50.2300885 35.7699115] ; [15.7699115 11.2300885],0
u2,1,0.318932,0.99332,[29 24] ; [11  5],[30.72463768 22.27536232] ; [9.27536232 6.72463768],0
n1,1,0.335824,0.926307,[ 7 26] ; [3 5],[ 8.04878049 24.95121951] ; [1.95121951 6.04878049],0
d5,1,0.348156,0.880167,[48 37] ; [18  9],[50.08928571 34.91071429] ; [15.91071429 11.08928571],0
a6,1,0.35431,0.85796,[39 47] ; [15 12],[41.09734513 44.90265487] ; [12.90265487 14.09734513],0
p11,1,0.367045,0.813646,[53 33] ; [14 13],[50.99115044 35.00884956] ; [16.00884956 10.99115044],0
n5,1,0.390794,0.736469,[27 58] ; [11 16],[28.83928571 56.16071429] ; [ 9.16071429 17.83928571],0
s5,1,0.394572,0.724806,[17 68] ; [ 7 18],[18.54545455 66.45454545] ; [ 5.45454545 19.54545455],0
p6,1,0.398749,0.712095,[18 65] ; [ 8 19],[19.61818182 63.38181818] ; [ 6.38181818 20.61818182],0
d2,1,0.412544,0.671459,[19 67] ; [ 4 23],[17.50442478 68.49557522] ; [ 5.49557522 21.50442478],0
b1,1,0.505774,0.442801,[29 57] ; [11 16],[30.44247788 55.55752212] ; [ 9.55752212 17.44247788],0
v2,1,0.539176,0.377069,[28 56] ; [10 15],[29.28440367 54.71559633] ; [ 8.71559633 16.28440367],0
v3,1,0.584417,0.299147,[17 64] ; [ 4 21],[16.04716981 64.95283019] ; [ 4.95283019 20.04716981],0
r3,1,0.588425,0.29281,[72 13] ; [24  3],[72.85714286 12.14285714] ; [23.14285714  3.85714286],0
r2,1,0.602528,0.2712,[73 13] ; [24  3],[73.82300885 12.17699115] ; [23.17699115  3.82300885],0
b5,1,0.659696,0.193893,[55 31] ; [16 11],[54.03539823 31.96460177] ; [16.96460177 10.03539823],0
n6,1,0.682579,0.167238,[51 34] ; [15 12],[50.08928571 34.91071429] ; [15.91071429 11.08928571],0
u1,1,0.697573,0.151009,[ 2 84] ; [ 1 26],[ 2.28318584 83.71681416] ; [ 0.71681416 26.28318584],0
a4,1,0.704134,0.144207,[12 74] ; [ 3 24],[11.4159292 74.5840708] ; [ 3.5840708 23.4159292],0
p5,1,0.704904,0.14342,[ 2 83] ; [ 1 26],[ 2.27678571 82.72321429] ; [ 0.72321429 26.27678571],0
d3,1,0.709491,0.138786,[47 37] ; [14 13],[46.16216216 37.83783784] ; [14.83783784 12.16216216],0
b2,1,0.740544,0.109649,[ 8 30] ; [ 2 10],[ 7.6 30.4] ; [2.4 9.6],0
b3,1,0.740544,0.109649,[ 8 30] ; [ 2 10],[ 7.6 30.4] ; [2.4 9.6],0
p7,1,0.763622,0.090438,[37 44] ; [11 15],[36.3364486 44.6635514] ; [11.6635514 14.3364486],0
p9,1,0.785991,0.073723,[54 29] ; [17  8],[54.56481481 28.43518519] ; [16.43518519  8.56481481],0
n3,1,0.823563,0.049713,[22 11] ; [5 3],[21.73170732 11.26829268] ; [5.26829268 2.73170732],0
v1,1,0.844196,0.038624,[24 59] ; [ 7 19],[23.60550459 59.39449541] ; [ 7.39449541 18.60550459],0
d1,1,0.862399,0.03004,[24 62] ; [ 8 19],[24.3539823 61.6460177] ; [ 7.6460177 19.3539823],0
n2,1,0.871799,0.026042,[19 13] ; [5 3],[19.2 12.8] ; [4.8 3.2],0
d4,1,0.879154,0.023117,[58 27] ; [18  9],[57.67857143 27.32142857] ; [18.32142857  8.67857143],0
a3,1,0.954514,0.003253,[32 53] ; [10 17],[31.875 53.125] ; [10.125 16.875],0
