Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,73.303181,[ 4 45] ; [209  81],[30.78761062 18.21238938] ; [182.21238938 107.78761062],1
d3,1,0.0,41.197641,[15 34] ; [221  69],[34.1120944 14.8879056] ; [201.8879056  88.1120944],1
d5,1,0.0,41.024111,[25 24] ; [256  34],[40.61651917  8.38348083] ; [240.38348083  49.61651917],1
u1,1,0.000579,11.841399,[ 2 47] ; [ 77 213],[11.41887906 37.58112094] ; [ 67.58112094 222.41887906],1
a4,1,0.000627,11.693094,[13 36] ; [153 136],[24.06508876 24.93491124] ; [141.93491124 147.06508876],1
a2,1,0.002051,9.503717,[ 5 44] ; [ 92 198],[14.02064897 34.97935103] ; [ 82.97935103 207.02064897],0
d2,1,0.004358,8.128148,[18 31] ; [170 120],[27.1740413 21.8259587] ; [160.8259587 129.1740413],0
n4,1,0.010416,6.562318,[36 12] ; [256  33],[41.59050445  6.40949555] ; [250.40949555  38.59050445],0
a3,1,0.011238,6.427337,[34 15] ; [243  45],[40.27596439  8.72403561] ; [236.72403561  51.27596439],0
u3,1,0.028587,4.792316,[7 8] ; [36 11],[10.40322581  4.59677419] ; [32.59677419 14.40322581],0
p1,1,0.047584,3.924616,[ 9 40] ; [ 26 262],[ 5.08902077 43.91097923] ; [ 29.91097923 258.08902077],0
p11,1,0.053823,3.718193,[34 15] ; [236  54],[39.02654867  9.97345133] ; [230.97345133  59.02654867],0
b4,1,0.073007,3.214077,[22 27] ; [170 120],[27.75221239 21.24778761] ; [164.24778761 125.75221239],0
u2,1,0.085622,2.954823,[7 8] ; [32 13],[9.75 5.25] ; [29.25 15.75],0
r3,1,0.089238,2.888073,[45  4] ; [280   9],[47.11538462  1.88461538] ; [277.88461538  11.11538462],0
r1,1,0.104203,2.640013,[37 11] ; [249  40],[40.73590504  7.26409496] ; [245.26409496  43.73590504],0
p12,1,0.129453,2.299049,[ 2 47] ; [ 32 255],[ 4.95833333 44.04166667] ; [ 29.04166667 257.95833333],0
v2,1,0.153035,2.041738,[27 22] ; [184  96],[31.42553191 17.57446809] ; [179.57446809 100.42553191],0
a1,1,0.171687,1.868153,[ 1 48] ; [ 21 269],[ 3.179941 45.820059] ; [ 18.820059 271.179941],0
n3,1,0.172991,1.856832,[12  3] ; [38 24],[9.74025974 5.25974026] ; [40.25974026 21.74025974],0
n6,1,0.175179,1.838055,[41  8] ; [257  28],[43.71856287  5.28143713] ; [254.28143713  30.71856287],0
a7,1,0.191367,1.707062,[31 18] ; [210  80],[34.83480826 14.16519174] ; [206.16519174  83.83480826],0
