Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0015,10.078939,[32 16] ; [51 77],[22.63636364 25.36363636] ; [60.36363636 67.63636364],0
v1,1,0.0026,9.068905,[25 24] ; [35 94],[16.51685393 32.48314607] ; [43.48314607 85.51685393],0
u2,1,0.032143,4.590844,[12  4] ; [25 31],[8.22222222 7.77777778] ; [28.77777778 27.22222222],0
b3,1,0.049428,3.860769,[11 16] ; [15 56],[ 7.16326531 19.83673469] ; [18.83673469 52.16326531],0
b2,1,0.049428,3.860769,[11 16] ; [15 56],[ 7.16326531 19.83673469] ; [18.83673469 52.16326531],0
a5,1,0.053885,3.716251,[35 14] ; [74 59],[29.34615385 19.65384615] ; [79.65384615 53.34615385],0
p8,1,0.065993,3.379978,[22 27] ; [40 92],[16.78453039 32.21546961] ; [45.21546961 86.78453039],0
p5,1,0.066026,3.379162,[ 4 45] ; [  3 130],[ 1.88461538 47.11538462] ; [  5.11538462 127.88461538],0
n1,1,0.082636,3.012288,[ 1 14] ; [12 30],[ 3.42105263 11.57894737] ; [ 9.57894737 32.42105263],0
p12,1,0.094916,2.788952,[ 3 46] ; [  2 129],[ 1.36111111 47.63888889] ; [  3.63888889 127.36111111],0
r4,1,0.110904,2.54129,[41  8] ; [96 37],[36.88461538 12.11538462] ; [100.11538462  32.88461538],0
d3,1,0.117384,2.451886,[37 12] ; [84 49],[32.57692308 16.42307692] ; [88.42307692 44.57692308],0
s6,1,0.185139,1.755879,[29 20] ; [63 68],[25.04444444 23.95555556] ; [66.95555556 64.04444444],0
a7,1,0.195001,1.679426,[39 10] ; [93 40],[35.53846154 13.46153846] ; [96.46153846 36.53846154],0
s8,1,0.201371,1.6324,[16 33] ; [ 31 102],[12.65384615 36.34615385] ; [34.34615385 98.65384615],0
r2,1,0.20613,1.598403,[45  4] ; [110  20],[42.4301676  6.5698324] ; [112.5698324  17.4301676],0
d4,1,0.218792,1.512277,[42  7] ; [103  30],[39.03846154  9.96153846] ; [105.96153846  27.03846154],0
a3,1,0.232706,1.424242,[33 16] ; [76 56],[29.50828729 19.49171271] ; [79.49171271 52.50828729],0
a1,1,0.332416,0.939463,[ 3 46] ; [  4 129],[ 1.88461538 47.11538462] ; [  5.11538462 127.88461538],0
s1,1,0.332416,0.939463,[ 3 46] ; [  4 129],[ 1.88461538 47.11538462] ; [  5.11538462 127.88461538],0
b1,1,0.335753,0.92658,[15 34] ; [51 82],[17.76923077 31.23076923] ; [48.23076923 84.76923077],0
p3,1,0.341936,0.903158,[16 33] ; [34 99],[13.46153846 35.53846154] ; [36.53846154 96.46153846],0
