Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2.4e-05,17.809684,[ 5 60] ; [23 35],[14.79674797 50.20325203] ; [13.20325203 44.79674797],1
p8,1,6.1e-05,16.08233,[11 54] ; [30 29],[21.49193548 43.50806452] ; [19.50806452 39.49193548],1
p3,1,0.002548,9.105593,[10 56] ; [23 36],[17.424 48.576] ; [15.576 43.424],0
v4,1,0.007671,7.108811,[48 18] ; [53  5],[53.75806452 12.24193548] ; [47.24193548 10.75806452],0
p2,1,0.008229,6.982839,[38 28] ; [47 12],[44.88 21.12] ; [40.12 18.88],0
p4,1,0.01118,6.436547,[15 51] ; [26 33],[21.648 44.352] ; [19.352 39.648],0
s2,1,0.029877,4.716347,[ 7 59] ; [15 44],[11.616 54.384] ; [10.384 48.616],0
r4,1,0.030477,4.682167,[37 29] ; [44 15],[42.768 23.232] ; [38.232 20.768],0
s7,1,0.031759,4.611444,[ 7 59] ; [14 41],[11.45454545 54.54545455] ; [ 9.54545455 45.45454545],0
s3,1,0.041199,4.167813,[11 54] ; [19 39],[15.85365854 49.14634146] ; [14.14634146 43.85365854],0
v2,1,0.051023,3.807516,[17 45] ; [25 31],[22.06779661 39.93220339] ; [19.93220339 36.06779661],0
p11,1,0.055174,3.676814,[36 30] ; [42 17],[41.184 24.816] ; [36.816 22.184],0
r3,1,0.068096,3.328318,[49 16] ; [52  7],[52.94354839 12.05645161] ; [48.05645161 10.94354839],0
n3,1,0.082857,3.007958,[14 10] ; [15  3],[16.57142857  7.42857143] ; [12.42857143  5.57142857],0
v1,1,0.085788,2.951694,[16 50] ; [22 35],[20.3902439 45.6097561] ; [17.6097561 39.3902439],0
n6,1,0.096748,2.758346,[40 26] ; [44 15],[44.352 21.648] ; [39.648 19.352],0
r2,1,0.130063,2.291755,[50 16] ; [51  8],[53.328 12.672] ; [47.672 11.328],0
b3,1,0.203249,1.618871,[14 21] ; [ 9 26],[11.5 23.5] ; [11.5 23.5],0
b2,1,0.203249,1.618871,[14 21] ; [ 9 26],[11.5 23.5] ; [11.5 23.5],0
b5,1,0.217995,1.517521,[44 22] ; [33 26],[40.656 25.344] ; [36.344 22.656],0
p10,1,0.219558,1.50726,[32 32] ; [36 23],[35.38211382 28.61788618] ; [32.61788618 26.38211382],0
b1,1,0.250983,1.317826,[29 37] ; [20 39],[25.872 40.128] ; [23.128 35.872],0
b4,1,0.279325,1.17037,[41 25] ; [31 28],[38.016 27.984] ; [33.984 25.016],0
r1,1,0.316946,1.00151,[31 35] ; [33 26],[33.792 32.208] ; [30.208 28.792],0
d2,1,0.350123,0.873012,[14 51] ; [17 42],[16.25 48.75] ; [14.75 44.25],0
a1,1,0.366008,0.817174,[ 3 63] ; [ 1 58],[ 2.112 63.888] ; [ 1.888 57.112],0
s4,1,0.416483,0.660218,[ 5 61] ; [ 7 52],[ 6.336 59.664] ; [ 5.664 53.336],0
s8,1,0.429046,0.625405,[ 6 60] ; [ 8 51],[ 7.392 58.608] ; [ 6.608 52.392],0
p9,1,0.441137,0.593324,[38 26] ; [39 20],[40.06504065 23.93495935] ; [36.93495935 22.06504065],0
a7,1,0.467506,0.527864,[35 30] ; [35 23],[36.99186992 28.00813008] ; [33.00813008 24.99186992],0
s1,1,0.485593,0.486276,[ 4 62] ; [ 2 57],[ 3.168 62.832] ; [ 2.832 56.168],0
p5,1,0.493073,0.469814,[ 1 64] ; [ 2 56],[ 1.58536585 63.41463415] ; [ 1.41463415 56.58536585],0
n4,1,0.507177,0.439888,[33 33] ; [33 26],[34.848 31.152] ; [31.152 27.848],0
a4,1,0.514957,0.423981,[13 53] ; [ 9 50],[11.616 54.384] ; [10.384 48.616],0
n5,1,0.546853,0.362984,[36 30] ; [29 30],[34.32 31.68] ; [30.68 28.32],0
u3,1,0.615412,0.252369,[16 23] ; [12 22],[14.95890411 24.04109589] ; [13.04109589 20.95890411],0
v3,1,0.639383,0.21955,[14 49] ; [15 43],[15.09917355 47.90082645] ; [13.90082645 44.09917355],0
a3,1,0.741158,0.109112,[27 39] ; [25 32],[27.90243902 38.09756098] ; [24.09756098 32.90243902],0
a6,1,0.760866,0.092625,[32 34] ; [27 32],[31.152 34.848] ; [27.848 31.152],0
u2,1,0.766412,0.088251,[17 22] ; [16 18],[17.63013699 21.36986301] ; [15.36986301 18.63013699],0
d5,1,0.770547,0.085065,[37 29] ; [31 27],[36.19354839 29.80645161] ; [31.80645161 26.19354839],0
n1,1,0.780332,0.077778,[ 9 15] ; [ 6 12],[ 8.57142857 15.42857143] ; [ 6.42857143 11.57142857],0
a8,1,0.803853,0.061684,[ 6 57] ; [ 6 49],[ 6.40677966 56.59322034] ; [ 5.59322034 49.40677966],0
p1,1,0.853294,0.034194,[ 5 61] ; [ 5 54],[ 5.28 60.72] ; [ 4.72 54.28],0
u1,1,0.909226,0.012999,[ 2 64] ; [ 2 57],[ 2.112 63.888] ; [ 1.888 57.112],0
n2,1,0.922633,0.009432,[15  8] ; [12  6],[15.14634146  7.85365854] ; [11.85365854  6.14634146],0
s5,1,0.927875,0.008194,[ 6 56] ; [ 6 53],[ 6.14876033 55.85123967] ; [ 5.85123967 53.14876033],0
d3,1,0.964766,0.001951,[31 35] ; [27 30],[31.12195122 34.87804878] ; [26.87804878 30.12195122],0
d4,1,0.968894,0.001521,[39 26] ; [35 23],[39.10569106 25.89430894] ; [34.89430894 23.10569106],0
d1,1,0.980112,0.000621,[20 46] ; [18 41],[20.064 45.936] ; [17.936 41.064],0
