Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.001063,10.71438,[ 94 144] ; [41 25],[105.69078947 132.30921053] ; [29.30921053 36.69078947],0
v1,1,0.001133,10.596175,[ 81 153] ; [37 28],[ 92.34782609 141.65217391] ; [25.65217391 39.34782609],0
p5,1,0.007193,7.224131,[ 27 209] ; [16 49],[ 33.71428571 202.28571429] ; [ 9.28571429 55.71428571],0
p2,1,0.049942,3.843422,[194  43] ; [46 19],[188.34437086  48.65562914] ; [51.65562914 13.34437086],0
s8,1,0.100706,2.694328,[ 85 152] ; [31 35],[ 90.73267327 146.26732673] ; [25.26732673 40.73267327],0
s7,1,0.105535,2.619835,[101 128] ; [34 27],[106.60344828 122.39655172] ; [28.39655172 32.60344828],0
s2,1,0.109946,2.554994,[103 134] ; [36 30],[108.72277228 128.27722772] ; [30.27722772 35.72277228],0
a1,1,0.115507,2.477209,[ 10 228] ; [ 6 60],[ 12.52631579 225.47368421] ; [ 3.47368421 62.52631579],0
n1,1,0.161462,1.960478,[31 36] ; [7 3],[33.06493506 33.93506494] ; [4.93506494 5.06493506],0
n2,1,0.164922,1.928502,[42 25] ; [10  2],[44.10126582 22.89873418] ; [7.89873418 4.10126582],0
u3,1,0.219022,1.510769,[37 41] ; [12  7],[39.40206186 38.59793814] ; [9.59793814 9.40206186],0
p11,1,0.222148,1.490441,[180  58] ; [45 21],[176.15131579  61.84868421] ; [48.84868421 17.15131579],0
s6,1,0.233758,1.417848,[145  86] ; [46 19],[149.05743243  81.94256757] ; [41.94256757 23.05743243],0
a7,1,0.244489,1.354525,[159  79] ; [39 27],[155.01315789  82.98684211] ; [42.98684211 23.01315789],0
s4,1,0.278574,1.174035,[ 46 187] ; [ 9 56],[ 43.0033557 189.9966443] ; [11.9966443 53.0033557],0
u1,1,0.281963,1.157603,[ 34 204] ; [13 53],[ 36.79605263 201.20394737] ; [10.20394737 55.79605263],0
a8,1,0.295076,1.096317,[ 34 188] ; [ 6 54],[ 31.4893617 190.5106383] ; [ 8.5106383 51.4893617],0
p3,1,0.323121,0.976273,[104 133] ; [33 32],[107.51324503 129.48675497] ; [29.48675497 35.51324503],0
p1,1,0.363983,0.824105,[ 23 213] ; [ 9 57],[ 25.00662252 210.99337748] ; [ 6.99337748 59.00662252],0
r1,1,0.375484,0.785434,[174  63] ; [52 14],[176.77227723  60.22772277] ; [49.22772277 16.77227723],0
s1,1,0.420016,0.65027,[ 12 224] ; [ 5 60],[ 13.32890365 222.67109635] ; [ 3.67109635 61.32890365],0
a3,1,0.448449,0.574569,[159  77] ; [47 18],[161.51495017  74.48504983] ; [44.48504983 20.51495017],0
p6,1,0.486136,0.485068,[ 82 154] ; [26 40],[ 84.39735099 151.60264901] ; [23.60264901 42.39735099],0
d4,1,0.488715,0.479355,[182  56] ; [47 18],[179.87458746  58.12541254] ; [49.12541254 15.87458746],0
b5,1,0.50598,0.442373,[137 101] ; [41 25],[139.35526316  98.64473684] ; [38.64473684 27.35526316],0
b4,1,0.510948,0.432126,[137 101] ; [35 31],[134.65789474 103.34210526] ; [37.34210526 28.65789474],0
v4,1,0.533298,0.388104,[213  24] ; [61  5],[214.31683168  22.68316832] ; [59.68316832  6.31683168],0
r4,1,0.535403,0.384127,[198  40] ; [57  9],[199.63815789  38.36184211] ; [55.36184211 10.63815789],0
p8,1,0.553701,0.350729,[117 119] ; [30 36],[114.87417219 121.12582781] ; [32.12582781 33.87417219],0
s5,1,0.607987,0.263117,[ 71 158] ; [18 47],[ 69.32312925 159.67687075] ; [19.67687075 45.32312925],0
r2,1,0.647476,0.209097,[215  18] ; [62  4],[215.85618729  17.14381271] ; [61.14381271  4.85618729],0
a5,1,0.652221,0.203111,[170  68] ; [49 17],[171.45394737  66.54605263] ; [47.54605263 18.45394737],0
d3,1,0.688673,0.160526,[145  93] ; [42 24],[146.40131579  91.59868421] ; [40.59868421 25.40131579],0
n5,1,0.692446,0.15645,[200  37] ; [57  9],[201.01980198  35.98019802] ; [55.98019802 10.01980198],0
u2,1,0.722836,0.125792,[38 41] ; [10  9],[38.69387755 40.30612245] ; [9.30612245 9.69387755],0
p9,1,0.729187,0.11986,[182  52] ; [50 16],[180.96  53.04] ; [51.04 14.96],0
p7,1,0.738462,0.111483,[134 101] ; [35 29],[132.82608696 102.17391304] ; [36.17391304 27.82608696],0
a6,1,0.750898,0.100778,[150  88] ; [43 23],[151.09868421  86.90131579] ; [41.90131579 24.09868421],0
b2,1,0.76151,0.092111,[58 89] ; [17 29],[57.12435233 89.87564767] ; [17.87564767 28.12435233],0
b3,1,0.76151,0.092111,[58 89] ; [17 29],[57.12435233 89.87564767] ; [17.87564767 28.12435233],0
d2,1,0.814133,0.055271,[107 129] ; [31 35],[107.8410596 128.1589404] ; [30.1589404 35.8410596],0
a2,1,0.854592,0.033585,[ 53 185] ; [14 52],[ 52.45394737 185.54605263] ; [14.54605263 51.45394737],0
a4,1,0.884118,0.021243,[108 127] ; [31 35],[108.52159468 126.47840532] ; [30.47840532 35.52159468],0
d1,1,0.8849,0.020956,[125 113] ; [34 32],[124.48026316 113.51973684] ; [34.51973684 31.48026316],0
n3,1,0.894617,0.017547,[40 25] ; [7 4],[40.19736842 24.80263158] ; [6.80263158 4.19736842],0
r3,1,0.898228,0.016358,[206  30] ; [58  8],[206.30463576  29.69536424] ; [57.69536424  8.30463576],0
n6,1,0.916934,0.010878,[199  37] ; [56 10],[199.27152318  36.72847682] ; [55.72847682 10.27152318],0
p12,1,0.924189,0.009055,[ 15 220] ; [ 4 62],[ 14.83388704 220.16611296] ; [ 4.16611296 61.83388704],0
d5,1,0.939156,0.005826,[182  56] ; [50 15],[182.2310231  55.7689769] ; [49.7689769 15.2310231],0
p4,1,0.974688,0.001007,[136 102] ; [37 28],[135.88778878 102.11221122] ; [37.11221122 27.88778878],0
p10,1,0.98481,0.000362,[174  62] ; [48 17],[174.05980066  61.94019934] ; [47.94019934 17.05980066],0
s3,1,0.992503,8.8e-05,[130 105] ; [36 29],[130.03333333 104.96666667] ; [35.96666667 29.03333333],0
