Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2e-06,22.317067,[14 65] ; [36 29],[27.43055556 51.56944444] ; [22.56944444 42.43055556],1
a6,1,0.004963,7.892958,[44 36] ; [51 15],[52.05479452 27.94520548] ; [42.94520548 23.05479452],0
a3,1,0.006522,7.400041,[52 28] ; [56 10],[59.17808219 20.82191781] ; [48.82191781 17.17808219],0
r1,1,0.010883,6.484325,[58 22] ; [59  7],[64.10958904 15.89041096] ; [52.89041096 13.10958904],0
d5,1,0.012395,6.253497,[60 20] ; [60  6],[65.75342466 14.24657534] ; [54.24657534 11.75342466],0
a7,1,0.012522,6.235367,[49 31] ; [53 13],[55.89041096 24.10958904] ; [46.10958904 19.89041096],0
d2,1,0.013494,6.103207,[37 43] ; [44 22],[44.38356164 35.61643836] ; [36.61643836 29.38356164],0
r4,1,0.014497,5.976558,[68 12] ; [64  2],[72.32876712  7.67123288] ; [59.67123288  6.32876712],0
n3,1,0.054019,3.712121,[17 10] ; [16  2],[19.8  7.2] ; [13.2  4.8],0
p1,1,0.061099,3.507292,[ 9 71] ; [ 2 64],[ 6.02739726 73.97260274] ; [ 4.97260274 61.02739726],0
a2,1,0.067643,3.339311,[16 64] ; [22 44],[20.82191781 59.17808219] ; [17.17808219 48.82191781],0
r2,1,0.130326,2.28862,[69  9] ; [63  3],[71.5  6.5] ; [60.5  5.5],0
p10,1,0.145038,2.123673,[63 17] ; [58  8],[66.30136986 13.69863014] ; [54.69863014 11.30136986],0
n2,1,0.151547,2.056614,[16 12] ; [14  4],[18.26086957  9.73913043] ; [11.73913043  6.26086957],0
r3,1,0.152671,2.04536,[73  7] ; [64  2],[75.06849315  4.93150685] ; [61.93150685  4.06849315],0
u1,1,0.155424,2.018197,[14 66] ; [18 48],[17.53424658 62.46575342] ; [14.46575342 51.53424658],0
s1,1,0.161886,1.956522,[ 5 75] ; [ 1 63],[ 3.33333333 76.66666667] ; [ 2.66666667 61.33333333],0
d1,1,0.206776,1.593856,[49 31] ; [47 19],[52.60273973 27.39726027] ; [43.39726027 22.60273973],0
n1,1,0.236212,1.403061,[12 16] ; [ 4 12],[10.18181818 17.81818182] ; [ 5.81818182 10.18181818],0
v4,1,0.237563,1.394999,[74  6] ; [64  2],[75.61643836  4.38356164] ; [62.38356164  3.61643836],0
p6,1,0.267996,1.226974,[33 47] ; [21 44],[29.79310345 50.20689655] ; [24.20689655 40.79310345],0
u2,1,0.314956,1.009779,[19  9] ; [5 5],[17.68421053 10.31578947] ; [6.31578947 3.68421053],0
p2,1,0.328835,0.953481,[68 12] ; [52 14],[65.75342466 14.24657534] ; [54.24657534 11.75342466],0
b4,1,0.343424,0.897606,[41 39] ; [39 27],[43.83561644 36.16438356] ; [36.16438356 29.83561644],0
s5,1,0.362791,0.828209,[24 55] ; [23 38],[26.52142857 52.47857143] ; [20.47857143 40.52142857],0
p7,1,0.373617,0.791599,[47 32] ; [44 22],[49.57931034 29.42068966] ; [41.42068966 24.57931034],0
a4,1,0.413642,0.668308,[31 49] ; [30 36],[33.42465753 46.57534247] ; [27.57534247 38.42465753],0
s7,1,0.422886,0.64228,[55 22] ; [48 14],[57.05755396 19.94244604] ; [45.94244604 16.05755396],0
d4,1,0.44599,0.580824,[64 16] ; [56 10],[65.75342466 14.24657534] ; [54.24657534 11.75342466],0
p4,1,0.446594,0.579281,[51 29] ; [38 28],[48.76712329 31.23287671] ; [40.23287671 25.76712329],0
p9,1,0.523615,0.406768,[66 14] ; [57  9],[67.39726027 12.60273973] ; [55.60273973 10.39726027],0
p12,1,0.531657,0.391223,[ 5 74] ; [ 6 60],[ 5.99310345 73.00689655] ; [ 5.00689655 60.99310345],0
a5,1,0.540108,0.37534,[57 23] ; [50 16],[58.63013699 21.36986301] ; [48.36986301 17.63013699],0
s3,1,0.570237,0.322286,[56 24] ; [49 17],[57.53424658 22.46575342] ; [47.46575342 18.53424658],0
d3,1,0.574364,0.315435,[51 29] ; [45 21],[52.60273973 27.39726027] ; [43.39726027 22.60273973],0
p5,1,0.608732,0.262026,[ 8 72] ; [ 5 61],[ 7.12328767 72.87671233] ; [ 5.87671233 60.12328767],0
