Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000924,10.97324,[15  8] ; [25 64],[ 8.21428571 14.78571429] ; [31.78571429 57.21428571],1
s6,1,0.010262,6.588779,[16  6] ; [38 52],[10.60714286 11.39285714] ; [43.39285714 46.60714286],0
s5,1,0.016053,5.797038,[10 12] ; [18 70],[ 5.6 16.4] ; [22.4 65.6],0
p8,1,0.025504,4.989325,[ 1 21] ; [24 66],[ 4.91071429 17.08928571] ; [20.08928571 69.91071429],0
r1,1,0.102958,2.659111,[11 12] ; [59 30],[14.375  8.625] ; [55.625 33.375],0
a6,1,0.144652,2.127763,[11 12] ; [58 32],[14.04424779  8.95575221] ; [54.95575221 35.04424779],0
s3,1,0.144652,2.127763,[12 11] ; [32 58],[ 8.95575221 14.04424779] ; [35.04424779 54.95575221],0
a2,1,0.157425,1.998788,[ 1 22] ; [14 76],[ 3.05309735 19.94690265] ; [11.94690265 78.05309735],0
b1,1,0.176262,1.828859,[ 5 18] ; [33 57],[ 7.73451327 15.26548673] ; [30.26548673 59.73451327],0
p6,1,0.217715,1.519372,[ 3 20] ; [ 5 84],[ 1.64285714 21.35714286] ; [ 6.35714286 82.64285714],0
b4,1,0.217862,1.518397,[17  6] ; [54 36],[14.45132743  8.54867257] ; [56.54867257 33.45132743],0
b5,1,0.261142,1.262694,[16  7] ; [51 39],[13.63716814  9.36283186] ; [53.36283186 36.63716814],0
p4,1,0.265118,1.241831,[ 4 19] ; [26 64],[ 6.10619469 16.89380531] ; [23.89380531 66.10619469],0
u2,1,0.305749,1.048951,[4 7] ; [21 18],[5.5 5.5] ; [19.5 19.5],0
r2,1,0.33994,0.910659,[21  2] ; [75 15],[19.53982301  3.46017699] ; [76.46017699 13.53982301],0
p11,1,0.347407,0.882905,[10 13] ; [49 41],[12.00884956 10.99115044] ; [46.99115044 43.00884956],0
a5,1,0.351672,0.867416,[ 9 14] ; [45 45],[10.99115044 12.00884956] ; [43.00884956 46.99115044],0
r4,1,0.377683,0.778229,[18  5] ; [62 28],[16.28318584  6.71681416] ; [63.71681416 26.28318584],0
p2,1,0.391134,0.735414,[11 12] ; [52 38],[12.82300885 10.17699115] ; [50.17699115 39.82300885],0
d5,1,0.409784,0.679428,[16  7] ; [70 20],[17.50442478  5.49557522] ; [68.49557522 21.50442478],0
d3,1,0.454006,0.56063,[16  7] ; [55 35],[14.45132743  8.54867257] ; [56.54867257 33.45132743],0
r3,1,0.468345,0.525878,[21  2] ; [77 13],[19.94690265  3.05309735] ; [78.05309735 11.94690265],0
d4,1,0.47323,0.514424,[19  4] ; [68 22],[17.7079646  5.2920354] ; [69.2920354 20.7079646],0
p3,1,0.498926,0.457221,[ 3 20] ; [17 72],[ 4.10714286 18.89285714] ; [15.89285714 73.10714286],0
