Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000924,10.97324,[15  8] ; [25 64],[ 8.21428571 14.78571429] ; [31.78571429 57.21428571],1
v3,1,0.513221,0.427495,[ 4 19] ; [20 64],[ 5.1588785 17.8411215] ; [18.8411215 65.1588785],0
n3,1,0.540553,0.374515,[6 7] ; [24 19],[6.96428571 6.03571429] ; [23.03571429 19.96428571],0
p10,1,0.561986,0.336277,[14  8] ; [50 38],[12.8  9.2] ; [51.2 36.8],0
n2,1,0.567282,0.327251,[9 4] ; [26 17],[8.125 4.875] ; [26.875 16.125],0
a1,1,0.571453,0.320258,[ 1 22] ; [ 2 88],[ 0.61061947 22.38938053] ; [ 2.38938053 87.61061947],0
p1,1,0.577168,0.310836,[ 2 21] ; [ 5 85],[ 1.42477876 21.57522124] ; [ 5.57522124 84.42477876],0
n6,1,0.580055,0.306146,[15  8] ; [53 37],[13.84070796  9.15929204] ; [54.15929204 35.84070796],0
v2,1,0.601021,0.273459,[ 9 14] ; [38 46],[10.10280374 12.89719626] ; [36.89719626 47.10280374],0
n5,1,0.657984,0.195982,[ 8 15] ; [27 63],[ 7.12389381 15.87610619] ; [27.87610619 62.12389381],0
u1,1,0.680551,0.169507,[ 1 22] ; [ 6 84],[ 1.42477876 21.57522124] ; [ 5.57522124 84.42477876],0
b2,1,0.690444,0.158606,[4 6] ; [14 28],[3.46153846 6.53846154] ; [14.53846154 27.46153846],0
b3,1,0.690444,0.158606,[4 6] ; [14 28],[3.46153846 6.53846154] ; [14.53846154 27.46153846],0
s8,1,0.694316,0.154453,[ 6 17] ; [20 70],[ 5.2920354 17.7079646] ; [20.7079646 69.2920354],0
p9,1,0.749035,0.102344,[15  6] ; [59 28],[14.38888889  6.61111111] ; [59.61111111 27.38888889],0
v1,1,0.762669,0.09119,[ 8 15] ; [34 55],[ 8.625 14.375] ; [33.375 55.625],0
a3,1,0.771165,0.084595,[12 11] ; [50 40],[12.61946903 10.38053097] ; [49.38053097 40.61946903],0
n1,1,0.805295,0.060762,[4 9] ; [12 32],[3.64912281 9.35087719] ; [12.35087719 31.64912281],0
s1,1,0.81768,0.053144,[ 1 22] ; [ 5 85],[ 1.22123894 21.77876106] ; [ 4.77876106 85.22123894],0
s7,1,0.84544,0.038001,[ 5 16] ; [19 68],[ 4.66666667 16.33333333] ; [19.33333333 67.66666667],0
d1,1,0.85237,0.034631,[11 12] ; [45 45],[11.39823009 11.60176991] ; [44.60176991 45.39823009],0
a4,1,0.884306,0.021174,[ 7 16] ; [26 64],[ 6.71681416 16.28318584] ; [26.28318584 63.71681416],0
u3,1,0.933204,0.007025,[7 4] ; [26 14],[7.11764706 3.88235294] ; [25.88235294 14.11764706],0
a7,1,0.967636,0.001646,[16  7] ; [63 27],[16.07964602  6.92035398] ; [62.92035398 27.07964602],0
v4,1,0.970833,0.001337,[20  3] ; [78 12],[19.94690265  3.05309735] ; [78.05309735 11.94690265],0
d2,1,0.975713,0.000927,[ 8 15] ; [31 59],[ 7.9380531 15.0619469] ; [31.0619469 58.9380531],0
