Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000595,11.791317,[135  83] ; [224 244],[114.0845481 103.9154519] ; [244.9154519 223.0845481],1
n5,1,0.002393,9.220863,[188  31] ; [352 113],[172.89473684  46.10526316] ; [367.10526316  97.89473684],0
a3,1,0.002898,8.870819,[173  45] ; [320 148],[156.66763848  61.33236152] ; [336.33236152 131.66763848],0
a1,1,0.003329,8.61781,[ 16 203] ; [ 12 457],[  8.9127907 210.0872093] ; [ 19.0872093 449.9127907],0
n1,1,0.005735,7.631733,[18 14] ; [30 72],[11.46268657 20.53731343] ; [36.53731343 65.46268657],0
a4,1,0.00799,7.035774,[113 106] ; [191 277],[ 96.90829694 122.09170306] ; [207.09170306 260.90829694],0
p9,1,0.01084,6.491299,[201  18] ; [451  17],[207.84279476  11.15720524] ; [444.15720524  23.84279476],0
p7,1,0.015146,5.899428,[158  56] ; [293 162],[144.26606876  69.73393124] ; [306.73393124 148.26606876],0
b5,1,0.015382,5.872178,[115 104] ; [292 177],[129.55377907  89.44622093] ; [277.44622093 191.55377907],0
a7,1,0.019383,5.466649,[148  70] ; [358 111],[160.56477438  57.43522562] ; [345.43522562 123.56477438],0
r2,1,0.027731,4.844716,[198  17] ; [445  18],[203.90117994  11.09882006] ; [439.09882006  23.90117994],0
d3,1,0.032067,4.59493,[141  78] ; [339 129],[153.01310044  65.98689956] ; [326.98689956 141.01310044],0
d2,1,0.032573,4.568083,[115 104] ; [204 262],[101.98686131 117.01313869] ; [217.01313869 248.98686131],0
p5,1,0.033832,4.50315,[ 38 179] ; [ 54 413],[ 29.1871345 187.8128655] ; [ 62.8128655 404.1871345],0
n4,1,0.033865,4.501488,[184  35] ; [361 108],[173.48110465  45.51889535] ; [371.51889535  97.48110465],0
a5,1,0.034964,4.446941,[176  43] ; [342 127],[164.88662791  54.11337209] ; [353.11337209 115.88662791],0
