Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.711919,[63 17] ; [32 45],[48.40764331 31.59235669] ; [46.59235669 30.40764331],1
a3,1,2e-05,18.164304,[53 27] ; [24 51],[39.74193548 40.25806452] ; [37.25806452 37.74193548],1
r1,1,0.000594,11.795811,[65 15] ; [43 34],[55.03184713 24.96815287] ; [52.96815287 24.03184713],1
a7,1,0.000909,11.004113,[60 20] ; [38 39],[49.93630573 30.06369427] ; [48.06369427 28.93630573],1
p10,1,0.001621,9.935526,[65 12] ; [47 29],[56.36601307 20.63398693] ; [55.63398693 20.36601307],0
b3,1,0.001692,9.85689,[25 23] ; [ 9 35],[17.73913043 30.26086957] ; [16.26086957 27.73913043],0
b2,1,0.001692,9.85689,[25 23] ; [ 9 35],[17.73913043 30.26086957] ; [16.26086957 27.73913043],0
a4,1,0.002165,9.403792,[21 58] ; [ 6 70],[13.76129032 65.23870968] ; [13.23870968 62.76129032],0
s7,1,0.00266,9.026936,[41 35] ; [22 52],[31.92 44.08] ; [31.08 42.92],0
p8,1,0.010054,6.625236,[49 29] ; [32 44],[41.02597403 36.97402597] ; [39.97402597 36.02597403],0
d3,1,0.010657,6.521645,[41 39] ; [24 53],[33.12101911 46.87898089] ; [31.87898089 45.12101911],0
p3,1,0.012185,6.283725,[38 41] ; [22 55],[30.38461538 48.61538462] ; [29.61538462 47.38461538],0
r4,1,0.014851,5.934016,[72  8] ; [58 19],[66.24203822 13.75796178] ; [63.75796178 13.24203822],0
d1,1,0.019047,5.497235,[ 8 72] ; [ 1 76],[ 4.58598726 75.41401274] ; [ 4.41401274 72.58598726],0
b1,1,0.025772,4.971246,[40 40] ; [25 52],[33.12101911 46.87898089] ; [31.87898089 45.12101911],0
n5,1,0.028322,4.808338,[65 15] ; [50 26],[58.97435897 21.02564103] ; [56.02564103 19.97435897],0
p9,1,0.030673,4.671145,[65 12] ; [53 23],[59.38562092 17.61437908] ; [58.61437908 17.38562092],0
d2,1,0.035636,4.414433,[25 55] ; [13 64],[19.36305732 60.63694268] ; [18.63694268 58.36305732],0
s5,1,0.036748,4.362045,[28 50] ; [15 58],[22.21192053 55.78807947] ; [20.78807947 52.21192053],0
n2,1,0.046298,3.970704,[14  1] ; [15  8],[11.44736842  3.55263158] ; [17.55263158  5.44736842],0
p4,1,0.052504,3.759639,[44 34] ; [31 45],[37.98701299 40.01298701] ; [37.01298701 38.98701299],0
v3,1,0.069491,3.295009,[32 47] ; [20 55],[26.67532468 52.32467532] ; [25.32467532 49.67532468],0
v1,1,0.082603,3.012923,[40 38] ; [28 47],[34.66666667 43.33333333] ; [33.33333333 41.66666667],0
d4,1,0.092033,2.838448,[44 36] ; [32 45],[38.72611465 41.27388535] ; [37.27388535 39.72611465],0
v2,1,0.09317,2.818724,[41 37] ; [28 44],[35.88 42.12] ; [33.12 38.88],0
p11,1,0.09369,2.809794,[67 13] ; [56 21],[62.67515924 17.32484076] ; [60.32484076 16.67515924],0
r2,1,0.11196,2.526331,[74  6] ; [65 12],[70.82802548  9.17197452] ; [68.17197452  8.82802548],0
s2,1,0.11632,2.466182,[37 40] ; [27 49],[32.20915033 44.79084967] ; [31.79084967 44.20915033],0
p12,1,0.12606,2.340363,[11 67] ; [ 5 71],[ 8.1038961 69.8961039] ; [ 7.8961039 68.1038961],0
s1,1,0.135875,2.224069,[ 2 75] ; [ 6 69],[ 4.05263158 72.94736842] ; [ 3.94736842 71.05263158],0
u3,1,0.14686,2.104562,[15 12] ; [20 32],[11.96202532 15.03797468] ; [23.03797468 28.96202532],0
a1,1,0.18672,1.743312,[ 4 76] ; [ 1 76],[ 2.5477707 77.4522293] ; [ 2.4522293 74.5477707],0
p6,1,0.188638,1.728224,[30 49] ; [21 54],[26.16233766 52.83766234] ; [24.83766234 50.16233766],0
p5,1,0.199424,1.646585,[14 65] ; [ 8 68],[11.21290323 67.78709677] ; [10.78709677 65.21290323],0
n4,1,0.2073,1.590181,[60 20] ; [50 26],[56.41025641 23.58974359] ; [53.58974359 22.41025641],0
s8,1,0.259566,1.271071,[30 48] ; [23 54],[26.67096774 51.32903226] ; [26.32903226 50.67096774],0
n3,1,0.264617,1.244441,[11  3] ; [14  9],[9.45945946 4.54054054] ; [15.54054054  7.45945946],0
v4,1,0.31543,1.0078,[76  4] ; [70  7],[74.39490446  5.60509554] ; [71.60509554  5.39490446],0
p1,1,0.392364,0.731603,[13 66] ; [ 9 68],[11.14102564 67.85897436] ; [10.85897436 66.14102564],0
b4,1,0.396203,0.71982,[50 30] ; [43 34],[47.38853503 32.61146497] ; [45.61146497 31.38853503],0
p2,1,0.41263,0.671211,[60 19] ; [54 23],[57.73076923 21.26923077] ; [56.26923077 20.73076923],0
s6,1,0.425592,0.634823,[46 31] ; [40 35],[43.56578947 33.43421053] ; [42.43421053 32.56578947],0
