Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000759,11.337864,[17 21] ; [21  3],[23.29032258 14.70967742] ; [14.70967742  9.29032258],1
n5,1,0.527688,0.398842,[11 26] ; [ 9 15],[12.13114754 24.86885246] ; [ 7.86885246 16.13114754],0
a6,1,0.533938,0.386892,[24 14] ; [17  7],[25.12903226 12.87096774] ; [15.87096774  8.12903226],0
b1,1,0.55386,0.350447,[25 13] ; [14 10],[23.90322581 14.09677419] ; [15.09677419  8.90322581],0
b5,1,0.718801,0.129644,[22 16] ; [15  9],[22.67741935 15.32258065] ; [14.32258065  9.67741935],0
a1,1,0.738965,0.111038,[ 1 37] ; [ 1 23],[ 1.22580645 36.77419355] ; [ 0.77419355 23.22580645],0
p6,1,0.740269,0.10989,[12 24] ; [ 9 15],[12.6 23.4] ; [ 8.4 15.6],0
r2,1,0.776039,0.080931,[34  4] ; [22  2],[34.32258065  3.67741935] ; [21.67741935  2.32258065],0
a7,1,0.778511,0.079107,[24 14] ; [16  8],[24.51612903 13.48387097] ; [15.48387097  8.51612903],0
v2,1,0.784688,0.074646,[19 18] ; [10 11],[18.5 18.5] ; [10.5 10.5],0
p7,1,0.796159,0.06673,[26 12] ; [15  8],[25.54098361 12.45901639] ; [15.45901639  7.54098361],0
a2,1,0.814847,0.054839,[ 7 31] ; [ 5 19],[ 7.35483871 30.64516129] ; [ 4.64516129 19.35483871],0
d4,1,0.814847,0.054839,[31  7] ; [19  5],[30.64516129  7.35483871] ; [19.35483871  4.64516129],0
p8,1,0.839945,0.040789,[20 18] ; [12 12],[19.61290323 18.38709677] ; [12.38709677 11.61290323],0
n1,1,0.872081,0.025926,[4 5] ; [2 3],[3.85714286 5.14285714] ; [2.14285714 2.85714286],0
s4,1,0.906196,0.013886,[ 9 29] ; [ 6 18],[ 9.19354839 28.80645161] ; [ 5.80645161 18.19354839],0
a5,1,0.908184,0.013301,[28 10] ; [18  6],[28.19354839  9.80645161] ; [17.80645161  6.19354839],0
d5,1,0.908184,0.013301,[28 10] ; [18  6],[28.19354839  9.80645161] ; [17.80645161  6.19354839],0
n2,1,0.92265,0.009428,[7 2] ; [4 1],[7.07142857 1.92857143] ; [3.92857143 1.07142857],0
n3,1,0.92265,0.009428,[7 2] ; [4 1],[7.07142857 1.92857143] ; [3.92857143 1.07142857],0
d2,1,0.932655,0.007141,[17 21] ; [11 13],[17.16129032 20.83870968] ; [10.83870968 13.16129032],0
