Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000759,11.337864,[17 21] ; [21  3],[23.29032258 14.70967742] ; [14.70967742  9.29032258],1
p11,1,0.004628,8.019544,[18 20] ; [20  4],[23.29032258 14.70967742] ; [14.70967742  9.29032258],0
s2,1,0.006848,7.312399,[12 26] ; [16  8],[17.16129032 20.83870968] ; [10.83870968 13.16129032],0
s3,1,0.031743,4.612348,[18 20] ; [18  6],[22.06451613 15.93548387] ; [13.93548387 10.06451613],0
b3,1,0.031848,4.606673,[ 3 16] ; [10 11],[ 6.175 12.825] ; [ 6.825 14.175],0
b2,1,0.031848,4.606673,[ 3 16] ; [10 11],[ 6.175 12.825] ; [ 6.825 14.175],0
u1,1,0.048052,3.908156,[ 1 37] ; [ 4 20],[ 3.06451613 34.93548387] ; [ 1.93548387 22.06451613],0
r4,1,0.065991,3.380025,[30  8] ; [23  1],[32.48387097  5.51612903] ; [20.51612903  3.48387097],0
p4,1,0.078189,3.102147,[20 18] ; [18  6],[23.29032258 14.70967742] ; [14.70967742  9.29032258],0
a4,1,0.078189,3.102147,[18 20] ; [ 6 18],[14.70967742 23.29032258] ; [ 9.29032258 14.70967742],0
p9,1,0.088246,2.906078,[24 14] ; [20  4],[26.96774194 11.03225806] ; [17.03225806  6.96774194],0
n4,1,0.097663,2.743292,[24 14] ; [10 14],[20.83870968 17.16129032] ; [13.16129032 10.83870968],0
a8,1,0.12091,2.405495,[ 1 34] ; [ 3 19],[ 2.45614035 32.54385965] ; [ 1.54385965 20.45614035],0
p5,1,0.123408,2.373525,[ 1 37] ; [ 3 21],[ 2.4516129 35.5483871] ; [ 1.5483871 22.4516129],0
v4,1,0.158967,1.984028,[32  6] ; [23  1],[33.70967742  4.29032258] ; [21.29032258  2.70967742],0
p10,1,0.170331,1.880024,[22 16] ; [18  6],[24.51612903 13.48387097] ; [15.48387097  8.51612903],0
d1,1,0.172801,1.85847,[17 21] ; [15  9],[19.61290323 18.38709677] ; [12.38709677 11.61290323],0
u3,1,0.19446,1.683502,[7 4] ; [8 1],[8.25 2.75] ; [6.75 2.25],0
u2,1,0.243498,1.360227,[7 4] ; [7 1],[8.10526316 2.89473684] ; [5.89473684 2.10526316],0
p1,1,0.261781,1.259314,[ 4 34] ; [ 5 19],[ 5.51612903 32.48387097] ; [ 3.48387097 20.51612903],0
p2,1,0.277597,1.178816,[29  9] ; [21  3],[30.64516129  7.35483871] ; [19.35483871  4.64516129],0
s7,1,0.32263,0.978253,[11 23] ; [10 12],[12.75 21.25] ; [ 8.25 13.75],0
r1,1,0.347211,0.883622,[27 10] ; [20  4],[28.50819672  8.49180328] ; [18.49180328  5.50819672],0
v1,1,0.372239,0.796178,[17 21] ; [13 10],[18.68852459 19.31147541] ; [11.31147541 11.68852459],0
v3,1,0.39224,0.731986,[ 9 26] ; [ 8 14],[10.43859649 24.56140351] ; [ 6.56140351 15.43859649],0
s5,1,0.457965,0.550865,[ 9 26] ; [ 8 15],[10.25862069 24.74137931] ; [ 6.74137931 16.25862069],0
a3,1,0.482864,0.492387,[27 11] ; [15  9],[25.74193548 12.25806452] ; [16.25806452  7.74193548],0
d3,1,0.489753,0.47707,[22 16] ; [16  8],[23.29032258 14.70967742] ; [14.70967742  9.29032258],0
b4,1,0.521812,0.41031,[19 19] ; [14 10],[20.22580645 17.77419355] ; [12.77419355 11.22580645],0
