Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,25.365986,[121  35] ; [13 24],[108.31088083  47.68911917] ; [25.68911917 11.31088083],1
p8,1,3.1e-05,17.369521,[116  39] ; [14 22],[105.4973822  49.5026178] ; [24.5026178 11.4973822],1
p11,1,0.002972,8.824642,[131  25] ; [23 14],[124.47668394  31.52331606] ; [29.52331606  7.47668394],0
p9,1,0.007451,7.160839,[147   9] ; [29  7],[143.  13.] ; [33.  3.],0
p12,1,0.021945,5.250102,[ 28 128] ; [ 1 35],[ 23.5625 132.4375] ; [ 5.4375 30.5625],0
a4,1,0.027621,4.851546,[82 74] ; [12 25],[75.97927461 80.02072539] ; [18.02072539 18.97927461],0
p2,1,0.029529,4.736504,[142  14] ; [29  8],[138.21761658  17.78238342] ; [32.78238342  4.21761658],0
p10,1,0.050371,3.82906,[140  16] ; [28  8],[136.5  19.5] ; [31.5  4.5],0
p7,1,0.056977,3.623261,[135  20] ; [26  9],[131.34210526  23.65789474] ; [29.65789474  5.34210526],0
s6,1,0.067333,3.346871,[120  33] ; [23 13],[115.76190476  37.23809524] ; [27.23809524  8.76190476],0
a5,1,0.080174,3.061362,[126  30] ; [25 12],[122.05181347  33.94818653] ; [28.94818653  8.05181347],0
b5,1,0.092766,2.825699,[95 61] ; [28  9],[99.41968912 56.58031088] ; [23.58031088 13.41968912],0
d3,1,0.096626,2.760373,[118  38] ; [23 14],[113.96891192  42.03108808] ; [27.03108808  9.96891192],0
d2,1,0.112271,2.521959,[90 66] ; [16 21],[85.67875648 70.32124352] ; [20.32124352 16.67875648],0
r1,1,0.118419,2.43811,[131  25] ; [27 10],[127.70984456  28.29015544] ; [30.29015544  6.70984456],0
a7,1,0.125336,2.349345,[123  32] ; [25 12],[119.47916667  35.52083333] ; [28.52083333  8.47916667],0
d5,1,0.127909,2.317706,[134  22] ; [28  9],[130.94300518  25.05699482] ; [31.05699482  5.94300518],0
s4,1,0.139178,2.187018,[ 28 127] ; [ 3 34],[ 25.02604167 129.97395833] ; [ 5.97395833 31.02604167],0
a2,1,0.1511,2.061111,[ 48 108] ; [ 7 30],[ 44.45595855 111.54404145] ; [10.54404145 26.45595855],0
d1,1,0.173282,1.854317,[103  53] ; [20 17],[99.41968912 56.58031088] ; [23.58031088 13.41968912],0
s5,1,0.192614,1.697509,[66 82] ; [11 23],[62.61538462 85.38461538] ; [14.38461538 19.61538462],0
r4,1,0.199957,1.642689,[145  11] ; [32  5],[143.06735751  12.93264249] ; [33.93264249  3.06735751],0
u1,1,0.249432,1.326484,[ 44 112] ; [ 7 30],[ 41.22279793 114.77720207] ; [ 9.77720207 27.22279793],0
s7,1,0.265607,1.239297,[98 48] ; [20 15],[95.18232044 50.81767956] ; [22.81767956 12.18232044],0
n4,1,0.396754,0.718142,[135  21] ; [30  7],[133.36787565  22.63212435] ; [31.63212435  5.36787565],0
n6,1,0.419622,0.651373,[140  14] ; [32  5],[138.68062827  15.31937173] ; [33.31937173  3.68062827],0
n5,1,0.426218,0.633108,[130  25] ; [29  8],[128.359375  26.640625] ; [30.640625  6.359375],0
v4,1,0.445208,0.582823,[146   9] ; [36  1],[146.92708333   8.07291667] ; [35.07291667  1.92708333],0
b1,1,0.445681,0.581611,[61 95] ; [17 20],[63.04663212 92.95336788] ; [14.95336788 22.04663212],0
b4,1,0.452231,0.565055,[103  53] ; [22 15],[101.03626943  54.96373057] ; [23.96373057 13.03626943],0
d4,1,0.461048,0.543349,[134  22] ; [30  7],[132.55958549  23.44041451] ; [31.44041451  5.55958549],0
a8,1,0.491016,0.474299,[ 23 116] ; [ 4 30],[ 21.69364162 117.30635838] ; [ 5.30635838 28.69364162],0
v3,1,0.491044,0.474237,[87 64] ; [19 18],[85.13829787 65.86170213] ; [20.86170213 16.13829787],0
u3,1,0.503657,0.447222,[21 15] ; [7 3],[21.91304348 14.08695652] ; [6.08695652 3.91304348],0
v1,1,0.578893,0.308028,[118  36] ; [26 10],[116.71578947  37.28421053] ; [27.28421053  8.71578947],0
u2,1,0.606431,0.265405,[22 14] ; [7 3],[22.69565217 13.30434783] ; [6.30434783 3.69565217],0
r3,1,0.674723,0.176127,[149   6] ; [35  2],[148.54166667   6.45833333] ; [35.45833333  1.54166667],0
n3,1,0.698908,0.14961,[19  6] ; [9 2],[19.44444444  5.55555556] ; [8.55555556 2.44444444],0
s8,1,0.718168,0.130255,[93 62] ; [21 16],[92.03125 62.96875] ; [21.96875 15.03125],0
a6,1,0.724572,0.124154,[108  48] ; [26 10],[108.875  47.125] ; [25.125 10.875],0
p1,1,0.729505,0.119567,[ 20 135] ; [ 4 33],[ 19.375 135.625] ; [ 4.625 32.375],0
u4,1,0.738027,0.111869,[  6 150] ; [ 1 36],[  5.65803109 150.34196891] ; [ 1.34196891 35.65803109],0
s3,1,0.795734,0.067015,[91 63] ; [21 16],[90.30366492 63.69633508] ; [21.69633508 15.30366492],0
n2,1,0.798074,0.065455,[17  8] ; [7 4],[16.66666667  8.33333333] ; [7.33333333 3.66666667],0
a3,1,0.80605,0.060283,[120  36] ; [27  9],[119.4375  36.5625] ; [27.5625  8.4375],0
n1,1,0.828969,0.046667,[11 14] ; [4 6],[10.71428571 14.28571429] ; [4.28571429 5.71428571],0
s1,1,0.894323,0.017645,[  5 151] ; [ 1 35],[  4.875 151.125] ; [ 1.125 34.875],0
r2,1,0.95212,0.003605,[147   8] ; [35  2],[146.92708333   8.07291667] ; [35.07291667  1.92708333],0
b2,1,0.95864,0.002689,[47 56] ; [ 9 11],[46.89430894 56.10569106] ; [ 9.10569106 10.89430894],0
b3,1,0.95864,0.002689,[47 56] ; [ 9 11],[46.89430894 56.10569106] ; [ 9.10569106 10.89430894],0
a1,1,0.964371,0.001995,[ 13 143] ; [ 3 34],[ 12.93264249 143.06735751] ; [ 3.06735751 33.93264249],0
s2,1,0.984136,0.000395,[95 60] ; [22 14],[94.94764398 60.05235602] ; [22.05235602 13.94764398],0
