Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000839,11.152081,[48  5] ; [8 7],[43.64705882  9.35294118] ; [12.35294118  2.64705882],1
v4,1,0.009273,6.769475,[49  4] ; [10  5],[45.98529412  7.01470588] ; [13.01470588  1.98529412],0
p1,1,0.018098,5.586591,[ 3 50] ; [ 4 11],[ 5.45588235 47.54411765] ; [ 1.54411765 13.45588235],0
n4,1,0.028157,4.818449,[43 10] ; [8 7],[39.75 13.25] ; [11.25  3.75],0
s8,1,0.037162,4.342978,[39 13] ; [7 8],[35.70149254 16.29850746] ; [10.29850746  4.70149254],0
n6,1,0.038847,4.267551,[44  8] ; [9 6],[41.13432836 10.86567164] ; [11.86567164  3.13432836],0
r2,1,0.046028,3.980571,[52  1] ; [12  2],[50.62686567  2.37313433] ; [13.37313433  0.62686567],0
p10,1,0.096653,2.759916,[40 13] ; [8 7],[37.41176471 15.58823529] ; [10.58823529  4.41176471],0
n5,1,0.13393,2.246345,[39 14] ; [8 7],[36.63235294 16.36764706] ; [10.36764706  4.63235294],0
s6,1,0.166732,1.912083,[44  9] ; [10  5],[42.08823529 10.91176471] ; [11.91176471  3.08823529],0
v3,1,0.193276,1.692465,[25 24] ; [4 9],[22.91935484 26.08064516] ; [6.08064516 6.91935484],0
n2,1,0.210874,1.565417,[11  5] ; [9 1],[12.30769231  3.69230769] ; [7.69230769 2.30769231],0
s4,1,0.232929,1.422887,[10 43] ; [ 5 10],[11.69117647 41.30882353] ; [ 3.30882353 11.69117647],0
d5,1,0.237118,1.397647,[44  7] ; [11  4],[42.5  8.5] ; [12.5  2.5],0
u1,1,0.237216,1.397065,[15 38] ; [ 2 13],[13.25 39.75] ; [ 3.75 11.25],0
p9,1,0.242456,1.366258,[41 12] ; [8 5],[39.34848485 13.65151515] ; [9.65151515 3.34848485],0
u3,1,0.254565,1.298077,[11  2] ; [1 1],[10.4  2.6] ; [1.6 0.4],0
a4,1,0.255365,1.293711,[30 23] ; [6 9],[28.05882353 24.94117647] ; [7.94117647 7.05882353],0
s3,1,0.256175,1.289309,[39 13] ; [9 6],[37.25373134 14.74626866] ; [10.74626866  4.25373134],0
d3,1,0.274495,1.194147,[35 16] ; [8 7],[33.22727273 17.77272727] ; [9.77272727 5.22727273],0
v1,1,0.289682,1.121099,[28 23] ; [5 8],[26.296875 24.703125] ; [6.703125 6.296875],0
s2,1,0.296489,1.089918,[36 17] ; [8 7],[34.29411765 18.70588235] ; [9.70588235 5.29411765],0
v2,1,0.340335,0.909169,[31 20] ; [6 7],[29.484375 21.515625] ; [7.515625 5.484375],0
d2,1,0.345348,0.890476,[34 17] ; [8 7],[32.45454545 18.54545455] ; [9.54545455 5.45454545],0
b2,1,0.346343,0.886811,[16 25] ; [7 6],[17.46296296 23.53703704] ; [5.53703704 7.46296296],0
b3,1,0.346343,0.886811,[16 25] ; [7 6],[17.46296296 23.53703704] ; [5.53703704 7.46296296],0
a3,1,0.355923,0.852226,[40 13] ; [13  2],[41.30882353 11.69117647] ; [11.69117647  3.30882353],0
b4,1,0.358219,0.844127,[32 21] ; [11  4],[33.51470588 19.48529412] ; [9.48529412 5.51470588],0
a2,1,0.364849,0.821132,[17 36] ; [ 3 12],[15.58823529 37.41176471] ; [ 4.41176471 10.58823529],0
a7,1,0.367629,0.811664,[35 18] ; [8 7],[33.51470588 19.48529412] ; [9.48529412 5.51470588],0
d1,1,0.386624,0.749533,[38 15] ; [9 6],[36.63235294 16.36764706] ; [10.36764706  4.63235294],0
a8,1,0.434967,0.609524,[ 7 42] ; [ 1 14],[ 6.125 42.875] ; [ 1.875 13.125],0
b5,1,0.44658,0.579317,[34 19] ; [8 7],[32.73529412 20.26470588] ; [9.26470588 5.73529412],0
p6,1,0.473317,0.514222,[16 37] ; [6 9],[17.14705882 35.85294118] ; [ 4.85294118 10.14705882],0
r3,1,0.485477,0.486535,[49  4] ; [13  2],[48.32352941  4.67647059] ; [13.67647059  1.32352941],0
p4,1,0.563591,0.333525,[18 34] ; [ 4 11],[17.07462687 34.92537313] ; [ 4.92537313 10.07462687],0
p12,1,0.600507,0.274232,[ 6 47] ; [ 1 14],[ 5.45588235 47.54411765] ; [ 1.54411765 13.45588235],0
n1,1,0.609834,0.260417,[9 7] ; [6 3],[9.6 6.4] ; [5.4 3.6],0
b1,1,0.62256,0.242286,[28 25] ; [9 6],[28.83823529 24.16176471] ; [8.16176471 6.83823529],0
a5,1,0.625896,0.237668,[42 11] ; [11  4],[41.30882353 11.69117647] ; [11.69117647  3.30882353],0
p7,1,0.679717,0.170445,[20 31] ; [ 5 10],[19.31818182 31.68181818] ; [5.68181818 9.31818182],0
d4,1,0.693527,0.155294,[43  8] ; [12  3],[42.5  8.5] ; [12.5  2.5],0
s5,1,0.702719,0.145658,[19 32] ; [6 8],[19.61538462 31.38461538] ; [5.38461538 8.61538462],0
n3,1,0.733701,0.115741,[10  5] ; [6 4],[9.6 5.4] ; [6.4 3.6],0
s1,1,0.738684,0.111287,[ 5 48] ; [ 1 14],[ 4.67647059 48.32352941] ; [ 1.32352941 13.67647059],0
u2,1,0.756495,0.096154,[8 5] ; [1 1],[7.8 5.2] ; [1.2 0.8],0
a6,1,0.771422,0.084399,[36 15] ; [10  5],[35.54545455 15.45454545] ; [10.45454545  4.54545455],0
u4,1,0.883739,0.021384,[ 3 50] ; [ 1 14],[ 3.11764706 49.88235294] ; [ 0.88235294 14.11764706],0
