Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,61.26141,[ 36 136] ; [149 102],[75.22458629 96.77541371] ; [109.77541371 141.22458629],1
v1,1,1e-06,25.198245,[74 98] ; [169  81],[99.04265403 72.95734597] ; [143.95734597 106.04265403],1
a5,1,0.000194,13.888116,[116  61] ; [209  48],[132.54608295  44.45391705] ; [192.45391705  64.54608295],1
d1,1,0.005919,7.574696,[100  77] ; [179  79],[113.52413793  63.47586207] ; [165.47586207  92.52413793],0
s4,1,0.012193,6.282569,[ 51 122] ; [ 49 208],[ 40.23255814 132.76744186] ; [ 59.76744186 197.23255814],0
s8,1,0.018443,5.553604,[97 80] ; [169  87],[108.73441109  68.26558891] ; [157.26558891  98.73441109],0
b1,1,0.018912,5.509594,[83 94] ; [ 92 166],[ 71.20689655 105.79310345] ; [103.79310345 154.20689655],0
d2,1,0.024359,5.068912,[81 95] ; [146 110],[92.48148148 83.51851852] ; [134.51851852 121.48148148],0
d5,1,0.025589,4.983564,[136  38] ; [222  35],[144.52900232  29.47099768] ; [213.47099768  43.52900232],0
s7,1,0.028206,4.815415,[109  60] ; [184  63],[119.03125  49.96875] ; [173.96875  73.03125],0
p12,1,0.036697,4.364426,[ 13 164] ; [ 35 219],[ 19.71229698 157.28770302] ; [ 28.28770302 225.71229698],0
d4,1,0.044427,4.040246,[144  31] ; [228  28],[151.04408353  23.95591647] ; [220.95591647  35.04408353],0
s1,1,0.071943,3.238117,[ 12 163] ; [  8 247],[  8.13953488 166.86046512] ; [ 11.86046512 243.13953488],0
u1,1,0.079899,3.066954,[ 32 145] ; [ 65 193],[ 39.46896552 137.53103448] ; [ 57.53103448 200.46896552],0
n3,1,0.099425,2.714738,[25 16] ; [37 11],[28.56179775 12.43820225] ; [33.43820225 14.56179775],0
a3,1,0.107155,2.595683,[124  53] ; [197  59],[131.21709007  45.78290993] ; [189.78290993  66.21709007],0
b4,1,0.108199,2.580328,[94 83] ; [157 101],[102.13103448  74.86896552] ; [148.86896552 109.13103448],0
r1,1,0.120534,2.410364,[139  37] ; [217  39],[145.03703704  30.96296296] ; [210.96296296  45.03703704],0
n4,1,0.139728,2.180948,[132  44] ; [208  49],[138.19861432  37.80138568] ; [201.80138568  55.19861432],0
p9,1,0.158327,1.990136,[149  26] ; [226  26],[153.68852459  21.31147541] ; [221.31147541  30.68852459],0
