Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.231017,[112  18] ; [ 3 30],[91.71779141 38.28220859] ; [23.28220859  9.71779141],1
v4,1,0.0,27.932665,[116  12] ; [17 16],[105.73913043  22.26086957] ; [27.26086957  5.73913043],1
p11,1,1e-06,25.205341,[102  28] ; [11 22],[90.12269939 39.87730061] ; [22.87730061 10.12269939],1
p9,1,5e-05,16.455213,[100  29] ; [12 18],[90.86792453 38.13207547] ; [21.13207547  8.86792453],1
r2,1,8.9e-05,15.35467,[115  13] ; [19 12],[107.87421384  20.12578616] ; [26.12578616  4.87421384],1
r1,1,0.000493,12.140555,[90 40] ; [12 21],[81.34969325 48.65030675] ; [20.65030675 12.34969325],1
n3,1,0.000562,11.897785,[29  5] ; [ 7 11],[23.53846154 10.46153846] ; [12.46153846  5.53846154],1
n6,1,0.001845,9.6972,[102  28] ; [17 16],[94.90797546 35.09202454] ; [24.09202454  8.90797546],0
p2,1,0.002838,8.909091,[95 33] ; [15 17],[88. 40.] ; [22. 10.],0
p7,1,0.003568,8.491446,[75 54] ; [ 9 22],[67.725 61.275] ; [16.275 14.725],0
a1,1,0.003935,8.313638,[  2 128] ; [ 4 29],[  4.78527607 125.21472393] ; [ 1.21472393 31.78527607],0
a5,1,0.004246,8.175709,[83 47] ; [12 21],[75.76687117 54.23312883] ; [19.23312883 13.76687117],0
n2,1,0.006639,7.368138,[29  8] ; [ 8 11],[24.44642857 12.55357143] ; [12.55357143  6.44642857],0
v1,1,0.010085,6.6199,[54 73] ; [ 6 27],[47.625 79.375] ; [12.375 20.625],0
s6,1,0.011471,6.390857,[53 73] ; [ 6 27],[46.75471698 79.24528302] ; [12.24528302 20.75471698],0
p10,1,0.012136,6.29085,[86 41] ; [14 18],[79.87421384 47.12578616] ; [20.12578616 11.87421384],0
p8,1,0.013406,6.11469,[57 70] ; [ 7 26],[50.8 76.2] ; [13.2 19.8],0
v2,1,0.015844,5.820091,[54 72] ; [ 6 25],[48.15286624 77.84713376] ; [11.84713376 19.15286624],0
s3,1,0.01615,5.786452,[40 89] ; [ 3 28],[34.66875 94.33125] ; [ 8.33125 22.66875],0
p3,1,0.018916,5.509293,[53 76] ; [ 6 26],[47.27329193 81.72670807] ; [11.72670807 20.27329193],0
a4,1,0.018916,5.509293,[53 76] ; [ 6 26],[47.27329193 81.72670807] ; [11.72670807 20.27329193],0
p6,1,0.023258,5.149145,[36 89] ; [ 3 29],[31.05095541 93.94904459] ; [ 7.94904459 24.05095541],0
u3,1,0.024563,5.054448,[22 31] ; [ 2 15],[18.17142857 34.82857143] ; [ 5.82857143 11.17142857],0
d4,1,0.027712,4.845914,[89 40] ; [16 17],[83.61111111 45.38888889] ; [21.38888889 11.61111111],0
