Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.231017,[112  18] ; [ 3 30],[91.71779141 38.28220859] ; [23.28220859  9.71779141],1
p4,1,0.028029,4.826294,[59 68] ; [ 8 24],[53.51572327 73.48427673] ; [13.48427673 18.51572327],0
d5,1,0.035754,4.408816,[85 45] ; [15 18],[79.75460123 50.24539877] ; [20.24539877 12.75460123],0
s7,1,0.039579,4.23583,[35 90] ; [ 3 27],[30.64516129 94.35483871] ; [ 7.35483871 22.64516129],0
b1,1,0.061065,3.508211,[59 71] ; [21 12],[63.80368098 66.19631902] ; [16.19631902 16.80368098],0
d1,1,0.06759,3.340604,[54 76] ; [ 8 25],[49.44785276 80.55214724] ; [12.55214724 20.44785276],0
b5,1,0.072843,3.217762,[70 60] ; [12 21],[65.39877301 64.60122699] ; [16.60122699 16.39877301],0
s8,1,0.08471,2.97213,[ 29 100] ; [ 3 30],[ 25.48148148 103.51851852] ; [ 6.51851852 26.48148148],0
s5,1,0.096517,2.762181,[32 92] ; [ 4 29],[28.43312102 95.56687898] ; [ 7.56687898 25.43312102],0
v3,1,0.219421,1.508154,[37 88] ; [ 6 26],[34.23566879 90.76433121] ; [ 8.76433121 23.23566879],0
a3,1,0.245396,1.349323,[77 52] ; [16 17],[74.05555556 54.94444444] ; [18.94444444 14.05555556],0
n4,1,0.284998,1.143101,[95 35] ; [21 12],[92.51533742 37.48466258] ; [23.48466258  9.51533742],0
n5,1,0.305135,1.051618,[90 39] ; [26  7],[92.37037037 36.62962963] ; [23.62962963  9.37037037],0
a6,1,0.35063,0.871176,[59 71] ; [12 21],[56.62576687 73.37423313] ; [14.37423313 18.62576687],0
d3,1,0.430213,0.622248,[49 81] ; [10 23],[47.05521472 82.94478528] ; [11.94478528 21.05521472],0
p12,1,0.432925,0.614964,[  4 123] ; [ 2 31],[  4.7625 122.2375] ; [ 1.2375 31.7625],0
p5,1,0.442728,0.589202,[ 14 116] ; [ 2 30],[ 12.83950617 117.16049383] ; [ 3.16049383 28.83950617],0
d2,1,0.498493,0.458143,[61 68] ; [13 19],[59.29192547 69.70807453] ; [14.70807453 17.29192547],0
p1,1,0.516006,0.421868,[ 11 119] ; [ 4 29],[ 11.96319018 118.03680982] ; [ 3.03680982 29.96319018],0
b4,1,0.625928,0.237624,[77 53] ; [18 15],[75.76687117 54.23312883] ; [19.23312883 13.76687117],0
s4,1,0.663212,0.189645,[ 16 114] ; [ 5 28],[ 16.74846626 113.25153374] ; [ 4.25153374 28.74846626],0
n1,1,0.790146,0.07082,[13 24] ; [ 6 13],[12.55357143 24.44642857] ; [ 6.44642857 12.55357143],0
s1,1,0.818444,0.052691,[  5 124] ; [ 1 32],[  4.77777778 124.22222222] ; [ 1.22222222 31.77777778],0
u2,1,0.825458,0.048634,[23 29] ; [ 7 10],[22.60869565 29.39130435] ; [7.39130435 9.60869565],0
b2,1,0.845925,0.03776,[32 42] ; [ 9 13],[31.60416667 42.39583333] ; [ 9.39583333 12.60416667],0
b3,1,0.845925,0.03776,[32 42] ; [ 9 13],[31.60416667 42.39583333] ; [ 9.39583333 12.60416667],0
