Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,55.997358,[240  72] ; [31 58],[210.85286783 101.14713217] ; [60.14713217 28.85286783],1
p6,1,1e-06,25.152121,[176 132] ; [24 65],[155.16372796 152.83627204] ; [44.83627204 44.16372796],1
p2,1,5.2e-05,16.379847,[290  21] ; [70 19],[279.9  31.1] ; [80.1  8.9],1
p10,1,0.001389,10.220986,[298  13] ; [77 12],[291.5625  19.4375] ; [83.4375  5.5625],0
v3,1,0.002967,8.827844,[150 152] ; [26 57],[138.05714286 163.94285714] ; [37.94285714 45.05714286],0
p11,1,0.011436,6.396269,[275  37] ; [69 20],[267.65087282  44.34912718] ; [76.34912718 12.65087282],0
a2,1,0.030905,4.658208,[ 96 216] ; [17 72],[ 87.9201995 224.0798005] ; [25.0798005 63.9201995],0
r3,1,0.036099,4.392436,[300   9] ; [82  7],[296.57788945  12.42211055] ; [85.42211055  3.57788945],0
r1,1,0.039309,4.247443,[259  51] ; [65 23],[252.36180905  57.63819095] ; [71.63819095 16.36180905],0
s7,1,0.041069,4.173163,[185 111] ; [41 41],[176.97354497 119.02645503] ; [49.02645503 32.97354497],0
a8,1,0.0498,3.848181,[ 45 236] ; [ 6 75],[ 39.58839779 241.41160221] ; [11.41160221 69.58839779],0
v2,1,0.058722,3.57311,[196 107] ; [46 40],[188.49871465 114.50128535] ; [53.50128535 32.49871465],0
a1,1,0.091929,2.840265,[ 22 290] ; [ 2 87],[ 18.67331671 293.32668329] ; [ 5.32668329 83.67331671],0
r4,1,0.098262,2.733527,[293  19] ; [79 10],[289.43640898  22.56359102] ; [82.56359102  6.43640898],0
n3,1,0.106536,2.604861,[35  7] ; [13  7],[32.51612903  9.48387097] ; [15.48387097  4.51612903],0
s5,1,0.10923,2.565321,[133 166] ; [28 53],[126.68157895 172.31842105] ; [34.31842105 46.68157895],0
n2,1,0.125443,2.348011,[33  9] ; [12  8],[30.48387097 11.51612903] ; [14.51612903  5.48387097],0
p5,1,0.137946,2.200727,[ 65 246] ; [12 75],[ 60.16834171 250.83165829] ; [16.83165829 70.16834171],0
n1,1,0.15027,2.069505,[15 27] ; [11  9],[17.61290323 24.38709677] ; [ 8.38709677 11.61290323],0
s4,1,0.167322,1.906775,[ 58 250] ; [11 77],[ 53.66666667 254.33333333] ; [15.33333333 72.66666667],0
b5,1,0.173102,1.855868,[171 141] ; [56 33],[176.61845387 135.38154613] ; [50.38154613 38.61845387],0
a6,1,0.21101,1.564483,[224  87] ; [58 31],[219.255  91.745] ; [62.745 26.255],0
d3,1,0.227419,1.456932,[224  88] ; [58 31],[219.41147132  92.58852868] ; [62.58852868 26.41147132],0
p1,1,0.260149,1.267966,[ 38 272] ; [15 74],[ 41.17794486 268.82205514] ; [11.82205514 77.17794486],0
v1,1,0.279306,1.170465,[194 111] ; [48 36],[189.74293059 115.25706941] ; [52.25706941 31.74293059],0
a5,1,0.294959,1.096848,[254  58] ; [68 21],[250.53366584  61.46633416] ; [71.46633416 17.53366584],0
b4,1,0.336837,0.922432,[175 137] ; [55 34],[178.95261845 133.04738155] ; [51.04738155 37.95261845],0
u4,1,0.348625,0.878456,[  8 303] ; [ 4 85],[  9.33 301.67] ; [ 2.67 86.33],0
u1,1,0.383284,0.760141,[ 77 235] ; [18 71],[ 73.91521197 238.08478803] ; [21.08478803 67.91521197],0
p4,1,0.39249,0.731213,[261  51] ; [71 18],[258.31421446  53.68578554] ; [73.68578554 15.31421446],0
s1,1,0.409142,0.681291,[  6 305] ; [ 3 85],[  7.01503759 303.98496241] ; [ 1.98496241 86.01503759],0
u3,1,0.437927,0.601708,[41 25] ; [15  6],[42.48275862 23.51724138] ; [13.51724138  7.48275862],0
s8,1,0.442741,0.589169,[171 139] ; [45 44],[167.81954887 142.18045113] ; [48.18045113 40.81954887],0
s2,1,0.497494,0.460278,[168 141] ; [52 37],[170.8040201 138.1959799] ; [49.1959799 39.8040201],0
a3,1,0.54905,0.359022,[246  64] ; [68 21],[243.95989975  66.04010025] ; [70.04010025 18.95989975],0
a7,1,0.551558,0.354534,[230  81] ; [63 26],[227.8075  83.1925] ; [65.1925 23.8075],0
d4,1,0.563857,0.33307,[263  48] ; [73 16],[261.24  49.76] ; [74.76 14.24],0
n6,1,0.584897,0.298384,[278  32] ; [78 11],[276.5914787  33.4085213] ; [79.4085213  9.5914787],0
d2,1,0.680674,0.169368,[166 146] ; [49 39],[167.7 144.3] ; [47.3 40.7],0
b3,1,0.716814,0.131566,[ 88 118] ; [22 33],[ 86.81992337 119.18007663] ; [23.18007663 31.81992337],0
b2,1,0.716814,0.131566,[ 88 118] ; [22 33],[ 86.81992337 119.18007663] ; [23.18007663 31.81992337],0
