Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.303298,[ 4 31] ; [117  23],[24.2 10.8] ; [96.8 43.2],1
v4,1,0.0,41.260369,[14 21] ; [124  15],[27.75862069  7.24137931] ; [110.24137931  28.75862069],1
p2,1,1e-06,24.645833,[ 7 28] ; [93 47],[20. 15.] ; [80. 60.],1
r1,1,3e-06,21.614447,[11 24] ; [102  37],[22.72988506 12.27011494] ; [90.27011494 48.72988506],1
r2,1,4e-06,21.166849,[19 15] ; [124  15],[28.10404624  5.89595376] ; [114.89595376  24.10404624],1
p11,1,4.1e-05,16.821598,[ 5 30] ; [74 66],[15.8 19.2] ; [63.2 76.8],1
a1,1,0.00152,10.054606,[ 7 28] ; [  6 134],[ 2.6 32.4] ; [ 10.4 129.6],0
n6,1,0.001889,9.654295,[13 21] ; [94 46],[20.90804598 13.09195402] ; [86.09195402 53.90804598],0
d4,1,0.00281,8.926749,[17 18] ; [103  35],[24.27745665 10.72254335] ; [95.72254335 42.27745665],0
s6,1,0.008548,6.914821,[ 7 28] ; [62 78],[13.8 21.2] ; [55.2 84.8],0
p8,1,0.00945,6.735785,[ 4 30] ; [48 91],[10.21965318 23.78034682] ; [41.78034682 97.21965318],0
p6,1,0.009956,6.642743,[ 2 32] ; [ 36 100],[ 7.6 26.4] ; [ 30.4 105.6],0
b1,1,0.010154,6.607656,[24 11] ; [62 78],[17.2 17.8] ; [68.8 71.2],0
a7,1,0.010288,6.584266,[15 20] ; [93 47],[21.6 13.4] ; [86.4 53.6],0
d3,1,0.012331,6.262675,[14 21] ; [88 51],[20.51724138 14.48275862] ; [81.48275862 57.51724138],0
d5,1,0.015744,5.831193,[18 17] ; [101  38],[23.93678161 11.06321839] ; [95.06321839 43.93678161],0
v2,1,0.016899,5.706818,[ 7 28] ; [57 79],[13.0994152 21.9005848] ; [50.9005848 85.0994152],0
u3,1,0.019929,5.418068,[ 3 11] ; [32 25],[6.90140845 7.09859155] ; [28.09859155 28.90140845],0
n2,1,0.021499,5.285918,[ 7 13] ; [35 19],[11.35135135  8.64864865] ; [30.64864865 23.35135135],0
d1,1,0.022836,5.180921,[10 25] ; [70 70],[16. 19.] ; [64. 76.],0
s8,1,0.026259,4.938914,[ 2 33] ; [ 31 109],[ 6.6 28.4] ; [ 26.4 113.6],0
p4,1,0.036725,4.363116,[ 7 28] ; [54 85],[12.27011494 22.72988506] ; [48.72988506 90.27011494],0
u1,1,0.04405,4.054634,[ 1 34] ; [ 22 118],[ 4.6 30.4] ; [ 18.4 121.6],0
p7,1,0.050068,3.83919,[ 9 26] ; [61 78],[14.08045977 20.91954023] ; [55.91954023 83.08045977],0
s1,1,0.053585,3.725591,[ 5 30] ; [  7 132],[ 2.4137931 32.5862069] ; [  9.5862069 129.4137931],0
n5,1,0.057854,3.597862,[24 11] ; [71 69],[19. 16.] ; [76. 64.],0
s3,1,0.059366,3.555002,[ 8 25] ; [58 80],[12.73684211 20.26315789] ; [53.26315789 84.73684211],0
b2,1,0.067424,3.344652,[11 12] ; [23 60],[ 7.37735849 15.62264151] ; [26.62264151 56.37735849],0
b3,1,0.067424,3.344652,[11 12] ; [23 60],[ 7.37735849 15.62264151] ; [26.62264151 56.37735849],0
n3,1,0.068018,3.330203,[ 8 11] ; [35 18],[11.34722222  7.65277778] ; [31.65277778 21.34722222],0
d2,1,0.069952,3.284154,[11 23] ; [69 70],[15.72254335 18.27745665] ; [64.27745665 74.72254335],0
s2,1,0.076643,3.13468,[ 5 30] ; [40 98],[ 9.10404624 25.89595376] ; [ 35.89595376 102.10404624],0
s7,1,0.084129,2.983265,[ 4 27] ; [37 96],[ 7.75 23.25] ; [33.25 99.75],0
p9,1,0.096337,2.765162,[ 7 27] ; [49 89],[11.06976744 22.93023256] ; [44.93023256 93.06976744],0
v1,1,0.116063,2.469655,[ 8 27] ; [51 87],[11.93641618 23.06358382] ; [47.06358382 90.93641618],0
u2,1,0.168189,1.89901,[ 4 10] ; [27 28],[6.28985507 7.71014493] ; [24.71014493 30.28985507],0
b5,1,0.187426,1.737734,[18 17] ; [89 51],[21.4 13.6] ; [85.6 54.4],0
s4,1,0.191882,1.703108,[ 6 29] ; [ 13 125],[ 3.84393064 31.15606936] ; [ 15.15606936 122.84393064],0
p3,1,0.201334,1.632668,[ 7 28] ; [43 96],[10.05747126 24.94252874] ; [39.94252874 99.05747126],0
a2,1,0.240656,1.376748,[ 4 31] ; [ 28 112],[ 6.4 28.6] ; [ 25.6 114.4],0
a6,1,0.295544,1.094191,[18 17] ; [85 54],[20.7183908 14.2816092] ; [82.2816092 56.7183908],0
n1,1,0.439446,0.597728,[ 9 11] ; [19 35],[ 7.56756757 12.43243243] ; [20.43243243 33.56756757],0
b4,1,0.445009,0.583333,[18 17] ; [82 58],[20. 15.] ; [80. 60.],0
a5,1,0.492531,0.470993,[18 17] ; [81 59],[19.8 15.2] ; [79.2 60.8],0
p12,1,0.564525,0.331931,[ 1 34] ; [  2 137],[ 0.60344828 34.39655172] ; [  2.39655172 136.60344828],0
a8,1,0.575777,0.313112,[ 2 30] ; [ 12 116],[ 2.8 29.2] ; [ 11.2 116.8],0
n4,1,0.639855,0.218932,[23 12] ; [86 54],[21.8 13.2] ; [87.2 52.8],0
a3,1,0.646125,0.210821,[21 12] ; [83 57],[19.83815029 13.16184971] ; [84.16184971 55.83815029],0
p1,1,0.661744,0.191413,[ 3 32] ; [  9 130],[ 2.4137931 32.5862069] ; [  9.5862069 129.4137931],0
