Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.422159,[ 7 24] ; [88 21],[21.03571429  9.96428571] ; [73.96428571 35.03571429],1
r3,1,0.0,25.962463,[13 18] ; [93 15],[23.64028777  7.35971223] ; [82.35971223 25.64028777],1
p2,1,6e-06,20.440391,[ 6 25] ; [71 38],[17.05 13.95] ; [59.95 49.05],1
r2,1,0.000105,15.038988,[17 13] ; [95 13],[24.34782609  5.65217391] ; [87.65217391 20.34782609],1
n6,1,0.000184,13.985053,[10 20] ; [77 32],[18.77697842 11.22302158] ; [68.22302158 40.77697842],1
u3,1,0.002916,8.859103,[ 2 14] ; [27 22],[7.13846154 8.86153846] ; [21.86153846 27.13846154],0
n3,1,0.006045,7.536728,[ 5 12] ; [30 14],[9.75409836 7.24590164] ; [25.24590164 18.75409836],0
n2,1,0.006853,7.311061,[ 5 12] ; [31 15],[9.71428571 7.28571429] ; [26.28571429 19.71428571],0
p11,1,0.014915,5.926504,[ 8 23] ; [55 54],[13.95 17.05] ; [49.05 59.95],0
r1,1,0.015255,5.886721,[13 18] ; [72 37],[18.82142857 12.17857143] ; [66.17857143 42.82142857],0
s6,1,0.022585,5.200107,[ 7 24] ; [49 59],[12.48920863 18.51079137] ; [43.51079137 64.48920863],0
d5,1,0.040077,4.214629,[16 15] ; [77 31],[20.74100719 10.25899281] ; [72.25899281 35.74100719],0
d3,1,0.048769,3.883297,[11 20] ; [60 48],[15.83453237 15.16546763] ; [55.16546763 52.83453237],0
p7,1,0.050921,3.810862,[ 8 23] ; [49 59],[12.71223022 18.28776978] ; [44.28776978 63.71223022],0
s7,1,0.056827,3.627662,[ 3 25] ; [29 74],[ 6.83969466 21.16030534] ; [25.16030534 77.83969466],0
s8,1,0.057839,3.598299,[ 2 29] ; [23 85],[ 5.57553957 25.42446043] ; [19.42446043 88.57553957],0
p9,1,0.059967,3.538306,[ 6 25] ; [39 65],[10.33333333 20.66666667] ; [34.66666667 69.33333333],0
p6,1,0.061424,3.498507,[ 3 27] ; [28 79],[ 6.78832117 23.21167883] ; [24.21167883 82.78832117],0
p3,1,0.082222,3.02042,[ 5 26] ; [35 74],[ 8.85714286 22.14285714] ; [31.14285714 77.85714286],0
a1,1,0.08847,2.901993,[ 5 26] ; [  7 102],[ 2.65714286 28.34285714] ; [ 9.34285714 99.65714286],0
b5,1,0.104722,2.632122,[14 17] ; [67 42],[17.93571429 13.06428571] ; [63.06428571 45.93571429],0
s2,1,0.112155,2.523589,[ 5 26] ; [33 75],[ 8.47482014 22.52517986] ; [29.52517986 78.47482014],0
p8,1,0.119028,2.430064,[ 5 25] ; [33 73],[ 8.38235294 21.61764706] ; [29.61764706 76.38235294],0
p4,1,0.129851,2.294282,[ 8 23] ; [44 64],[11.5971223 19.4028777] ; [40.4028777 67.5971223],0
a7,1,0.136579,2.216088,[14 17] ; [65 43],[17.61870504 13.38129496] ; [61.38129496 46.61870504],0
u2,1,0.141714,2.159244,[ 4 12] ; [22 26],[6.5 9.5] ; [19.5 28.5],0
a6,1,0.152495,2.047115,[13 18] ; [61 47],[16.50359712 14.49640288] ; [57.49640288 50.50359712],0
d1,1,0.176544,1.826477,[10 21] ; [50 59],[13.28571429 17.71428571] ; [46.71428571 62.28571429],0
v2,1,0.179527,1.801532,[ 6 25] ; [34 73],[ 8.98550725 22.01449275] ; [31.01449275 75.98550725],0
a2,1,0.189597,1.72075,[ 2 29] ; [17 92],[ 4.20714286 26.79285714] ; [14.79285714 94.20714286],0
p1,1,0.249541,1.325874,[ 4 27] ; [  7 100],[ 2.47101449 28.52898551] ; [ 8.52898551 98.47101449],0
s1,1,0.249541,1.325874,[ 4 27] ; [  7 100],[ 2.47101449 28.52898551] ; [ 8.52898551 98.47101449],0
p12,1,0.339237,0.913314,[ 1 30] ; [  1 108],[ 0.44285714 30.55714286] ; [  1.55714286 107.44285714],0
u4,1,0.339237,0.913314,[ 1 30] ; [  1 108],[ 0.44285714 30.55714286] ; [  1.55714286 107.44285714],0
v3,1,0.350663,0.871056,[ 4 26] ; [22 83],[ 5.77777778 24.22222222] ; [20.22222222 84.77777778],0
d4,1,0.354392,0.857667,[19 12] ; [75 32],[21.11594203  9.88405797] ; [72.88405797 34.11594203],0
s3,1,0.440436,0.595146,[10 20] ; [44 63],[11.82481752 18.17518248] ; [42.17518248 64.82481752],0
a5,1,0.483388,0.491209,[14 17] ; [57 52],[15.72142857 15.27857143] ; [55.27857143 53.72142857],0
s5,1,0.498021,0.45915,[ 4 27] ; [19 86],[ 5.24264706 25.75735294] ; [17.75735294 87.24264706],0
b1,1,0.541432,0.372891,[17 14] ; [53 56],[15.5 15.5] ; [54.5 54.5],0
a3,1,0.623414,0.241098,[15 15] ; [60 49],[16.18705036 13.81294964] ; [58.81294964 50.18705036],0
