Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,139.594867,[31 70] ; [238  23],[75.05248619 25.94751381] ; [193.94751381  67.05248619],1
s6,1,0.0,39.894914,[67 34] ; [239  19],[86.08913649 14.91086351] ; [219.91086351  38.08913649],1
s7,1,0.0,28.366689,[59 40] ; [215  36],[77.50285714 21.49714286] ; [196.49714286  54.50285714],1
s5,1,6e-06,20.468823,[26 72] ; [132 115],[44.88115942 53.11884058] ; [113.11884058 133.88115942],1
r2,1,0.001616,9.941401,[90 10] ; [252   6],[95.53072626  4.46927374] ; [246.46927374  11.53072626],0
v4,1,0.007933,7.048629,[95  7] ; [256   4],[98.90055249  3.09944751] ; [252.09944751   7.90055249],0
n1,1,0.008813,6.860276,[ 6 19] ; [30 24],[11.39240506 13.60759494] ; [24.60759494 29.39240506],0
d1,1,0.010012,6.632738,[58 44] ; [186  76],[68.37362637 33.62637363] ; [175.62637363  86.37362637],0
a3,1,0.013411,6.114043,[73 29] ; [217  44],[81.48760331 20.51239669] ; [208.51239669  52.48760331],0
s4,1,0.019258,5.477942,[12 90] ; [ 59 202],[19.95041322 82.04958678] ; [ 51.04958678 209.95041322],0
n5,1,0.045881,3.985968,[75 26] ; [217  43],[81.69529086 19.30470914] ; [210.30470914  49.69529086],0
n6,1,0.046023,3.980769,[85 17] ; [235  24],[90.41551247 11.58448753] ; [229.58448753  29.41551247],0
u4,1,0.047344,3.933138,[  1 101] ; [ 15 247],[ 4.48351648 97.51648352] ; [ 11.51648352 250.48351648],0
v1,1,0.051639,3.787416,[55 44] ; [168  84],[62.8974359 36.1025641] ; [160.1025641  91.8974359],0
a2,1,0.066366,3.370681,[21 81] ; [ 79 183],[28.02197802 73.97802198] ; [ 71.97802198 190.02197802],0
u3,1,0.06747,3.343515,[16 13] ; [34 11],[19.59459459  9.40540541] ; [30.40540541 14.59459459],0
d5,1,0.070917,3.261671,[81 21] ; [227  34],[86.54545455 15.45454545] ; [221.45454545  39.54545455],0
d4,1,0.072486,3.225818,[82 20] ; [229  32],[87.38842975 14.61157025] ; [223.61157025  37.38842975],0
n3,1,0.073282,3.207923,[14 11] ; [41 13],[17.40506329  7.59493671] ; [37.59493671 16.40506329],0
u1,1,0.08171,3.03056,[17 85] ; [ 66 196],[23.25824176 78.74175824] ; [ 59.74175824 202.25824176],0
p4,1,0.09332,2.816151,[63 39] ; [185  76],[69.68595041 32.31404959] ; [178.31404959  82.68595041],0
p11,1,0.09526,2.783165,[90 12] ; [212  50],[84.62637363 17.37362637] ; [217.37362637  44.62637363],0
n2,1,0.101111,2.687932,[15 10] ; [42 12],[18.03797468  6.96202532] ; [38.96202532 15.03797468],0
b5,1,0.128983,2.304701,[55 47] ; [164  98],[61.36813187 40.63186813] ; [157.63186813 104.36813187],0
p6,1,0.13588,2.22401,[42 58] ; [132 128],[48.33333333 51.66666667] ; [125.66666667 134.33333333],0
a4,1,0.150468,2.067504,[44 58] ; [135 127],[50.15934066 51.84065934] ; [128.84065934 133.15934066],0
p12,1,0.20668,1.594527,[ 9 92] ; [ 36 225],[12.55524862 88.44475138] ; [ 32.44475138 228.55524862],0
a5,1,0.275167,1.190805,[79 23] ; [216  46],[82.66483516 19.33516484] ; [212.33516484  49.66483516],0
v2,1,0.281684,1.158947,[56 43] ; [157  93],[60.42120344 38.57879656] ; [152.57879656  97.42120344],0
d2,1,0.312151,1.021554,[54 48] ; [154 108],[58.28571429 43.71428571] ; [149.71428571 112.28571429],0
r1,1,0.343279,0.898147,[88 13] ; [216  44],[85.05263158 15.94736842] ; [218.94736842  41.05263158],0
r4,1,0.357375,0.847098,[93  9] ; [246  16],[94.99450549  7.00549451] ; [244.00549451  17.99450549],0
b4,1,0.367163,0.813244,[61 41] ; [143 119],[57.16483516 44.83516484] ; [146.83516484 115.16483516],0
u2,1,0.392464,0.731293,[20  9] ; [26 18],[18.2739726 10.7260274] ; [27.7260274 16.2739726],0
r3,1,0.393384,0.728456,[97  5] ; [254   8],[98.35714286  3.64285714] ; [252.64285714   9.35714286],0
p10,1,0.409936,0.678986,[91 10] ; [242  19],[92.90883978  8.09116022] ; [240.09116022  20.90883978],0
p1,1,0.453561,0.561737,[ 9 93] ; [ 30 230],[10.98895028 91.01104972] ; [ 28.01104972 231.98895028],0
p5,1,0.479981,0.498906,[19 83] ; [ 40 217],[16.7632312 85.2367688] ; [ 42.2367688 214.7632312],0
a1,1,0.48718,0.482749,[ 4 98] ; [ 15 247],[ 5.32417582 96.67582418] ; [ 13.67582418 248.32417582],0
