Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000292,13.121517,[ 24 119] ; [13 14],[ 31.12352941 111.87647059] ; [ 5.87647059 21.12352941],1
s6,1,0.000912,10.998519,[56 86] ; [20  7],[63.85798817 78.14201183] ; [12.14201183 14.85798817],1
p4,1,0.002603,9.066578,[46 96] ; [17 10],[52.93491124 89.06508876] ; [10.06508876 16.93491124],0
a3,1,0.009537,6.719435,[72 70] ; [21  6],[78.14201183 63.85798817] ; [14.85798817 12.14201183],0
d5,1,0.013356,6.121314,[92 50] ; [24  3],[97.46745562 44.53254438] ; [18.53254438  8.46745562],0
d2,1,0.014508,5.975293,[ 40 103] ; [14 13],[45.42352941 97.57647059] ; [ 8.57647059 18.42352941],0
v1,1,0.019544,5.452187,[47 93] ; [15 11],[52.28915663 87.71084337] ; [ 9.71084337 16.28915663],0
a2,1,0.02099,5.327635,[ 11 132] ; [ 6 21],[ 14.3 128.7] ; [ 2.7 24.3],0
v4,1,0.021303,5.301812,[127  14] ; [20  7],[123.375  17.625] ; [23.625  3.375],0
p3,1,0.022311,5.221334,[ 33 109] ; [12 15],[ 37.81065089 104.18934911] ; [ 7.18934911 19.81065089],0
s3,1,0.028363,4.805843,[47 94] ; [15 12],[52.03571429 88.96428571] ; [ 9.96428571 17.03571429],0
b5,1,0.037376,4.333185,[89 54] ; [11 16],[84.11764706 58.88235294] ; [15.88235294 11.11764706],0
s5,1,0.056849,3.627012,[ 27 115] ; [ 9 16],[ 30.61077844 111.38922156] ; [ 5.38922156 19.61077844],0
s2,1,0.064981,3.40547,[ 38 104] ; [12 15],[42.01183432 99.98816568] ; [ 7.98816568 19.01183432],0
p6,1,0.083513,2.995166,[ 24 116] ; [ 8 17],[ 27.15151515 112.84848485] ; [ 4.84848485 20.15151515],0
v3,1,0.088287,2.905341,[ 28 109] ; [ 9 16],[ 31.29012346 105.70987654] ; [ 5.70987654 19.29012346],0
n1,1,0.095168,2.78471,[11 46] ; [5 7],[13.2173913 43.7826087] ; [2.7826087 9.2173913],0
a4,1,0.097192,2.751029,[ 36 107] ; [11 16],[ 39.53529412 103.46470588] ; [ 7.46470588 19.53529412],0
p7,1,0.105484,2.620607,[65 75] ; [16  9],[68.72727273 71.27272727] ; [12.27272727 12.72727273],0
u3,1,0.141405,2.162607,[36 33] ; [5 1],[37.72 31.28] ; [3.28 2.72],0
p10,1,0.193175,1.693235,[84 57] ; [19  7],[86.96407186 54.03592814] ; [16.03592814  9.96407186],0
d1,1,0.193769,1.688728,[55 88] ; [14 13],[58.04117647 84.95882353] ; [10.95882353 16.04117647],0
v2,1,0.19483,1.680712,[61 78] ; [15 11],[64.02424242 74.97575758] ; [11.97575758 14.02424242],0
