Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,113.000576,[300 129] ; [ 61 168],[235.36322188 193.63677812] ; [125.63677812 103.36322188],1
p6,1,0.0,67.984996,[222 209] ; [ 42 186],[172.6616085 258.3383915] ; [ 91.3383915 136.6616085],1
p2,1,0.0,41.614096,[398  36] ; [168  62],[369.94578313  64.05421687] ; [196.05421687  33.94578313],1
p3,1,0.0,39.220878,[273 160] ; [ 86 143],[234.8141994 198.1858006] ; [124.1858006 104.8141994],1
p4,1,0.0,33.112549,[309 123] ; [112 117],[275.14674735 156.85325265] ; [145.85325265  83.14674735],1
p10,1,3e-06,21.522468,[378  53] ; [168  61],[356.55454545  74.44545455] ; [189.44545455  39.55454545],1
s5,1,8.5e-05,15.436645,[169 256] ; [ 51 161],[146.78178964 278.21821036] ; [ 73.21821036 138.78178964],1
p9,1,0.000419,12.446153,[384  47] ; [180  48],[368.86798179  62.13201821] ; [195.13201821  32.86798179],1
v1,1,0.002054,9.50048,[258 169] ; [105 115],[239.56877898 187.43122102] ; [123.43122102  96.56877898],0
p5,1,0.002068,9.487835,[ 69 364] ; [ 17 211],[ 56.33585477 376.66414523] ; [ 29.66414523 198.33585477],0
d5,1,0.002135,9.42999,[370  62] ; [175  55],[355.64954683  76.35045317] ; [189.35045317  40.64954683],0
r4,1,0.002193,9.380539,[415  20] ; [205  25],[405.56390977  29.43609023] ; [214.43609023  15.56390977],0
v2,1,0.002685,9.0101,[259 164] ; [107 112],[241.14953271 181.85046729] ; [124.85046729  94.14953271],0
p11,1,0.002788,8.941277,[370  65] ; [174  56],[355.84962406  79.15037594] ; [188.15037594  41.84962406],0
r3,1,0.002918,8.858299,[423  11] ; [212  17],[415.67119155  18.32880845] ; [219.32880845   9.67119155],0
s7,1,0.005947,7.566408,[238 177] ; [100 118],[221.59557662 193.40442338] ; [116.40442338 101.59557662],0
s8,1,0.007031,7.265055,[220 212] ; [ 91 137],[203.56363636 228.43636364] ; [107.43636364 120.56363636],0
b5,1,0.00914,6.795167,[246 189] ; [154  76],[261.65413534 173.34586466] ; [138.34586466  91.65413534],0
r1,1,0.02381,5.108426,[369  64] ; [180  50],[358.54751131  74.45248869] ; [190.45248869  39.54751131],0
v3,1,0.031373,4.63241,[196 228] ; [ 81 136],[183.22620905 240.77379095] ; [ 93.77379095 123.22620905],0
a8,1,0.043995,4.056755,[ 70 323] ; [ 24 184],[ 61.46755408 331.53244592] ; [ 32.53244592 175.46755408],0
d3,1,0.047099,3.941858,[311 122] ; [148  82],[299.76923077 133.23076923] ; [159.23076923  70.76923077],0
d1,1,0.048988,3.87578,[278 157] ; [129 101],[266.23308271 168.76691729] ; [140.76691729  89.23308271],0
s6,1,0.052453,3.761269,[303 123] ; [144  82],[292.05828221 133.94171779] ; [154.94171779  71.05828221],0
s3,1,0.072013,3.236538,[257 173] ; [118 107],[246.18320611 183.81679389] ; [128.81679389  96.18320611],0
