Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.704284,[52  9] ; [1 9],[45.53521127 15.46478873] ; [7.46478873 2.53521127],1
r1,1,0.000863,11.101128,[45 16] ; [2 8],[40.38028169 20.61971831] ; [6.61971831 3.38028169],1
v4,1,0.001159,10.555222,[52  9] ; [4 6],[48.11267606 12.88732394] ; [7.88732394 2.11267606],0
r3,1,0.005081,7.850508,[56  5] ; [6 4],[53.26760563  7.73239437] ; [8.73239437 1.26760563],0
n6,1,0.036149,4.390065,[34 27] ; [2 8],[30.92957746 30.07042254] ; [5.07042254 4.92957746],0
p11,1,0.124298,2.362314,[28 33] ; [2 8],[25.77464789 35.22535211] ; [4.22535211 5.77464789],0
s6,1,0.141301,2.163738,[32 26] ; [3 7],[29.85294118 28.14705882] ; [5.14705882 4.85294118],0
u3,1,0.141442,2.162206,[16  9] ; [1 3],[14.65517241 10.34482759] ; [2.34482759 1.65517241],0
s7,1,0.168626,1.895117,[19 37] ; [1 8],[17.23076923 38.76923077] ; [2.76923077 6.23076923],0
s5,1,0.196704,1.666676,[16 38] ; [1 9],[14.34375 39.65625] ; [2.65625 7.34375],0
v2,1,0.204276,1.611536,[30 28] ; [3 7],[28.14705882 29.85294118] ; [4.85294118 5.14705882],0
b1,1,0.220314,1.502327,[24 37] ; [6 4],[25.77464789 35.22535211] ; [4.22535211 5.77464789],0
p9,1,0.241907,1.369444,[29 29] ; [3 7],[27.29411765 30.70588235] ; [4.70588235 5.29411765],0
p8,1,0.264957,1.242671,[16 45] ; [1 9],[14.6056338 46.3943662] ; [2.3943662 7.6056338],0
a7,1,0.301448,1.067779,[32 29] ; [7 3],[33.50704225 27.49295775] ; [5.49295775 4.50704225],0
p10,1,0.304763,1.053237,[28 31] ; [3 7],[26.50724638 32.49275362] ; [4.49275362 5.50724638],0
d5,1,0.307602,1.040944,[46 15] ; [6 4],[44.67605634 16.32394366] ; [7.32394366 2.67605634],0
p3,1,0.323463,0.974893,[16 45] ; [1 8],[14.81428571 46.18571429] ; [2.18571429 6.81428571],0
a1,1,0.327413,0.959105,[ 2 59] ; [1 9],[ 2.57746479 58.42253521] ; [0.42253521 9.57746479],0
s8,1,0.341431,0.905051,[14 46] ; [1 9],[12.85714286 47.14285714] ; [2.14285714 7.85714286],0
a2,1,0.346093,0.887731,[ 6 55] ; [2 8],[ 6.87323944 54.12676056] ; [1.12676056 8.87323944],0
b4,1,0.347332,0.883182,[33 28] ; [7 3],[34.36619718 26.63380282] ; [5.63380282 4.36619718],0
u2,1,0.390447,0.737548,[13 12] ; [3 1],[13.79310345 11.20689655] ; [2.20689655 1.79310345],0
s2,1,0.428098,0.627979,[26 34] ; [3 7],[24.85714286 35.14285714] ; [4.14285714 5.85714286],0
d2,1,0.45162,0.566582,[26 35] ; [3 7],[24.91549296 36.08450704] ; [4.08450704 5.91549296],0
v3,1,0.505209,0.443977,[17 39] ; [2 8],[16.12121212 39.87878788] ; [2.87878788 7.12121212],0
p1,1,0.518254,0.417366,[ 3 58] ; [1 9],[ 3.43661972 57.56338028] ; [0.56338028 9.43661972],0
b5,1,0.57262,0.318318,[37 24] ; [7 3],[37.8028169 23.1971831] ; [6.1971831 3.8028169],0
d1,1,0.590124,0.290151,[30 31] ; [4 6],[29.21126761 31.78873239] ; [4.78873239 5.21126761],0
p7,1,0.602376,0.271428,[17 44] ; [2 8],[16.32394366 44.67605634] ; [2.67605634 7.32394366],0
b2,1,0.7277,0.121234,[11 20] ; [2 5],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
b3,1,0.7277,0.121234,[11 20] ; [2 5],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
d3,1,0.728093,0.12087,[33 28] ; [6 4],[33.50704225 27.49295775] ; [5.49295775 4.50704225],0
s3,1,0.729472,0.119597,[24 37] ; [3 6],[23.52857143 37.47142857] ; [3.47142857 5.52857143],0
v1,1,0.732311,0.117001,[21 40] ; [4 6],[21.47887324 39.52112676] ; [3.52112676 6.47887324],0
a6,1,0.735358,0.114248,[27 34] ; [5 5],[27.49295775 33.50704225] ; [4.50704225 5.49295775],0
n3,1,0.763441,0.09058,[14  9] ; [1 1],[13.8  9.2] ; [1.2 0.8],0
a5,1,0.809668,0.058011,[33 28] ; [5 5],[32.64788732 28.35211268] ; [5.35211268 4.64788732],0
n4,1,0.86143,0.030469,[20 41] ; [3 7],[19.76056338 41.23943662] ; [3.23943662 6.76056338],0
a4,1,0.889786,0.019203,[23 38] ; [4 6],[23.1971831 37.8028169] ; [3.8028169 6.1971831],0
p4,1,0.942016,0.005291,[19 42] ; [3 7],[18.90140845 42.09859155] ; [3.09859155 6.90140845],0
a3,1,0.953228,0.00344,[36 25] ; [6 4],[36.08450704 24.91549296] ; [5.91549296 4.08450704],0
s1,1,0.98714,0.00026,[ 6 55] ; [1 9],[ 6.01408451 54.98591549] ; [0.98591549 9.01408451],0
