Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.003936,8.313158,[ 2 10] ; [18  9],[6.15384615 5.84615385] ; [13.84615385 13.15384615],0
p2,1,0.007592,7.127193,[ 2 10] ; [17 10],[5.84615385 6.15384615] ; [13.15384615 13.84615385],0
n5,1,0.015792,5.825926,[4 8] ; [20  7],[7.38461538 4.61538462] ; [16.61538462 10.38461538],0
p4,1,0.042986,4.095936,[ 1 11] ; [11 16],[3.69230769 8.30769231] ; [ 8.30769231 18.69230769],0
a2,1,0.04305,4.093452,[3 9] ; [ 1 26],[ 1.23076923 10.76923077] ; [ 2.76923077 24.23076923],0
n4,1,0.052681,3.754011,[4 8] ; [18  9],[6.76923077 5.23076923] ; [15.23076923 11.76923077],0
r3,1,0.062066,3.481303,[5 7] ; [19  7],[7.57894737 4.42105263] ; [16.42105263  9.57894737],0
p9,1,0.07044,3.272727,[3 8] ; [15 10],[5.5 5.5] ; [12.5 12.5],0
v4,1,0.134909,2.235088,[4 8] ; [16 11],[6.15384615 5.84615385] ; [13.84615385 13.15384615],0
s6,1,0.141032,2.166667,[ 2 10] ; [11 16],[4. 8.] ; [ 9. 18.],0
n3,1,0.201352,1.63254,[2 5] ; [6 4],[3.29411765 3.70588235] ; [4.70588235 5.29411765],0
p10,1,0.202152,1.626759,[3 8] ; [13 13],[4.75675676 6.24324324] ; [11.24324324 14.75675676],0
s8,1,0.209201,1.576949,[ 1 11] ; [ 7 20],[2.46153846 9.53846154] ; [ 5.53846154 21.46153846],0
b4,1,0.212968,1.551136,[7 5] ; [21  6],[8.61538462 3.38461538] ; [19.38461538  7.61538462],0
b5,1,0.215766,1.532308,[5 7] ; [17 10],[6.76923077 5.23076923] ; [15.23076923 11.76923077],0
n2,1,0.263085,1.252449,[3 4] ; [7 3],[4.11764706 2.88235294] ; [5.88235294 4.11764706],0
a7,1,0.284307,1.146384,[8 4] ; [13 14],[6.46153846 5.53846154] ; [14.53846154 12.46153846],0
v1,1,0.310827,1.02716,[4 8] ; [ 5 22],[2.76923077 9.23076923] ; [ 6.23076923 20.76923077],0
a4,1,0.310827,1.02716,[4 8] ; [ 5 22],[2.76923077 9.23076923] ; [ 6.23076923 20.76923077],0
a5,1,0.323436,0.975,[6 6] ; [ 9 18],[4.61538462 7.38461538] ; [10.38461538 16.61538462],0
u3,1,0.431923,0.617647,[2 5] ; [ 2 12],[1.33333333 5.66666667] ; [ 2.66666667 11.33333333],0
s3,1,0.444379,0.58495,[ 1 10] ; [ 5 21],[1.78378378 9.21621622] ; [ 4.21621622 21.78378378],0
a8,1,0.495521,0.464516,[ 1 11] ; [ 4 20],[ 1.66666667 10.33333333] ; [ 3.33333333 20.66666667],0
s1,1,0.545198,0.365991,[ 1 11] ; [ 1 26],[ 0.61538462 11.38461538] ; [ 1.38461538 25.61538462],0
a1,1,0.545198,0.365991,[ 1 11] ; [ 1 26],[ 0.61538462 11.38461538] ; [ 1.38461538 25.61538462],0
b1,1,0.556982,0.344956,[7 5] ; [13 14],[6.15384615 5.84615385] ; [13.84615385 13.15384615],0
d3,1,0.556982,0.344956,[5 7] ; [14 13],[5.84615385 6.15384615] ; [13.15384615 13.84615385],0
s5,1,0.5763,0.312255,[ 1 11] ; [ 4 23],[ 1.53846154 10.46153846] ; [ 3.46153846 23.53846154],0
p1,1,0.5763,0.312255,[ 1 11] ; [ 4 23],[ 1.53846154 10.46153846] ; [ 3.46153846 23.53846154],0
a6,1,0.590438,0.289661,[6 6] ; [11 16],[5.23076923 6.76923077] ; [11.76923077 15.23076923],0
b2,1,0.665362,0.187075,[3 4] ; [ 5 10],[2.54545455 4.45454545] ; [5.45454545 9.54545455],0
b3,1,0.665362,0.187075,[3 4] ; [ 5 10],[2.54545455 4.45454545] ; [5.45454545 9.54545455],0
n1,1,0.681777,0.168132,[2 5] ; [2 8],[1.64705882 5.35294118] ; [2.35294118 7.64705882],0
s4,1,0.791857,0.069643,[ 1 11] ; [ 3 24],[ 1.23076923 10.76923077] ; [ 2.76923077 24.23076923],0
d2,1,0.817085,0.053498,[4 8] ; [ 8 19],[3.69230769 8.30769231] ; [ 8.30769231 18.69230769],0
d1,1,0.823894,0.049524,[4 8] ; [10 17],[4.30769231 7.69230769] ; [ 9.69230769 17.30769231],0
s7,1,0.85554,0.033144,[2 9] ; [ 5 19],[2.2 8.8] ; [ 4.8 19.2],0
v2,1,0.858273,0.031888,[4 7] ; [ 9 18],[3.76315789 7.23684211] ; [ 9.23684211 17.76315789],0
d5,1,0.871731,0.02607,[7 5] ; [15 12],[6.76923077 5.23076923] ; [15.23076923 11.76923077],0
a3,1,0.88012,0.022746,[5 6] ; [13 14],[5.21052632 5.78947368] ; [12.78947368 14.21052632],0
v3,1,0.882392,0.021886,[ 2 10] ; [ 4 23],[ 1.84615385 10.15384615] ; [ 4.15384615 22.84615385],0
r1,1,0.951264,0.003736,[3 9] ; [ 7 20],[3.07692308 8.92307692] ; [ 6.92307692 20.07692308],0
d4,1,1.0,0.0,[8 4] ; [18  9],[8. 4.] ; [18.  9.],0
u2,1,1.0,0.0,[3 4] ; [6 8],[3. 4.] ; [6. 8.],0
