Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,62.796755,[87 10] ; [16 42],[64.45806452 32.54193548] ; [38.54193548 19.45806452],1
r2,1,0.0,31.075566,[91  6] ; [31 24],[77.85526316 19.14473684] ; [44.14473684 10.85526316],1
r3,1,6e-06,20.443771,[88  9] ; [35 23],[76.97419355 20.02580645] ; [46.02580645 11.97419355],1
a7,1,4.8e-05,16.506855,[69 28] ; [22 36],[56.9483871 40.0516129] ; [34.0516129 23.9483871],1
d4,1,0.00162,9.936944,[76 20] ; [32 26],[67.32467532 28.67532468] ; [40.67532468 17.32467532],0
d5,1,0.012139,6.290484,[71 26] ; [31 27],[63.83225806 33.16774194] ; [38.16774194 19.83225806],0
p11,1,0.013516,6.100282,[55 42] ; [21 37],[47.56129032 49.43870968] ; [28.43870968 29.56129032],0
v4,1,0.014765,5.944326,[82 14] ; [40 18],[76.05194805 19.94805195] ; [45.94805195 12.05194805],0
a5,1,0.016475,5.751416,[61 36] ; [25 33],[53.81935484 43.18064516] ; [32.18064516 25.81935484],0
u3,1,0.021986,5.246884,[22 17] ; [ 9 22],[17.27142857 21.72857143] ; [13.72857143 17.27142857],0
d1,1,0.031096,4.647665,[49 48] ; [19 39],[42.55483871 54.44516129] ; [25.44516129 32.55483871],0
s6,1,0.034413,4.47405,[46 49] ; [18 40],[39.73856209 55.26143791] ; [24.26143791 33.73856209],0
a2,1,0.067781,3.335952,[19 78] ; [ 5 53],[15.01935484 81.98064516] ; [ 8.98064516 49.01935484],0
p2,1,0.078753,3.090459,[64 33] ; [30 28],[58.82580645 38.17419355] ; [35.17419355 22.82580645],0
b4,1,0.083586,2.99375,[59 38] ; [27 31],[53.81935484 43.18064516] ; [32.18064516 25.81935484],0
u1,1,0.084536,2.975471,[16 81] ; [ 4 54],[12.51612903 84.48387097] ; [ 7.48387097 50.51612903],0
d3,1,0.092306,2.833698,[57 40] ; [26 32],[51.94193548 45.05806452] ; [31.05806452 26.94193548],0
a3,1,0.099948,2.706374,[58 37] ; [27 30],[53.125 41.875] ; [31.875 25.125],0
s8,1,0.157306,1.999935,[20 75] ; [ 7 51],[16.76470588 78.23529412] ; [10.23529412 47.76470588],0
v1,1,0.162767,1.94833,[31 66] ; [12 44],[27.26143791 69.73856209] ; [15.73856209 40.26143791],0
n4,1,0.163846,1.938368,[59 37] ; [29 29],[54.85714286 41.14285714] ; [33.14285714 24.85714286],0
a4,1,0.171496,1.869821,[41 55] ; [18 39],[37.01960784 58.98039216] ; [21.98039216 35.01960784],0
n1,1,0.223271,1.483225,[19 24] ; [ 8 19],[16.58571429 26.41428571] ; [10.41428571 16.58571429],0
a1,1,0.223305,1.483005,[ 5 92] ; [ 6 52],[ 6.88387097 90.11612903] ; [ 4.11612903 53.88387097],0
s7,1,0.23268,1.424405,[27 65] ; [11 43],[23.94520548 68.05479452] ; [14.05479452 39.94520548],0
a6,1,0.252861,1.307427,[56 41] ; [28 30],[52.56774194 44.43225806] ; [31.43225806 26.56774194],0
s4,1,0.255514,1.292899,[13 82] ; [12 46],[15.52287582 79.47712418] ; [ 9.47712418 48.52287582],0
b3,1,0.278463,1.174576,[24 35] ; [12 28],[21.45454545 37.54545455] ; [14.54545455 25.45454545],0
b2,1,0.278463,1.174576,[24 35] ; [12 28],[21.45454545 37.54545455] ; [14.54545455 25.45454545],0
s2,1,0.281002,1.162236,[31 65] ; [14 44],[28.05194805 67.94805195] ; [16.94805195 41.05194805],0
b1,1,0.290039,1.119439,[45 52] ; [32 26],[48.18709677 48.81290323] ; [28.81290323 29.18709677],0
s3,1,0.291334,1.113445,[42 54] ; [20 37],[38.90196078 57.09803922] ; [23.09803922 33.90196078],0
v2,1,0.293923,1.101563,[34 61] ; [16 42],[31.04575163 63.95424837] ; [18.95424837 39.04575163],0
p6,1,0.302492,1.063175,[26 70] ; [11 45],[23.36842105 72.63157895] ; [13.63157895 42.36842105],0
n3,1,0.409005,0.681691,[26 16] ; [14 13],[24.34782609 17.65217391] ; [15.65217391 11.34782609],0
n2,1,0.409005,0.681691,[26 16] ; [14 13],[24.34782609 17.65217391] ; [15.65217391 11.34782609],0
p1,1,0.450421,0.569593,[ 8 87] ; [ 3 55],[ 6.83006536 88.16993464] ; [ 4.16993464 53.83006536],0
a8,1,0.476882,0.505985,[11 75] ; [ 5 51],[ 9.69014085 76.30985915] ; [ 6.30985915 49.69014085],0
p8,1,0.537139,0.380868,[28 68] ; [14 43],[26.35294118 69.64705882] ; [15.64705882 41.35294118],0
p4,1,0.565159,0.33085,[34 63] ; [23 35],[35.67096774 61.32903226] ; [21.32903226 36.67096774],0
u2,1,0.575082,0.314253,[16 22] ; [11 20],[14.86956522 23.13043478] ; [12.13043478 18.86956522],0
p12,1,0.605855,0.266255,[ 2 94] ; [ 2 56],[ 2.49350649 93.50649351] ; [ 1.50649351 56.49350649],0
p9,1,0.648729,0.207506,[34 61] ; [18 38],[32.71523179 62.28476821] ; [19.28476821 36.71523179],0
n6,1,0.726133,0.122692,[60 36] ; [34 23],[58.98039216 37.01960784] ; [35.01960784 21.98039216],0
s5,1,0.752659,0.09931,[17 77] ; [ 9 47],[16.29333333 77.70666667] ; [ 9.70666667 46.29333333],0
p3,1,0.782481,0.076224,[31 66] ; [17 40],[30.23376623 66.76623377] ; [17.76623377 39.23376623],0
p7,1,0.815066,0.054707,[42 55] ; [24 34],[41.30322581 55.69677419] ; [24.69677419 33.30322581],0
b5,1,0.817341,0.053345,[62 35] ; [36 22],[61.32903226 35.67096774] ; [36.67096774 21.32903226],0
d2,1,0.828051,0.047177,[46 51] ; [26 31],[45.35064935 51.64935065] ; [26.64935065 30.35064935],0
p5,1,0.848981,0.036259,[ 4 93] ; [ 2 55],[ 3.77922078 93.22077922] ; [ 2.22077922 54.77922078],0
s1,1,0.926499,0.00851,[ 7 89] ; [ 4 54],[ 6.85714286 89.14285714] ; [ 4.14285714 53.85714286],0
n5,1,0.996535,1.9e-05,[53 43] ; [32 26],[52.98701299 43.01298701] ; [32.01298701 25.98701299],0
