Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.854882,[21 10] ; [ 9 42],[11.34146341 19.65853659] ; [18.65853659 32.34146341],1
p2,1,0.001534,10.037706,[25  6] ; [23 28],[18.14634146 12.85365854] ; [29.85365854 21.14634146],0
p11,1,0.00307,8.765338,[22  9] ; [19 32],[15.5 15.5] ; [25.5 25.5],0
p10,1,0.003488,8.53257,[14 17] ; [ 8 43],[ 8.31707317 22.68292683] ; [13.68292683 37.31707317],0
r4,1,0.003888,8.335581,[28  3] ; [31 20],[22.30487805  8.69512195] ; [36.69512195 14.30487805],0
a4,1,0.016284,5.771903,[12 19] ; [33 17],[17.22222222 13.77777778] ; [27.77777778 22.22222222],0
r3,1,0.032199,4.587851,[30  1] ; [40 10],[26.79012346  4.20987654] ; [43.20987654  6.79012346],0
v4,1,0.035199,4.435508,[28  2] ; [38 13],[24.44444444  5.55555556] ; [41.55555556  9.44444444],0
p3,1,0.038211,4.295612,[13 18] ; [10 39],[ 8.9125 22.0875] ; [14.0875 34.9125],0
u2,1,0.046358,3.968521,[8 2] ; [5 8],[5.65217391 4.34782609] ; [7.34782609 5.65217391],0
b2,1,0.053173,3.738462,[ 2 16] ; [13 23],[ 5. 13.] ; [10. 26.],0
b3,1,0.053173,3.738462,[ 2 16] ; [13 23],[ 5. 13.] ; [10. 26.],0
p6,1,0.05546,3.668202,[ 8 22] ; [ 5 44],[ 4.93670886 25.06329114] ; [ 8.06329114 40.93670886],0
a2,1,0.060918,3.512205,[ 6 25] ; [20 31],[ 9.82926829 21.17073171] ; [16.17073171 34.82926829],0
s8,1,0.076122,3.145807,[11 20] ; [ 9 41],[ 7.65432099 23.34567901] ; [12.34567901 37.65432099],0
r2,1,0.114166,2.495591,[30  1] ; [43  7],[27.9382716  3.0617284] ; [45.0617284  4.9382716],0
s2,1,0.129619,2.297058,[14 17] ; [14 35],[10.85 20.15] ; [17.15 31.85],0
b1,1,0.13675,2.214154,[21 10] ; [26 25],[17.76829268 13.23170732] ; [29.23170732 21.76829268],0
n4,1,0.158069,1.992602,[23  8] ; [30 21],[20.03658537 10.96341463] ; [32.96341463 18.03658537],0
s6,1,0.159596,1.978054,[18 13] ; [21 29],[14.92592593 16.07407407] ; [24.07407407 25.92592593],0
r1,1,0.174414,1.844586,[26  5] ; [36 15],[23.43902439  7.56097561] ; [38.56097561 12.43902439],0
p4,1,0.20244,1.62468,[16 15] ; [19 32],[13.23170732 17.76829268] ; [21.76829268 29.23170732],0
s3,1,0.20244,1.62468,[16 15] ; [19 32],[13.23170732 17.76829268] ; [21.76829268 29.23170732],0
b5,1,0.304155,1.055889,[20 11] ; [27 24],[17.76829268 13.23170732] ; [29.23170732 21.76829268],0
n5,1,0.304155,1.055889,[20 11] ; [27 24],[17.76829268 13.23170732] ; [29.23170732 21.76829268],0
a3,1,0.334822,0.930158,[20 11] ; [38 13],[21.92682927  9.07317073] ; [36.07317073 14.92682927],0
u1,1,0.407768,0.685299,[ 6 25] ; [14 37],[ 7.56097561 23.43902439] ; [12.43902439 38.56097561],0
n2,1,0.411654,0.67402,[4 2] ; [13 14],[3.09090909 2.90909091] ; [13.90909091 13.09090909],0
a7,1,0.416692,0.659627,[21 10] ; [38 12],[22.58024691  8.41975309] ; [36.41975309 13.58024691],0
n1,1,0.421671,0.645652,[1 5] ; [ 9 18],[1.81818182 4.18181818] ; [ 8.18181818 18.81818182],0
p1,1,0.431722,0.618186,[ 2 29] ; [ 6 45],[ 3.02439024 27.97560976] ; [ 4.97560976 46.02439024],0
u3,1,0.562343,0.335664,[8 3] ; [8 5],[7.33333333 3.66666667] ; [8.66666667 4.33333333],0
v2,1,0.568325,0.325493,[15 14] ; [23 28],[13.775 15.225] ; [24.225 26.775],0
d3,1,0.573915,0.316176,[26  5] ; [45  6],[26.84146341  4.15853659] ; [44.15853659  6.84146341],0
s1,1,0.575408,0.313718,[ 1 30] ; [ 3 47],[ 1.5308642 29.4691358] ; [ 2.4691358 47.5308642],0
d5,1,0.606042,0.265979,[29  2] ; [49  2],[29.48780488  1.51219512] ; [48.51219512  2.48780488],0
v1,1,0.62147,0.243807,[12 19] ; [17 34],[10.96341463 20.03658537] ; [18.03658537 32.96341463],0
b4,1,0.646296,0.210602,[21 10] ; [32 19],[20.03658537 10.96341463] ; [32.96341463 18.03658537],0
s7,1,0.714381,0.13394,[10 19] ; [14 32],[ 9.28 19.72] ; [14.72 31.28],0
s4,1,0.719047,0.129407,[ 4 26] ; [ 8 41],[ 4.55696203 25.44303797] ; [ 7.44303797 41.55696203],0
d2,1,0.797418,0.06589,[26  5] ; [40  9],[25.575  5.425] ; [40.425  8.575],0
a1,1,0.814497,0.055051,[ 2 29] ; [ 4 47],[ 2.26829268 28.73170732] ; [ 3.73170732 47.26829268],0
a5,1,0.815896,0.054208,[23  8] ; [39 12],[23.43902439  7.56097561] ; [38.56097561 12.43902439],0
s5,1,0.816995,0.053551,[ 7 24] ; [10 39],[ 6.5875 24.4125] ; [10.4125 38.5875],0
n6,1,0.855162,0.03332,[20 10] ; [35 16],[20.37037037  9.62962963] ; [34.62962963 16.37037037],0
n3,1,0.876438,0.024176,[3 4] ; [12 14],[3.18181818 3.81818182] ; [11.81818182 14.18181818],0
a6,1,0.933408,0.006982,[21 10] ; [35 16],[21.17073171  9.82926829] ; [34.82926829 16.17073171],0
v3,1,0.942827,0.005143,[ 8 23] ; [13 36],[ 8.1375 22.8625] ; [12.8625 36.1375],0
