Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,31.170289,[11 91] ; [18 13],[22.2406015 79.7593985] ; [ 6.7593985 24.2406015],1
s6,1,0.0007,11.488753,[39 63] ; [22  8],[47.13636364 54.86363636] ; [13.86363636 16.13636364],1
r4,1,0.001307,10.332415,[61 42] ; [28  3],[68.41044776 34.58955224] ; [20.58955224 10.41044776],0
r3,1,0.001607,9.951169,[71 32] ; [30  1],[77.63432836 25.36567164] ; [23.36567164  7.63432836],0
p6,1,0.002819,8.920856,[ 5 96] ; [ 7 24],[ 9.18181818 91.81818182] ; [ 2.81818182 28.18181818],0
s2,1,0.005785,7.616188,[27 75] ; [16 14],[33.22727273 68.77272727] ; [ 9.77272727 20.22727273],0
v4,1,0.007383,7.177356,[72 31] ; [29  2],[77.63432836 25.36567164] ; [23.36567164  7.63432836],0
r1,1,0.018367,5.560761,[59 44] ; [25  6],[64.56716418 38.43283582] ; [19.43283582 11.56716418],0
n6,1,0.018932,5.507815,[63 40] ; [26  5],[68.41044776 34.58955224] ; [20.58955224 10.41044776],0
u1,1,0.019597,5.447461,[12 91] ; [ 9 22],[16.14179104 86.85820896] ; [ 4.85820896 26.14179104],0
s8,1,0.024779,5.03929,[25 78] ; [14 17],[29.97761194 73.02238806] ; [ 9.02238806 21.97761194],0
r2,1,0.034251,4.48211,[82 19] ; [30  1],[85.6969697 15.3030303] ; [26.3030303  4.6969697],0
p8,1,0.03717,4.342586,[ 9 94] ; [ 7 24],[12.29850746 90.70149254] ; [ 3.70149254 27.29850746],0
v2,1,0.053719,3.721425,[32 63] ; [16 14],[36.48 58.52] ; [11.52 18.48],0
p9,1,0.068284,3.323789,[47 49] ; [21 10],[51.4015748 44.5984252] ; [16.5984252 14.4015748],0
s3,1,0.104259,2.639152,[32 67] ; [15 16],[35.79230769 63.20769231] ; [11.20769231 19.79230769],0
p1,1,0.133768,2.248222,[13 90] ; [ 1 30],[10.76119403 92.23880597] ; [ 3.23880597 27.76119403],0
b1,1,0.142322,2.152673,[52 51] ; [11 20],[48.42537313 54.57462687] ; [14.57462687 16.42537313],0
