Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.004389,8.115466,[24  7] ; [14 19],[18.40625 12.59375] ; [19.59375 13.40625],0
s6,1,0.212075,1.557203,[12 19] ; [ 8 25],[ 9.6875 21.3125] ; [10.3125 22.6875],0
b3,1,0.257362,1.282895,[ 5 15] ; [ 8 11],[ 6.66666667 13.33333333] ; [ 6.33333333 12.66666667],0
b2,1,0.257362,1.282895,[ 5 15] ; [ 8 11],[ 6.66666667 13.33333333] ; [ 6.33333333 12.66666667],0
n4,1,0.292571,1.107751,[20 11] ; [17 16],[17.921875 13.078125] ; [19.078125 13.921875],0
n3,1,0.300115,1.073684,[9 6] ; [ 8 11],[7.5 7.5] ; [9.5 9.5],0
a5,1,0.313072,1.017673,[13 18] ; [18 15],[15.015625 15.984375] ; [15.984375 17.015625],0
d3,1,0.320633,0.986362,[17 14] ; [14 19],[15.015625 15.984375] ; [15.984375 17.015625],0
p6,1,0.422321,0.643846,[ 6 24] ; [ 4 28],[ 4.83870968 25.16129032] ; [ 5.16129032 26.83870968],0
s1,1,0.436769,0.604757,[ 2 29] ; [ 4 29],[ 2.90625 28.09375] ; [ 3.09375 29.90625],0
s5,1,0.567963,0.326102,[ 5 24] ; [ 4 29],[ 4.20967742 24.79032258] ; [ 4.79032258 28.20967742],0
a4,1,0.617772,0.249012,[10 20] ; [13 20],[10.95238095 19.04761905] ; [12.04761905 20.95238095],0
a3,1,0.622086,0.242947,[15 15] ; [18 14],[15.96774194 14.03225806] ; [17.03225806 14.96774194],0
b1,1,0.647967,0.208473,[18 13] ; [21 12],[18.890625 12.109375] ; [20.109375 12.890625],0
s4,1,0.656004,0.198414,[ 6 25] ; [ 5 28],[ 5.328125 25.671875] ; [ 5.671875 27.328125],0
v3,1,0.662019,0.19108,[ 7 24] ; [ 6 27],[ 6.296875 24.703125] ; [ 6.703125 26.296875],0
u3,1,0.739332,0.110714,[ 4 12] ; [ 3 12],[ 3.61290323 12.38709677] ; [ 3.38709677 11.61290323],0
d2,1,0.746759,0.104274,[12 17] ; [15 18],[12.62903226 16.37096774] ; [14.37096774 18.62903226],0
p9,1,0.764003,0.090137,[ 8 21] ; [ 8 25],[ 7.48387097 21.51612903] ; [ 8.51612903 24.48387097],0
d5,1,0.836093,0.042805,[18 13] ; [20 13],[18.40625 12.59375] ; [19.59375 13.40625],0
s3,1,0.858569,0.031754,[10 21] ; [11 21],[10.33333333 20.66666667] ; [10.66666667 21.33333333],0
a8,1,0.889987,0.019133,[ 2 26] ; [ 2 30],[ 1.86666667 26.13333333] ; [ 2.13333333 29.86666667],0
r2,1,0.892996,0.018094,[15 14] ; [16 16],[14.73770492 14.26229508] ; [16.26229508 15.73770492],0
v1,1,0.910241,0.012709,[ 8 20] ; [ 9 24],[ 7.80327869 20.19672131] ; [ 9.19672131 23.80327869],0
a2,1,0.924682,0.008937,[ 4 27] ; [ 4 29],[ 3.875 27.125] ; [ 4.125 28.875],0
p1,1,0.935881,0.006472,[ 3 28] ; [ 3 30],[ 2.90625 28.09375] ; [ 3.09375 29.90625],0
p8,1,0.956351,0.002996,[ 5 26] ; [ 5 27],[ 4.92063492 26.07936508] ; [ 5.07936508 26.92063492],0
p12,1,0.964168,0.002018,[ 1 30] ; [ 1 32],[ 0.96875 30.03125] ; [ 1.03125 31.96875],0
