Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.004389,8.115466,[24  7] ; [14 19],[18.40625 12.59375] ; [19.59375 13.40625],0
v4,1,0.005565,7.686183,[22  9] ; [12 21],[16.46875 14.53125] ; [17.53125 15.46875],0
r3,1,0.01783,5.612727,[18 12] ; [10 23],[13.33333333 16.66666667] ; [14.66666667 18.33333333],0
s2,1,0.027455,4.861976,[11 20] ; [ 4 29],[ 7.265625 23.734375] ; [ 7.734375 25.265625],0
p2,1,0.047001,3.945357,[17 14] ; [10 23],[13.078125 17.921875] ; [13.921875 19.078125],0
a7,1,0.049276,3.865909,[ 9 21] ; [18 15],[12.85714286 17.14285714] ; [14.14285714 18.85714286],0
a1,1,0.050117,3.837544,[ 2 29] ; [ 8 25],[ 4.84375 26.15625] ; [ 5.15625 27.84375],0
s7,1,0.051788,3.782609,[ 9 20] ; [ 3 26],[ 6. 23.] ; [ 6. 23.],0
b4,1,0.079971,3.065494,[19 12] ; [13 20],[15.5 15.5] ; [16.5 16.5],0
n2,1,0.097475,2.746371,[9 6] ; [ 6 13],[6.61764706 8.38235294] ; [ 8.38235294 10.61764706],0
p3,1,0.105003,2.627866,[ 9 22] ; [ 4 28],[ 6.3968254 24.6031746] ; [ 6.6031746 25.3968254],0
v2,1,0.110303,2.549881,[14 16] ; [ 9 24],[10.95238095 19.04761905] ; [12.04761905 20.95238095],0
p7,1,0.112176,2.523297,[ 5 26] ; [11 22],[ 7.75 23.25] ; [ 8.25 24.75],0
p4,1,0.117298,2.453037,[11 20] ; [ 6 27],[ 8.234375 22.765625] ; [ 8.765625 24.234375],0
u2,1,0.121335,2.4,[ 3 12] ; [7 8],[ 5. 10.] ; [ 5. 10.],0
d4,1,0.121879,2.393004,[22  8] ; [18 15],[19.04761905 10.95238095] ; [20.95238095 12.04761905],0
p11,1,0.125728,2.344468,[12 19] ; [ 7 26],[ 9.203125 21.796875] ; [ 9.796875 23.203125],0
n5,1,0.125788,2.34373,[20 11] ; [15 18],[16.953125 14.046875] ; [18.046875 14.953125],0
a6,1,0.135268,2.230979,[13 18] ; [20 13],[15.984375 15.015625] ; [17.015625 15.984375],0
d1,1,0.138364,2.196055,[15 16] ; [10 23],[12.109375 18.890625] ; [12.890625 20.109375],0
n1,1,0.171301,1.871521,[ 3 12] ; [ 8 11],[ 4.85294118 10.14705882] ; [ 6.14705882 12.85294118],0
r1,1,0.180976,1.789588,[ 5 26] ; [10 23],[ 7.265625 23.734375] ; [ 7.734375 25.265625],0
