Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2e-06,22.229305,[35 44] ; [32  3],[46.42982456 32.57017544] ; [20.57017544 14.42982456],1
p10,1,2.9e-05,17.46484,[33 43] ; [30  5],[43.13513514 32.86486486] ; [19.86486486 15.13513514],1
s6,1,3.5e-05,17.139808,[30 49] ; [28  7],[40.19298246 38.80701754] ; [17.80701754 17.19298246],1
p9,1,0.000299,13.07798,[41 36] ; [31  4],[49.5 27.5] ; [22.5 12.5],1
s5,1,0.000824,11.185947,[ 8 66] ; [13 21],[14.38888889 59.61111111] ; [ 6.61111111 27.38888889],1
s7,1,0.002155,9.41251,[16 54] ; [18 16],[22.88461538 47.11538462] ; [11.11538462 22.88461538],0
p5,1,0.004266,8.167098,[ 1 75] ; [ 5 29],[ 4.14545455 71.85454545] ; [ 1.85454545 32.14545455],0
p7,1,0.004653,8.009574,[31 46] ; [23 10],[37.8 39.2] ; [16.2 16.8],0
v4,1,0.007875,7.061753,[60 18] ; [34  1],[64.88495575 13.11504425] ; [29.11504425  5.88495575],0
s2,1,0.01044,6.558237,[24 55] ; [19 15],[30.0619469 48.9380531] ; [12.9380531 21.0619469],0
r4,1,0.011528,6.382066,[55 24] ; [32  3],[60.28947368 18.71052632] ; [26.71052632  8.28947368],0
s3,1,0.022609,5.198312,[34 45] ; [22 11],[39.5 39.5] ; [16.5 16.5],0
v1,1,0.023095,5.161326,[29 49] ; [20 13],[34.43243243 43.56756757] ; [14.56756757 18.43243243],0
p2,1,0.023407,5.138057,[44 32] ; [28  7],[49.2972973 26.7027027] ; [22.7027027 12.2972973],0
r3,1,0.03034,4.689936,[65 14] ; [34  1],[68.60526316 10.39473684] ; [30.39473684  4.60526316],0
n2,1,0.032654,4.563831,[16 12] ; [11  1],[18.9  9.1] ; [8.1 3.9],0
a4,1,0.072195,3.232405,[46 33] ; [14 21],[41.57894737 37.42105263] ; [18.42105263 16.57894737],0
p6,1,0.080643,3.051898,[ 9 64] ; [ 9 26],[12.16666667 60.83333333] ; [ 5.83333333 29.16666667],0
b2,1,0.085171,2.963347,[ 9 30] ; [12 16],[12.2238806 26.7761194] ; [ 8.7761194 19.2238806],0
b3,1,0.085171,2.963347,[ 9 30] ; [12 16],[12.2238806 26.7761194] ; [ 8.7761194 19.2238806],0
