Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.003879,8.339679,[5 1] ; [28 74],[1.83333333 4.16666667] ; [31.16666667 70.83333333],0
s8,1,0.003906,8.327067,[5 2] ; [23 80],[1.78181818 5.21818182] ; [26.21818182 76.78181818],0
b3,1,0.004062,8.255863,[6 1] ; [19 43],[2.53623188 4.46376812] ; [22.46376812 39.53623188],0
b2,1,0.004062,8.255863,[6 1] ; [19 43],[2.53623188 4.46376812] ; [22.46376812 39.53623188],0
u1,1,0.00727,7.205009,[3 4] ; [10 96],[0.80530973 6.19469027] ; [12.19469027 93.80530973],0
p5,1,0.010948,6.473717,[2 4] ; [ 6 99],[0.43243243 5.56756757] ; [ 7.56756757 97.43243243],0
s7,1,0.014447,5.982652,[5 2] ; [26 69],[2.12745098 4.87254902] ; [28.87254902 66.12745098],0
a2,1,0.016483,5.750558,[4 3] ; [20 86],[1.48672566 5.51327434] ; [22.51327434 83.48672566],0
d1,1,0.01957,5.449895,[6 1] ; [43 63],[3.03539823 3.96460177] ; [45.96460177 60.03539823],0
v2,1,0.020359,5.380829,[5 1] ; [37 66],[2.31192661 3.68807339] ; [39.68807339 63.31192661],0
d2,1,0.025466,4.991901,[6 1] ; [44 60],[3.15315315 3.84684685] ; [46.84684685 57.15315315],0
a8,1,0.038884,4.265948,[2 2] ; [13 87],[0.57692308 3.42307692] ; [14.42307692 85.57692308],0
p12,1,0.048113,3.906036,[1 6] ; [  2 104],[0.18584071 6.81415929] ; [  2.81415929 103.18584071],0
p8,1,0.075092,3.168047,[4 3] ; [27 77],[1.95495495 5.04504505] ; [29.04504505 74.95495495],0
p4,1,0.087608,2.917793,[5 2] ; [41 65],[2.84955752 4.15044248] ; [43.15044248 62.84955752],0
s3,1,0.09177,2.843039,[5 2] ; [41 64],[2.875 4.125] ; [43.125 61.875],0
p2,1,0.099374,2.715568,[6 1] ; [57 49],[3.90265487 3.09734513] ; [59.09734513 46.90265487],0
a1,1,0.111441,2.533662,[2 5] ; [10 96],[0.74336283 6.25663717] ; [11.25663717 94.74336283],0
a4,1,0.114653,2.488889,[5 2] ; [43 62],[3. 4.] ; [45. 60.],0
s2,1,0.161352,1.961514,[4 3] ; [33 72],[2.3125 4.6875] ; [34.6875 70.3125],0
p7,1,0.163702,1.939695,[5 2] ; [47 59],[3.22123894 3.77876106] ; [48.77876106 57.22123894],0
r1,1,0.181142,1.788232,[6 1] ; [64 42],[4.33628319 2.66371681] ; [65.66371681 40.33628319],0
n4,1,0.263386,1.250871,[6 1] ; [69 37],[4.6460177 2.3539823] ; [70.3539823 35.6460177],0
p6,1,0.274695,1.19315,[3 4] ; [25 78],[1.78181818 5.21818182] ; [26.21818182 76.78181818],0
a6,1,0.282744,1.153853,[5 2] ; [53 52],[3.625 3.375] ; [54.375 50.625],0
p3,1,0.307786,1.040154,[4 3] ; [40 66],[2.72566372 4.27433628] ; [41.27433628 64.72566372],0
d5,1,0.317269,1.000173,[6 1] ; [71 34],[4.8125 2.1875] ; [72.1875 32.8125],0
a7,1,0.33897,0.914323,[5 2] ; [56 50],[3.77876106 3.22123894] ; [57.22123894 48.77876106],0
b4,1,0.530092,0.394215,[5 2] ; [63 43],[4.21238938 2.78761062] ; [63.78761062 42.21238938],0
s5,1,0.577459,0.310361,[2 5] ; [20 81],[1.42592593 5.57407407] ; [20.57407407 80.42592593],0
b5,1,0.847183,0.037139,[5 2] ; [72 34],[4.7699115 2.2300885] ; [72.2300885 33.7699115],0
