Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,105.774519,[231 167] ; [ 57 240],[164.92661871 233.07338129] ; [123.07338129 173.92661871],1
v1,1,0.0,58.278601,[268 131] ; [113 184],[218.41810345 180.58189655] ; [162.58189655 134.41810345],1
d1,1,5.8e-05,16.173849,[262 146] ; [150 155],[235.75876578 172.24123422] ; [176.24123422 128.75876578],1
a5,1,7.1e-05,15.79223,[320  87] ; [199 106],[296.6755618 110.3244382] ; [222.3244382  82.6755618],1
r1,1,0.000163,14.220346,[346  61] ; [223  80],[326.17323944  80.82676056] ; [242.82676056  60.17323944],1
p3,1,0.00017,14.136649,[222 180] ; [124 179],[197.29361702 204.70638298] ; [148.70638298 154.29361702],1
a3,1,0.000408,12.496619,[309  97] ; [193 109],[287.8700565 118.1299435] ; [214.1299435  87.8700565],1
p7,1,0.000548,11.946065,[272 124] ; [166 131],[250.28571429 145.71428571] ; [187.71428571 109.28571429],1
r3,1,0.001054,10.730141,[395  12] ; [279  26],[385.27808989  21.72191011] ; [288.72191011  16.27808989],0
p11,1,0.001165,10.54571,[337  71] ; [221  84],[319.30434783  88.69565217] ; [238.69565217  66.30434783],0
s7,1,0.001212,10.471641,[202 185] ; [115 175],[181.20974889 205.79025111] ; [135.79025111 154.20974889],0
d5,1,0.001322,10.31213,[342  65] ; [225  78],[325.02676056  81.97323944] ; [241.97323944  61.02676056],0
p10,1,0.001728,9.818225,[334  68] ; [220  80],[317.24786325  84.75213675] ; [236.75213675  63.24786325],0
s8,1,0.002142,9.423448,[191 214] ; [108 195],[171.03813559 233.96186441] ; [127.96186441 175.03813559],0
a6,1,0.002885,8.878571,[292 113] ; [187 117],[273.61777151 131.38222849] ; [205.38222849  98.61777151],0
p8,1,0.003384,8.588,[227 171] ; [139 164],[207.80028531 190.19971469] ; [158.19971469 144.80028531],0
d4,1,0.003482,8.535899,[345  60] ; [232  71],[330.06355932  74.93644068] ; [246.93644068  56.06355932],0
d3,1,0.005751,7.626809,[288 118] ; [185 118],[270.85754584 135.14245416] ; [202.14245416 100.85754584],0
s2,1,0.007774,7.084734,[203 203] ; [121 182],[185.53455571 220.46544429] ; [138.46544429 164.53455571],0
p12,1,0.011024,6.461371,[ 41 362] ; [ 15 288],[ 31.96600567 371.03399433] ; [ 24.03399433 278.96600567],0
p9,1,0.012292,6.268261,[345  57] ; [235  64],[332.61055635  69.38944365] ; [247.38944365  51.61055635],0
u1,1,0.015667,5.83992,[ 80 328] ; [ 39 266],[ 68.09537167 339.90462833] ; [ 50.90462833 254.09537167],0
p4,1,0.019249,5.478763,[249 151] ; [162 141],[233.85490754 166.14509246] ; [177.14509246 125.85490754],0
p2,1,0.020228,5.39212,[347  57] ; [241  63],[335.52542373  68.47457627] ; [252.47457627  51.52542373],0
a7,1,0.021564,5.280624,[304 101] ; [205 100],[290.34507042 114.65492958] ; [218.65492958  86.34507042],0
b1,1,0.023055,5.164387,[145 263] ; [134 171],[159.65217391 248.34782609] ; [119.34782609 185.65217391],0
p6,1,0.023096,5.161233,[153 243] ; [ 92 211],[138.79828326 257.20171674] ; [106.20171674 196.79828326],0
r4,1,0.030511,4.680282,[378  30] ; [268  37],[369.66058906  38.33941094] ; [276.33941094  28.66058906],0
n5,1,0.036992,4.350769,[312  92] ; [213  90],[300. 104.] ; [225.  78.],0
n4,1,0.043211,4.08711,[326  81] ; [224  80],[314.83825598  92.16174402] ; [235.16174402  68.83825598],0
d2,1,0.044292,4.045403,[206 199] ; [131 172],[192.77542373 212.22457627] ; [144.22457627 158.77542373],0
s5,1,0.046516,3.962794,[131 265] ; [ 78 221],[119.08489209 276.91510791] ; [ 89.91510791 209.08489209],0
r2,1,0.05478,3.688762,[389  14] ; [283  20],[383.59206799  19.40793201] ; [288.40793201  14.59206799],0
a2,1,0.057526,3.60731,[105 303] ; [ 60 245],[ 94.41795231 313.58204769] ; [ 70.58204769 234.41795231],0
s1,1,0.075578,3.157522,[ 10 392] ; [ 15 285],[ 14.31623932 387.68376068] ; [ 10.68376068 289.31623932],0
n6,1,0.096775,2.757901,[346  58] ; [247  58],[337.90126939  66.09873061] ; [255.09873061  49.90126939],0
s6,1,0.097092,2.752665,[261 143] ; [176 125],[250.42269504 153.57730496] ; [186.57730496 114.42269504],0
n3,1,0.106834,2.600438,[64 21] ; [51 29],[59.24242424 25.75757576] ; [55.75757576 24.24242424],0
n2,1,0.133543,2.25083,[64 19] ; [56 28],[59.64071856 23.35928144] ; [60.35928144 23.64071856],0
a1,1,0.272653,1.203351,[ 25 383] ; [ 13 292],[ 21.74474053 386.25525947] ; [ 16.25525947 288.74474053],0
u4,1,0.277912,1.177272,[ 10 398] ; [  4 301],[  8.0112202 399.9887798] ; [  5.9887798 299.0112202],0
b4,1,0.317759,0.998149,[240 168] ; [168 137],[233.46984572 174.53015428] ; [174.53015428 130.46984572],0
b5,1,0.32734,0.959393,[238 170] ; [189 116],[244.34221599 163.65778401] ; [182.65778401 122.34221599],0
n1,1,0.419201,0.652555,[28 54] ; [33 49],[30.5 51.5] ; [30.5 51.5],0
b2,1,0.497581,0.460092,[105 153] ; [ 69 115],[101.56561086 156.43438914] ; [ 72.43438914 111.56561086],0
b3,1,0.497581,0.460092,[105 153] ; [ 69 115],[101.56561086 156.43438914] ; [ 72.43438914 111.56561086],0
s3,1,0.527901,0.39843,[210 192] ; [150 151],[205.86059744 196.13940256] ; [154.13940256 146.86059744],0
u2,1,0.56632,0.328879,[58 39] ; [62 49],[55.96153846 41.03846154] ; [64.03846154 46.96153846],0
u3,1,0.624877,0.239072,[60 39] ; [63 47],[58.26315789 40.73684211] ; [64.73684211 45.26315789],0
p1,1,0.65429,0.200534,[ 36 370] ; [ 24 279],[ 34.35825106 371.64174894] ; [ 25.64174894 277.35825106],0
a4,1,0.687358,0.16196,[179 227] ; [129 174],[176.37235543 229.62764457] ; [131.62764457 171.37235543],0
a8,1,0.839673,0.04093,[ 55 309] ; [ 41 241],[ 54.09287926 309.90712074] ; [ 41.90712074 240.09287926],0
p5,1,0.927204,0.008347,[ 48 357] ; [ 35 266],[ 47.61331445 357.38668555] ; [ 35.38668555 265.61331445],0
