Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,162.716081,[44 31] ; [554  12],[69.96879875  5.03120125] ; [528.03120125  37.96879875],1
r3,1,0.0,157.053202,[52 28] ; [563   7],[75.69230769  4.30769231] ; [539.30769231  30.69230769],1
v4,1,0.0,121.66536,[49 29] ; [553  17],[72.46296296  5.53703704] ; [529.53703704  40.46296296],1
r1,1,0.0,108.782495,[31 50] ; [494  74],[65.5238829 15.4761171] ; [459.4761171 108.5238829],1
p2,1,0.0,41.503719,[44 35] ; [484  82],[64.66976744 14.33023256] ; [463.33023256 102.66976744],1
p11,1,0.0,32.068503,[44 38] ; [464 106],[63.88957055 18.11042945] ; [444.11042945 125.88957055],1
p10,1,0.0,31.076754,[43 35] ; [466  99],[61.74494557 16.25505443] ; [447.25505443 117.74494557],1
p7,1,0.0,27.411978,[27 51] ; [363 192],[48.05687204 29.94312796] ; [341.94312796 213.05687204],1
p9,1,0.0,26.856053,[49 30] ; [481  81],[65.31981279 13.68018721] ; [464.68018721  97.31981279],1
p8,1,1e-06,23.197947,[21 60] ; [306 255],[41.25700935 39.74299065] ; [285.74299065 275.25700935],1
n6,1,5e-06,20.73957,[50 28] ; [482  85],[64.33488372 13.66511628] ; [467.66511628  99.33488372],1
s6,1,7e-06,20.168981,[32 48] ; [370 191],[50.17160686 29.82839314] ; [351.82839314 209.17160686],1
p4,1,7.7e-05,15.626803,[30 50] ; [343 221],[46.33540373 33.66459627] ; [326.66459627 237.33540373],1
n4,1,8e-05,15.562616,[50 32] ; [457 112],[63.86175115 18.13824885] ; [443.13824885 125.86175115],1
a7,1,0.000123,14.748246,[46 36] ; [433 136],[60.33486943 21.66513057] ; [418.66513057 150.33486943],1
s8,1,0.000176,14.074835,[19 62] ; [258 309],[34.625 46.375] ; [242.375 324.625],1
p6,1,0.000309,13.015847,[12 66] ; [201 358],[26.08163265 51.91836735] ; [186.91836735 372.08163265],1
s2,1,0.000647,11.636507,[24 56] ; [285 281],[38.26625387 41.73374613] ; [270.73374613 295.26625387],1
n5,1,0.002032,9.520529,[46 33] ; [423 143],[57.44341085 21.55658915] ; [411.55658915 154.44341085],0
d3,1,0.003327,8.618896,[50 32] ; [434 136],[60.87116564 21.12883436] ; [423.12883436 146.87116564],0
a6,1,0.003995,8.286188,[45 37] ; [402 167],[56.30414747 25.69585253] ; [390.69585253 178.30414747],0
p3,1,0.004389,8.115242,[26 53] ; [284 284],[37.85162287 41.14837713] ; [272.14837713 295.85162287],0
u2,1,0.004753,7.970946,[ 8 15] ; [92 48],[14.11042945  8.88957055] ; [85.88957055 54.11042945],0
u3,1,0.006133,7.510935,[ 8 16] ; [89 52],[14.10909091  9.89090909] ; [82.89090909 58.10909091],0
