Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,79.0006,[200 134] ; [ 48 174],[148.97841727 185.02158273] ; [ 99.02158273 122.97841727],1
p8,1,0.44084,0.594095,[198 136] ; [126  99],[193.58855098 140.41144902] ; [130.41144902  94.58855098],0
u2,1,0.460589,0.544462,[40 34] ; [38 25],[42.13138686 31.86861314] ; [35.86861314 27.13138686],0
s3,1,0.473338,0.514173,[192 142] ; [135  88],[196.08258528 137.91741472] ; [130.91741472  92.08258528],0
p4,1,0.483486,0.49099,[231 105] ; [149  77],[227.1886121 108.8113879] ; [152.8113879  73.1886121],0
s2,1,0.532354,0.389897,[189 147] ; [120 104],[185.4 150.6] ; [123.6 100.4],0
s5,1,0.550965,0.35559,[126 199] ; [ 79 139],[122.69797422 202.30202578] ; [ 82.30202578 135.69797422],0
u3,1,0.598288,0.277586,[45 30] ; [35 28],[43.47826087 31.52173913] ; [36.52173913 26.47826087],0
b5,1,0.601186,0.273211,[195 144] ; [135  91],[198. 141.] ; [132.  94.],0
b4,1,0.602237,0.271635,[198 141] ; [127  99],[195. 144.] ; [130.  96.],0
p11,1,0.622265,0.242698,[293  46] ; [192  34],[291.  48.] ; [194.  32.],0
n2,1,0.624958,0.238961,[36 10] ; [34 12],[35. 11.] ; [35. 11.],0
n1,1,0.671943,0.179337,[18 28] ; [20 26],[19. 27.] ; [19. 27.],0
r2,1,0.692931,0.155931,[319  14] ; [213  11],[318.05385996  14.94614004] ; [213.94614004  10.05385996],0
n6,1,0.720734,0.127791,[309  27] ; [205  20],[307.85026738  28.14973262] ; [206.14973262  18.85026738],0
a4,1,0.784213,0.074984,[164 174] ; [107 119],[162.40780142 175.59219858] ; [108.59219858 117.40780142],0
p2,1,0.824298,0.049293,[296  43] ; [197  27],[296.85079929  42.14920071] ; [196.14920071  27.85079929],0
b2,1,0.850731,0.035414,[ 88 132] ; [55 86],[ 87.1468144 132.8531856] ; [55.8531856 85.1468144],0
b3,1,0.850731,0.035414,[ 88 132] ; [55 86],[ 87.1468144 132.8531856] ; [55.8531856 85.1468144],0
v4,1,0.879193,0.023102,[321  14] ; [215  10],[320.64285714  14.35714286] ; [215.35714286   9.64285714],0
p5,1,0.892917,0.018121,[ 49 290] ; [ 33 189],[ 49.55080214 289.44919786] ; [ 32.44919786 189.55080214],0
s6,1,0.909388,0.012953,[235  97] ; [156  63],[235.59346642  96.40653358] ; [155.40653358  63.59346642],0
p1,1,1.0,0.0,[ 33 306] ; [ 22 204],[ 33. 306.] ; [ 22. 204.],0
