Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.001881,9.66194,[ 7 20] ; [23 12],[13.06451613 13.93548387] ; [16.93548387 18.06451613],0
p10,1,0.002112,9.449392,[ 5 22] ; [20 15],[10.88709677 16.11290323] ; [14.11290323 20.88709677],0
r2,1,0.004704,7.989739,[13 14] ; [28  6],[18.14754098  8.85245902] ; [22.85245902 11.14754098],0
p9,1,0.009931,6.647321,[ 7 20] ; [19 13],[11.89830508 15.10169492] ; [14.10169492 17.89830508],0
s6,1,0.011225,6.429384,[ 4 24] ; [15 19],[ 8.58064516 19.41935484] ; [10.41935484 23.58064516],0
p2,1,0.01124,6.426913,[ 6 22] ; [18 16],[10.83870968 17.16129032] ; [13.16129032 20.83870968],0
p8,1,0.029363,4.746178,[ 3 24] ; [12 22],[ 6.63934426 20.36065574] ; [ 8.36065574 25.63934426],0
u2,1,0.02951,4.737634,[ 1 10] ; [7 7],[3.52 7.48] ; [4.48 9.52],0
p1,1,0.029727,4.725,[ 7 21] ; [ 2 33],[ 4. 24.] ; [ 5. 30.],0
r1,1,0.040424,4.2,[ 8 20] ; [19 16],[12. 16.] ; [15. 20.],0
s1,1,0.043863,4.061842,[ 5 23] ; [ 1 34],[ 2.66666667 25.33333333] ; [ 3.33333333 31.66666667],0
v2,1,0.052331,3.765171,[ 1 26] ; [ 7 27],[ 3.54098361 23.45901639] ; [ 4.45901639 29.54098361],0
b5,1,0.090602,2.863636,[10 18] ; [20 15],[13.33333333 14.66666667] ; [16.66666667 18.33333333],0
d5,1,0.11351,2.504665,[12 16] ; [22 13],[15.11111111 12.88888889] ; [18.88888889 16.11111111],0
n2,1,0.11827,2.440087,[ 5 10] ; [12  8],[7.28571429 7.71428571] ; [ 9.71428571 10.28571429],0
a7,1,0.124283,2.3625,[ 9 19] ; [18 17],[12. 16.] ; [15. 20.],0
n3,1,0.126647,2.333133,[ 4 11] ; [10  9],[6.17647059 8.82352941] ; [ 7.82352941 11.17647059],0
b4,1,0.134353,2.241474,[14 14] ; [24 11],[16.88888889 11.11111111] ; [21.11111111 13.88888889],0
p11,1,0.176875,1.823684,[ 6 22] ; [13 22],[ 8.44444444 19.55555556] ; [10.55555556 24.44444444],0
s5,1,0.207109,1.591521,[ 3 25] ; [ 8 27],[ 4.88888889 23.11111111] ; [ 6.11111111 28.88888889],0
a1,1,0.28045,1.164906,[ 6 22] ; [ 4 31],[ 4.44444444 23.55555556] ; [ 5.55555556 29.44444444],0
a4,1,0.354971,0.855607,[11 16] ; [10 24],[ 9.29508197 17.70491803] ; [11.70491803 22.29508197],0
d4,1,0.456941,0.553378,[15 13] ; [22 13],[16.44444444 11.55555556] ; [20.55555556 14.44444444],0
s4,1,0.468717,0.525,[ 5 23] ; [ 4 31],[ 4. 24.] ; [ 5. 30.],0
n4,1,0.519798,0.414293,[19  9] ; [21 14],[17.77777778 10.22222222] ; [22.22222222 12.77777778],0
s7,1,0.530628,0.393189,[ 4 22] ; [ 7 25],[ 4.93103448 21.06896552] ; [ 6.06896552 25.93103448],0
a6,1,0.535351,0.384224,[15 13] ; [16 19],[13.77777778 14.22222222] ; [17.22222222 17.77777778],0
p5,1,0.570303,0.322176,[ 2 25] ; [ 4 30],[ 2.6557377 24.3442623] ; [ 3.3442623 30.6557377],0
b2,1,0.74743,0.103704,[ 8 13] ; [ 7 14],[ 7.5 13.5] ; [ 7.5 13.5],0
b3,1,0.74743,0.103704,[ 8 13] ; [ 7 14],[ 7.5 13.5] ; [ 7.5 13.5],0
p7,1,0.754969,0.097403,[ 8 20] ; [ 8 24],[ 7.46666667 20.53333333] ; [ 8.53333333 23.46666667],0
s2,1,0.757798,0.095094,[ 4 24] ; [ 6 29],[ 4.44444444 23.55555556] ; [ 5.55555556 29.44444444],0
v1,1,0.806043,0.060287,[ 8 20] ; [11 24],[ 8.44444444 19.55555556] ; [10.55555556 24.44444444],0
b1,1,0.818954,0.052391,[16 12] ; [21 14],[16.44444444 11.55555556] ; [20.55555556 14.44444444],0
s3,1,0.840263,0.040625,[ 8 19] ; [ 9 24],[ 7.65 19.35] ; [ 9.35 23.65],0
d1,1,0.857714,0.032143,[ 9 19] ; [12 23],[ 9.33333333 18.66666667] ; [11.66666667 23.33333333],0
p4,1,0.895226,0.017343,[ 7 21] ; [ 9 25],[ 7.22580645 20.77419355] ; [ 8.77419355 25.22580645],0
d2,1,0.900536,0.015621,[12 15] ; [15 20],[11.75806452 15.24193548] ; [15.24193548 19.75806452],0
n1,1,0.921972,0.009594,[7 8] ; [ 9 11],[6.85714286 8.14285714] ; [ 9.14285714 10.85714286],0
a3,1,0.923589,0.009199,[17 10] ; [21 13],[16.81967213 10.18032787] ; [21.18032787 12.81967213],0
a2,1,0.928572,0.008036,[ 3 25] ; [ 4 31],[ 3.11111111 24.88888889] ; [ 3.88888889 31.11111111],0
v3,1,0.935529,0.006543,[ 6 22] ; [ 7 27],[ 5.87096774 22.12903226] ; [ 7.12903226 26.87096774],0
p3,1,0.942169,0.005263,[ 8 20] ; [10 24],[ 8.12903226 19.87096774] ; [ 9.87096774 24.12903226],0
n5,1,0.951741,0.003663,[19  9] ; [24 11],[19.11111111  8.88888889] ; [23.88888889 11.11111111],0
d3,1,0.954926,0.003195,[13 15] ; [16 19],[12.88888889 15.11111111] ; [16.11111111 18.88888889],0
a5,1,0.954926,0.003195,[15 13] ; [19 16],[15.11111111 12.88888889] ; [18.88888889 16.11111111],0
