Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000674,11.56034,[15 16] ; [10 54],[ 8.15789474 22.84210526] ; [16.84210526 47.15789474],1
p2,1,0.00225,9.333333,[21 11] ; [21 43],[14. 18.] ; [28. 36.],0
p3,1,0.002396,9.218654,[17 15] ; [14 49],[10.44210526 21.55789474] ; [20.55789474 42.44210526],0
d3,1,0.020231,5.391839,[23  9] ; [30 34],[17.66666667 14.33333333] ; [35.33333333 28.66666667],0
s6,1,0.022141,5.234709,[18 13] ; [21 42],[12.86170213 18.13829787] ; [26.13829787 36.86170213],0
r3,1,0.024594,5.052282,[27  5] ; [39 24],[22.23157895  9.76842105] ; [43.76842105 19.23157895],0
r4,1,0.029096,4.761905,[23  9] ; [31 33],[18. 14.] ; [36. 28.],0
s3,1,0.029197,4.755986,[17 15] ; [19 44],[12.12631579 19.87368421] ; [23.87368421 39.12631579],0
n5,1,0.050351,3.829717,[12 20] ; [37 26],[16.50526316 15.49473684] ; [32.49473684 30.50526316],0
s2,1,0.056229,3.645269,[12 19] ; [13 51],[ 8.15789474 22.84210526] ; [16.84210526 47.15789474],0
p7,1,0.058117,3.590325,[16 16] ; [19 44],[11.78947368 20.21052632] ; [23.21052632 39.78947368],0
v3,1,0.060863,3.513718,[13 19] ; [13 46],[ 9.14285714 22.85714286] ; [16.85714286 42.14285714],0
a3,1,0.066334,3.371488,[14 18] ; [40 23],[18.18947368 13.81052632] ; [35.81052632 27.18947368],0
p6,1,0.072778,3.219231,[ 8 23] ; [ 7 55],[ 5. 26.] ; [10. 52.],0
n6,1,0.096221,2.767091,[21 11] ; [30 33],[17.17894737 14.82105263] ; [33.82105263 29.17894737],0
u2,1,0.115589,2.476088,[ 5 13] ; [12 11],[ 7.46341463 10.53658537] ; [ 9.53658537 13.46341463],0
n4,1,0.12104,2.403809,[15 17] ; [40 23],[18.52631579 13.47368421] ; [36.47368421 26.52631579],0
b3,1,0.203201,1.619215,[ 5 17] ; [14 22],[ 7.20689655 14.79310345] ; [11.79310345 24.20689655],0
b2,1,0.203201,1.619215,[ 5 17] ; [14 22],[ 7.20689655 14.79310345] ; [11.79310345 24.20689655],0
s4,1,0.235109,1.409683,[ 8 23] ; [10 54],[ 5.87368421 25.12631579] ; [12.12631579 51.87368421],0
v2,1,0.271862,1.207329,[14 18] ; [20 42],[11.57446809 20.42553191] ; [22.42553191 39.57446809],0
v4,1,0.291771,1.11143,[25  7] ; [42 20],[22.80851064  9.19148936] ; [44.19148936 17.80851064],0
d4,1,0.292838,1.106529,[20 12] ; [46 17],[22.23157895  9.76842105] ; [43.76842105 19.23157895],0
a4,1,0.341371,0.905277,[10 22] ; [26 37],[12.12631579 19.87368421] ; [23.87368421 39.12631579],0
a1,1,0.344659,0.893023,[ 2 30] ; [ 8 56],[ 3.33333333 28.66666667] ; [ 6.66666667 57.33333333],0
b4,1,0.385547,0.752941,[15 17] ; [36 28],[17. 15.] ; [34. 30.],0
s5,1,0.394097,0.726264,[ 6 25] ; [ 8 55],[ 4.61702128 26.38297872] ; [ 9.38297872 53.61702128],0
p10,1,0.398857,0.71177,[ 3 29] ; [10 54],[ 4.33333333 27.66666667] ; [ 8.66666667 55.33333333],0
s1,1,0.44447,0.584715,[ 2 30] ; [ 7 56],[ 3.03157895 28.96842105] ; [ 5.96842105 57.03157895],0
n3,1,0.468717,0.525,[6 4] ; [15 17],[5. 5.] ; [16. 16.],0
a6,1,0.470101,0.521739,[15 17] ; [35 29],[16.66666667 15.33333333] ; [33.33333333 30.66666667],0
u1,1,0.512691,0.428571,[ 5 27] ; [ 7 57],[ 4. 28.] ; [ 8. 56.],0
a5,1,0.561572,0.33699,[19 13] ; [34 30],[17.66666667 14.33333333] ; [35.33333333 28.66666667],0
n1,1,0.56514,0.330882,[3 7] ; [14 21],[3.77777778 6.22222222] ; [13.22222222 21.77777778],0
p1,1,0.578795,0.308186,[ 3 29] ; [ 4 60],[ 2.33333333 29.66666667] ; [ 4.66666667 59.33333333],0
s7,1,0.60197,0.272035,[ 7 22] ; [11 46],[ 6.06976744 22.93023256] ; [11.93023256 45.06976744],0
d2,1,0.614679,0.253417,[14 18] ; [31 32],[15.15789474 16.84210526] ; [29.84210526 33.15789474],0
a7,1,0.615903,0.251668,[20 12] ; [36 27],[18.86315789 13.13684211] ; [37.13684211 25.86315789],0
n2,1,0.748428,0.102857,[6 4] ; [19 16],[5.55555556 4.44444444] ; [19.44444444 15.55555556],0
v1,1,0.757562,0.095285,[11 21] ; [20 44],[10.33333333 21.66666667] ; [20.66666667 43.33333333],0
a8,1,0.759325,0.093861,[ 2 28] ; [ 3 56],[ 1.68539326 28.31460674] ; [ 3.31460674 55.68539326],0
b1,1,0.766797,0.087952,[19 13] ; [40 24],[19.66666667 12.33333333] ; [39.33333333 24.66666667],0
r2,1,0.773112,0.083121,[25  7] ; [50 12],[25.53191489  6.46808511] ; [49.46808511 12.53191489],0
r1,1,0.837599,0.042011,[21 11] ; [40 23],[20.54736842 11.45263158] ; [40.45263158 22.54736842],0
u3,1,0.857136,0.032407,[ 8 10] ; [10 14],[ 7.71428571 10.28571429] ; [10.28571429 13.71428571],0
d1,1,0.884002,0.021286,[14 18] ; [27 37],[13.66666667 18.33333333] ; [27.33333333 36.66666667],0
