Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.001166,10.543729,[ 2 57] ; [2 3],[ 3.6875 55.3125] ; [0.3125 4.6875],0
a5,1,0.041859,4.140896,[44 23] ; [1 4],[41.875 25.125] ; [3.125 1.875],0
a1,1,0.143819,2.136611,[ 3 64] ; [1 4],[ 3.72222222 63.27777778] ; [0.27777778 4.72222222],0
p3,1,0.174146,1.846888,[32 34] ; [4 1],[33.46478873 32.53521127] ; [2.53521127 2.46478873],0
p8,1,0.184534,1.760728,[33 34] ; [4 1],[34.43055556 32.56944444] ; [2.56944444 2.43055556],0
v3,1,0.21842,1.514721,[22 45] ; [3 2],[23.26388889 43.73611111] ; [1.73611111 3.26388889],0
s1,1,0.240173,1.379578,[ 4 62] ; [1 4],[ 4.64788732 61.35211268] ; [0.35211268 4.64788732],0
s3,1,0.242577,1.365557,[35 31] ; [4 1],[36.25352113 29.74647887] ; [2.74647887 2.25352113],0
s7,1,0.250941,1.318057,[22 42] ; [3 2],[23.1884058 40.8115942] ; [1.8115942 3.1884058],0
r3,1,0.327844,0.957395,[62  5] ; [4 1],[61.41666667  5.58333333] ; [4.58333333 0.41666667],0
b4,1,0.337876,0.918474,[39 28] ; [4 1],[40.01388889 26.98611111] ; [2.98611111 2.01388889],0
s5,1,0.34347,0.897436,[14 51] ; [2 3],[14.85714286 50.14285714] ; [1.14285714 3.85714286],0
s6,1,0.356332,0.850778,[39 27] ; [4 1],[39.97183099 26.02816901] ; [3.02816901 1.97183099],0
p6,1,0.368688,0.808081,[19 47] ; [2 2],[19.8 46.2] ; [1.2 2.8],0
b1,1,0.388693,0.743028,[40 27] ; [2 3],[39.08333333 27.91666667] ; [2.91666667 2.08333333],0
a6,1,0.388693,0.743028,[40 27] ; [2 3],[39.08333333 27.91666667] ; [2.91666667 2.08333333],0
v4,1,0.421307,0.646666,[61  6] ; [4 1],[60.48611111  6.51388889] ; [4.51388889 0.48611111],0
s2,1,0.421491,0.646154,[27 38] ; [3 2],[27.85714286 37.14285714] ; [2.14285714 2.85714286],0
p2,1,0.421987,0.644776,[51 16] ; [3 2],[50.25 16.75] ; [3.75 1.25],0
p11,1,0.427642,0.629219,[39 28] ; [2 3],[38.15277778 28.84722222] ; [2.84722222 2.15277778],0
r2,1,0.512062,0.429851,[60  7] ; [4 1],[59.55555556  7.44444444] ; [4.44444444 0.55555556],0
p1,1,0.512062,0.429851,[ 7 60] ; [1 4],[ 7.44444444 59.55555556] ; [0.55555556 4.44444444],0
a4,1,0.596363,0.280517,[19 47] ; [2 3],[19.52112676 46.47887324] ; [1.47887324 3.52112676],0
s8,1,0.596363,0.280517,[19 47] ; [2 3],[19.52112676 46.47887324] ; [1.47887324 3.52112676],0
a3,1,0.597365,0.278988,[32 35] ; [3 2],[32.56944444 34.43055556] ; [2.43055556 2.56944444],0
d4,1,0.634605,0.225867,[47 20] ; [3 2],[46.52777778 20.47222222] ; [3.47222222 1.52777778],0
a7,1,0.634605,0.225867,[47 20] ; [3 2],[46.52777778 20.47222222] ; [3.47222222 1.52777778],0
d3,1,0.640156,0.218538,[47 20] ; [4 1],[47.45833333 19.54166667] ; [3.54166667 1.45833333],0
d1,1,0.642934,0.214925,[33 34] ; [3 2],[33.5 33.5] ; [2.5 2.5],0
r1,1,0.687303,0.162021,[48 19] ; [4 1],[48.38888889 18.61111111] ; [3.61111111 1.38888889],0
v2,1,0.714234,0.134085,[32 34] ; [2 3],[31.6056338 34.3943662] ; [2.3943662 2.6056338],0
p10,1,0.723216,0.125432,[18 48] ; [1 4],[17.66197183 48.33802817] ; [1.33802817 3.66197183],0
d2,1,0.737368,0.112453,[32 35] ; [2 3],[31.63888889 35.36111111] ; [2.36111111 2.63888889],0
u2,1,0.740135,0.110008,[13 21] ; [1 1],[13.22222222 20.77777778] ; [0.77777778 1.22222222],0
b2,1,0.78594,0.073759,[12 35] ; [1 4],[11.75 35.25] ; [1.25 3.75],0
b3,1,0.78594,0.073759,[12 35] ; [1 4],[11.75 35.25] ; [1.25 3.75],0
b5,1,0.786101,0.073646,[36 31] ; [3 2],[36.29166667 30.70833333] ; [2.70833333 2.29166667],0
v1,1,0.90472,0.014328,[25 42] ; [2 3],[25.125 41.875] ; [1.875 3.125],0
r4,1,0.906719,0.013731,[55 12] ; [4 1],[54.90277778 12.09722222] ; [4.09722222 0.90277778],0
u1,1,0.906719,0.013731,[12 55] ; [1 4],[12.09722222 54.90277778] ; [0.90277778 4.09722222],0
d5,1,0.962063,0.002262,[53 14] ; [4 1],[53.04166667 13.95833333] ; [3.95833333 1.04166667],0
u3,1,0.968641,0.001546,[18 17] ; [1 1],[17.97297297 17.02702703] ; [1.02702703 0.97297297],0
