Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.00292,8.856555,[ 3 47] ; [3 4],[ 5.26315789 44.73684211] ; [0.73684211 6.26315789],0
s7,1,0.003163,8.711111,[14 35] ; [6 1],[17.5 31.5] ; [2.5 4.5],0
p3,1,0.00717,7.229947,[16 33] ; [6 1],[19.25 29.75] ; [2.75 4.25],0
a2,1,0.0102,6.599546,[12 38] ; [5 2],[14.9122807 35.0877193] ; [2.0877193 4.9122807],0
a4,1,0.019449,5.460645,[19 30] ; [6 1],[21.875 27.125] ; [3.125 3.875],0
p4,1,0.019449,5.460645,[19 30] ; [6 1],[21.875 27.125] ; [3.125 3.875],0
s6,1,0.022945,5.172634,[20 30] ; [6 1],[22.80701754 27.19298246] ; [3.19298246 3.80701754],0
p6,1,0.02551,4.988962,[ 9 39] ; [4 3],[11.34545455 36.65454545] ; [1.65454545 5.34545455],0
d2,1,0.049008,3.875077,[23 27] ; [6 1],[25.43859649 24.56140351] ; [3.56140351 3.43859649],0
v3,1,0.054594,3.694453,[13 33] ; [3 1],[14.72 31.28] ; [1.28 2.72],0
v1,1,0.075768,3.153413,[19 30] ; [4 1],[20.87037037 28.12962963] ; [2.12962963 2.87037037],0
n4,1,0.07626,3.142857,[24 24] ; [6 1],[26.18181818 21.81818182] ; [3.81818182 3.18181818],0
p8,1,0.080931,3.046113,[18 31] ; [5 2],[20.125 28.875] ; [2.875 4.125],0
u1,1,0.091722,2.843885,[ 8 42] ; [3 4],[ 9.64912281 40.35087719] ; [1.35087719 5.64912281],0
s5,1,0.149725,2.075053,[ 7 41] ; [2 3],[ 8.1509434 39.8490566] ; [0.8490566 4.1509434],0
d5,1,0.253692,1.302857,[32 18] ; [6 1],[33.33333333 16.66666667] ; [4.66666667 2.33333333],0
a5,1,0.253692,1.302857,[32 18] ; [6 1],[33.33333333 16.66666667] ; [4.66666667 2.33333333],0
r1,1,0.265667,1.238985,[31 17] ; [6 1],[32.29090909 15.70909091] ; [4.70909091 2.29090909],0
a6,1,0.293279,1.104505,[33 17] ; [6 1],[34.21052632 15.78947368] ; [4.78947368 2.21052632],0
p7,1,0.301054,1.069519,[18 31] ; [4 3],[19.25 29.75] ; [2.75 4.25],0
p2,1,0.333746,0.934307,[26 24] ; [5 2],[27.19298246 22.80701754] ; [3.80701754 3.19298246],0
v2,1,0.431191,0.619614,[20 28] ; [3 2],[20.83018868 27.16981132] ; [2.16981132 2.83018868],0
a1,1,0.581905,0.303165,[ 4 46] ; [1 6],[ 4.38596491 45.61403509] ; [0.61403509 6.38596491],0
a8,1,0.6523,0.203012,[ 4 41] ; [1 6],[ 4.32692308 40.67307692] ; [0.67307692 6.32692308],0
b4,1,0.723301,0.125352,[25 25] ; [3 4],[24.56140351 25.43859649] ; [3.43859649 3.56140351],0
p1,1,0.729308,0.119748,[ 5 45] ; [1 6],[ 5.26315789 44.73684211] ; [0.73684211 6.26315789],0
s1,1,0.743971,0.106667,[ 5 44] ; [1 6],[ 5.25 43.75] ; [0.75 6.25],0
d3,1,0.775371,0.081429,[33 17] ; [5 2],[33.33333333 16.66666667] ; [4.66666667 2.33333333],0
a7,1,0.828758,0.046784,[33 16] ; [5 2],[33.25 15.75] ; [4.75 2.25],0
b5,1,0.965686,0.001851,[29 21] ; [4 3],[28.94736842 21.05263158] ; [4.05263158 2.94736842],0
s4,1,0.983738,0.000415,[ 7 43] ; [1 6],[ 7.01754386 42.98245614] ; [0.98245614 6.01754386],0
