Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,217.962879,[30 64] ; [531  44],[78.82511211 15.17488789] ; [482.17488789  92.82511211],1
p11,1,0.0,35.013959,[59 37] ; [498  80],[79.33531157 16.66468843] ; [477.66468843 100.33531157],1
p2,1,2e-06,22.987348,[66 30] ; [504  71],[81.54992548 14.45007452] ; [488.45007452  86.54992548],1
n5,1,4e-06,21.273294,[67 29] ; [505  70],[81.83606557 14.16393443] ; [490.16393443  84.83606557],1
b1,1,7e-06,20.250944,[58 38] ; [209 369],[38.02967359 57.97032641] ; [228.97032641 349.02967359],1
p4,1,7e-06,20.155637,[41 54] ; [385 189],[60.49327354 34.50672646] ; [365.50672646 208.49327354],1
p8,1,1.4e-05,18.846499,[32 64] ; [325 243],[51.61445783 44.38554217] ; [305.38554217 262.61445783],1
s8,1,5.3e-05,16.344532,[27 68] ; [292 283],[45.23134328 49.76865672] ; [273.76865672 301.23134328],1
p7,1,8.4e-05,15.470795,[45 49] ; [390 178],[61.7673716 32.2326284] ; [373.2326284 194.7673716],1
n6,1,0.000108,14.984038,[74 22] ; [521  54],[85.1266766 10.8733234] ; [509.8733234  65.1266766],1
p6,1,0.000147,14.413159,[21 73] ; [245 324],[37.71342383 56.28657617] ; [228.28657617 340.71342383],1
s6,1,0.000251,13.40507,[50 45] ; [403 161],[65.30349014 29.69650986] ; [387.69650986 176.30349014],1
a3,1,0.000437,12.367324,[57 39] ; [440 136],[71. 25.] ; [426. 150.],1
p3,1,0.000442,12.347426,[35 60] ; [324 252],[50.8271237 44.1728763] ; [308.1728763 267.8271237],1
s7,1,0.000896,11.030224,[33 55] ; [313 241],[47.42679128 40.57320872] ; [298.57320872 255.42679128],1
s5,1,0.00154,10.030268,[18 76] ; [197 353],[31.38198758 62.61801242] ; [183.61801242 366.38198758],0
d1,1,0.001978,9.570014,[45 51] ; [367 211],[58.68249258 37.31750742] ; [353.31750742 224.68249258],0
p12,1,0.003196,8.691894,[ 1 94] ; [ 60 514],[ 8.66218236 86.33781764] ; [ 52.33781764 521.66218236],0
s2,1,0.004053,8.259744,[36 58] ; [311 262],[48.90254873 45.09745127] ; [298.09745127 274.90254873],0
v2,1,0.006155,7.504478,[43 51] ; [338 218],[55.09846154 38.90153846] ; [325.90153846 230.09846154],0
a5,1,0.011973,6.314845,[64 32] ; [453 125],[73.6379822 22.3620178] ; [443.3620178 134.6379822],0
v1,1,0.016638,5.734152,[44 52] ; [330 230],[54.73170732 41.26829268] ; [319.26829268 240.73170732],0
a4,1,0.029831,4.71903,[36 59] ; [288 289],[45.80357143 49.19642857] ; [278.19642857 298.80357143],0
p5,1,0.030967,4.654802,[ 6 90] ; [ 82 492],[12.60895522 83.39104478] ; [ 75.39104478 498.60895522],0
b2,1,0.051226,3.800855,[16 42] ; [151 217],[22.7370892 35.2629108] ; [144.2629108 223.7370892],0
b3,1,0.051226,3.800855,[16 42] ; [151 217],[22.7370892 35.2629108] ; [144.2629108 223.7370892],0
d4,1,0.062187,3.478083,[74 22] ; [487  88],[80.26229508 15.73770492] ; [480.73770492  94.26229508],0
d5,1,0.085701,2.953333,[74 22] ; [484  91],[79.83308495 16.16691505] ; [478.16691505  96.83308495],0
v4,1,0.092743,2.826113,[88  7] ; [555  21],[91.03576751  3.96423249] ; [551.96423249  24.03576751],0
s3,1,0.117441,2.451124,[48 47] ; [338 234],[54.97751124 40.02248876] ; [331.02248876 240.97751124],0
s4,1,0.157475,1.998307,[ 9 84] ; [ 87 484],[13.44578313 79.55421687] ; [ 82.55421687 488.44578313],0
a8,1,0.182519,1.776992,[10 77] ; [ 90 433],[14.26229508 72.73770492] ; [ 85.73770492 437.26229508],0
r4,1,0.252714,1.308236,[87  9] ; [542  36],[89.59050445  6.40949555] ; [539.40949555  38.59050445],0
d3,1,0.306793,1.04443,[62 34] ; [402 174],[66.28571429 29.71428571] ; [397.71428571 178.28571429],0
a2,1,0.307365,1.041966,[21 75] ; [155 423],[25.06824926 70.93175074] ; [150.93175074 427.06824926],0
r1,1,0.31559,1.007134,[83 13] ; [474 102],[79.57142857 16.42857143] ; [477.42857143  98.57142857],0
u4,1,0.317769,0.998108,[ 1 95] ; [ 16 562],[ 2.42136499 93.57863501] ; [ 14.57863501 563.42136499],0
s1,1,0.341053,0.90647,[ 5 89] ; [ 19 550],[ 3.40271493 90.59728507] ; [ 20.59728507 548.40271493],0
n3,1,0.343389,0.897738,[16  7] ; [78 21],[17.72131148  5.27868852] ; [76.27868852 22.72131148],0
u2,1,0.350123,0.873011,[18 19] ; [79 59],[20.50857143 16.49142857] ; [76.49142857 61.50857143],0
r2,1,0.372752,0.794471,[90  6] ; [546  24],[91.67567568  4.32432432] ; [544.32432432  25.67567568],0
a6,1,0.403612,0.697538,[62 34] ; [396 179],[65.52608048 30.47391952] ; [392.47391952 182.52608048],0
d2,1,0.421231,0.646877,[46 50] ; [301 274],[49.64530551 46.35469449] ; [297.35469449 277.64530551],0
b4,1,0.422731,0.642709,[59 37] ; [330 248],[55.40652819 40.59347181] ; [333.59347181 244.40652819],0
u3,1,0.428876,0.625866,[20 19] ; [80 57],[22.15909091 16.84090909] ; [77.84090909 59.15909091],0
u1,1,0.53943,0.376598,[17 79] ; [118 460],[19.22848665 76.77151335] ; [115.77151335 462.22848665],0
v3,1,0.6054,0.266928,[38 55] ; [244 314],[40.28571429 52.71428571] ; [241.71428571 316.28571429],0
n2,1,0.742063,0.108322,[19  5] ; [76 24],[18.38709677  5.61290323] ; [76.61290323 23.38709677],0
p1,1,0.851496,0.035048,[ 8 87] ; [ 52 525],[ 8.48214286 86.51785714] ; [ 51.51785714 525.48214286],0
a7,1,0.853584,0.034058,[68 28] ; [414 163],[68.75482912 27.24517088] ; [413.24517088 163.75482912],0
n1,1,0.862846,0.029843,[10 12] ; [43 56],[ 9.63636364 12.36363636] ; [43.36363636 55.63636364],0
b5,1,0.8774,0.023798,[57 39] ; [348 230],[57.68545994 38.31454006] ; [347.31454006 230.68545994],0
a1,1,0.878341,0.023431,[ 5 91] ; [ 28 550],[ 4.70029674 91.29970326] ; [ 28.29970326 549.70029674],0
