Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000365,12.702497,[22  2] ; [31 31],[14.79069767  9.20930233] ; [38.20930233 23.79069767],1
b4,1,0.000927,10.96739,[21  3] ; [30 32],[14.23255814  9.76744186] ; [36.76744186 25.23255814],1
p5,1,0.012759,6.202283,[ 9 15] ; [ 8 52],[ 4.85714286 19.14285714] ; [12.14285714 47.85714286],0
s2,1,0.032515,4.571154,[17  7] ; [28 34],[12.55813953 11.44186047] ; [32.44186047 29.55813953],0
p3,1,0.065237,3.39897,[18  6] ; [33 29],[14.23255814  9.76744186] ; [36.76744186 25.23255814],0
p12,1,0.065856,3.383391,[ 6 18] ; [ 6 56],[ 3.34883721 20.65116279] ; [ 8.65116279 53.34883721],0
a6,1,0.112608,2.517236,[18  6] ; [35 27],[14.79069767  9.20930233] ; [38.20930233 23.79069767],0
r1,1,0.115749,2.473922,[19  5] ; [38 24],[15.90697674  8.09302326] ; [41.09302326 20.90697674],0
u3,1,0.121827,2.393672,[8 4] ; [ 9 14],[5.82857143 6.17142857] ; [11.17142857 11.82857143],0
u1,1,0.127629,2.321112,[ 2 22] ; [ 1 61],[ 0.8372093 23.1627907] ; [ 2.1627907 59.8372093],0
d1,1,0.143509,2.139923,[ 4 20] ; [ 4 58],[ 2.23255814 21.76744186] ; [ 5.76744186 56.23255814],0
p6,1,0.150071,2.071526,[13 11] ; [23 39],[10.04651163 13.95348837] ; [25.95348837 36.04651163],0
p9,1,0.166071,1.918057,[22  2] ; [49 13],[19.81395349  4.18604651] ; [51.18604651 10.81395349],0
r3,1,0.179286,1.80353,[23  1] ; [53  9],[21.20930233  2.79069767] ; [54.79069767  7.20930233],0
u2,1,0.190732,1.711957,[9 3] ; [12 11],[7.2 4.8] ; [13.8  9.2],0
s7,1,0.194911,1.6801,[14  8] ; [28 31],[11.40740741 10.59259259] ; [30.59259259 28.40740741],0
b1,1,0.207342,1.589889,[ 8 16] ; [30 32],[10.60465116 13.39534884] ; [27.39534884 34.60465116],0
v4,1,0.227459,1.456681,[23  1] ; [53  8],[21.45882353  2.54117647] ; [54.54117647  6.45882353],0
a7,1,0.23149,1.431682,[18  6] ; [38 24],[15.62790698  8.37209302] ; [40.37209302 21.62790698],0
