Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9.2e-05,15.300514,[61 30] ; [27 47],[48.53333333 42.46666667] ; [39.46666667 34.53333333],1
v3,1,0.000184,13.991324,[51 41] ; [20 55],[39.11377246 52.88622754] ; [31.88622754 43.11377246],1
a3,1,0.00024,13.490265,[73 19] ; [40 36],[61.88095238 30.11904762] ; [51.11904762 24.88095238],1
d4,1,0.001131,10.599156,[78 13] ; [48 27],[69.07228916 21.92771084] ; [56.92771084 18.07228916],0
b2,1,0.002221,9.356905,[32 30] ; [11 37],[24.23636364 37.76363636] ; [18.76363636 29.23636364],0
b3,1,0.002221,9.356905,[32 30] ; [11 37],[24.23636364 37.76363636] ; [18.76363636 29.23636364],0
n5,1,0.004284,8.159157,[78 13] ; [51 25],[70.29341317 20.70658683] ; [58.70658683 17.29341317],0
p10,1,0.005027,7.869569,[77 12] ; [52 24],[69.58181818 19.41818182] ; [59.41818182 16.58181818],0
n1,1,0.013979,6.040813,[12  8] ; [ 5 17],[ 8.0952381 11.9047619] ; [ 8.9047619 13.0952381],0
r1,1,0.019976,5.41399,[73 19] ; [48 28],[66.26190476 25.73809524] ; [54.73809524 21.26190476],0
a6,1,0.037417,4.33135,[28 64] ; [35 41],[34.5 57.5] ; [28.5 47.5],0
s5,1,0.043331,4.08246,[45 45] ; [25 48],[38.65030675 51.34969325] ; [31.34969325 41.65030675],0
p9,1,0.05282,3.749612,[77 14] ; [55 21],[71.92814371 19.07185629] ; [60.07185629 15.92814371],0
s2,1,0.067087,3.352887,[53 39] ; [33 43],[47.0952381 44.9047619] ; [38.9047619 37.0952381],0
s8,1,0.077335,3.120047,[52 39] ; [33 43],[46.31736527 44.68263473] ; [38.68263473 37.31736527],0
u2,1,0.103854,2.645344,[ 7 12] ; [21 14],[9.85185185 9.14814815] ; [18.14814815 16.85185185],0
u1,1,0.104749,2.631706,[ 3 89] ; [ 7 69],[ 5.47619048 86.52380952] ; [ 4.52380952 71.47619048],0
s4,1,0.110901,2.541329,[16 76] ; [21 55],[20.26190476 71.73809524] ; [16.73809524 59.26190476],0
p8,1,0.11985,2.419277,[61 29] ; [42 33],[56.18181818 33.81818182] ; [46.81818182 28.18181818],0
n2,1,0.138089,2.199129,[17  3] ; [15  8],[14.88372093  5.11627907] ; [17.11627907  5.88372093],0
p5,1,0.141307,2.163672,[17 74] ; [ 8 68],[13.62275449 77.37724551] ; [11.37724551 64.62275449],0
p11,1,0.162637,1.949536,[77 15] ; [57 19],[73.38095238 18.61904762] ; [60.61904762 15.38095238],0
n4,1,0.166893,1.910629,[73 18] ; [54 22],[69.20359281 21.79640719] ; [57.79640719 18.20359281],0
a1,1,0.215584,1.533528,[ 8 84] ; [ 3 73],[ 6.02380952 85.97619048] ; [ 4.97619048 71.02380952],0
r3,1,0.21895,1.511238,[87  5] ; [68  8],[84.88095238  7.11904762] ; [70.11904762  5.88095238],0
p1,1,0.21895,1.511238,[ 5 87] ; [ 8 68],[ 7.11904762 84.88095238] ; [ 5.88095238 70.11904762],0
a4,1,0.283114,1.152081,[41 50] ; [28 48],[37.5988024 53.4011976] ; [31.4011976 44.5988024],0
b4,1,0.297675,1.084581,[51 41] ; [36 40],[47.64285714 44.35714286] ; [39.35714286 36.64285714],0
s7,1,0.299709,1.075489,[53 37] ; [36 35],[49.7515528 40.2484472] ; [39.2484472 31.7515528],0
p4,1,0.335386,0.927991,[60 31] ; [44 31],[57.01204819 33.98795181] ; [46.98795181 28.01204819],0
n6,1,0.335929,0.925905,[76 15] ; [59 17],[73.56287425 17.43712575] ; [61.43712575 14.56287425],0
p2,1,0.338874,0.914686,[80 11] ; [62 13],[77.84337349 13.15662651] ; [64.15662651 10.84337349],0
r2,1,0.392227,0.732026,[80  9] ; [65 11],[78.21212121 10.78787879] ; [66.78787879  9.21212121],0
a8,1,0.48142,0.495644,[12 77] ; [ 7 64],[10.56875 78.43125] ; [ 8.43125 62.56875],0
a2,1,0.516213,0.421452,[ 6 86] ; [ 7 69],[ 7.11904762 84.88095238] ; [ 5.88095238 70.11904762],0
r4,1,0.59568,0.281561,[79 13] ; [63 13],[77.76190476 14.23809524] ; [64.23809524 11.76190476],0
p6,1,0.616786,0.25041,[41 48] ; [37 37],[42.58895706 46.41104294] ; [35.41104294 38.58895706],0
n3,1,0.691884,0.157054,[15  5] ; [16  7],[14.41860465  5.58139535] ; [16.58139535  6.41860465],0
v4,1,0.70495,0.143374,[84  7] ; [68  7],[83.3253012  7.6746988] ; [68.6746988  6.3253012],0
s3,1,0.743196,0.107338,[57 35] ; [44 30],[55.97590361 36.02409639] ; [45.02409639 28.97590361],0
b5,1,0.748851,0.102499,[41 51] ; [32 44],[39.97619048 52.02380952] ; [33.02380952 42.97619048],0
a5,1,0.77105,0.084682,[61 31] ; [52 24],[61.88095238 30.11904762] ; [51.11904762 24.88095238],0
s6,1,0.775919,0.081021,[58 31] ; [46 27],[57.13580247 31.86419753] ; [46.86419753 26.13580247],0
p12,1,0.791244,0.070064,[ 4 86] ; [ 4 71],[ 4.36363636 85.63636364] ; [ 3.63636364 71.36363636],0
s1,1,0.82199,0.050619,[ 3 88] ; [ 3 73],[ 3.26946108 87.73053892] ; [ 2.73053892 73.26946108],0
u3,1,0.835942,0.042885,[ 9 10] ; [16 20],[ 8.63636364 10.36363636] ; [16.36363636 19.63636364],0
d1,1,0.841932,0.03977,[45 47] ; [36 40],[44.35714286 47.64285714] ; [36.64285714 39.35714286],0
b1,1,0.888458,0.019672,[45 47] ; [38 38],[45.45238095 46.54761905] ; [37.54761905 38.45238095],0
d5,1,0.901922,0.015186,[69 22] ; [57 19],[68.65868263 22.34131737] ; [57.34131737 18.65868263],0
p3,1,0.919431,0.010231,[51 40] ; [42 34],[50.67664671 40.32335329] ; [42.32335329 33.67664671],0
d2,1,0.976439,0.000872,[45 47] ; [37 39],[44.9047619 47.0952381] ; [37.0952381 38.9047619],0
d3,1,1.0,0.0,[46 46] ; [38 38],[46. 46.] ; [38. 38.],0
