Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.437873,[13 23] ; [41  6],[23.42168675 12.57831325] ; [30.57831325 16.42168675],1
a3,1,0.188409,1.730017,[17 19] ; [29 18],[19.95180723 16.04819277] ; [26.04819277 20.95180723],0
a4,1,0.223679,1.480611,[11 24] ; [21 26],[13.65853659 21.34146341] ; [18.34146341 28.65853659],0
n3,1,0.274748,1.192886,[10  9] ; [10  4],[11.51515152  7.48484848] ; [8.48484848 5.51515152],0
p10,1,0.336306,0.924464,[13 22] ; [22 24],[15.12345679 19.87654321] ; [19.87654321 26.12345679],0
s5,1,0.385015,0.754628,[ 7 28] ; [12 30],[ 8.63636364 26.36363636] ; [10.36363636 31.63636364],0
p9,1,0.392345,0.731663,[14 19] ; [24 22],[15.87341772 17.12658228] ; [22.12658228 23.87341772],0
n4,1,0.414531,0.665767,[19 17] ; [29 18],[20.81927711 15.18072289] ; [27.18072289 19.81927711],0
p5,1,0.422151,0.644318,[ 1 35] ; [ 3 42],[ 1.77777778 34.22222222] ; [ 2.22222222 42.77777778],0
p4,1,0.456239,0.555105,[10 26] ; [16 29],[11.55555556 24.44444444] ; [14.44444444 30.55555556],0
d4,1,0.476702,0.506398,[21 15] ; [31 16],[22.55421687 13.44578313] ; [29.44578313 17.55421687],0
n6,1,0.476702,0.506398,[21 15] ; [31 16],[22.55421687 13.44578313] ; [29.44578313 17.55421687],0
a6,1,0.476702,0.506398,[15 21] ; [16 31],[13.44578313 22.55421687] ; [17.55421687 29.44578313],0
s1,1,0.476767,0.50625,[ 3 33] ; [ 6 39],[ 4. 32.] ; [ 5. 40.],0
n1,1,0.600472,0.274284,[9 9] ; [10  7],[9.77142857 8.22857143] ; [9.22857143 7.77142857],0
p3,1,0.629145,0.233222,[ 9 27] ; [14 33],[ 9.97590361 26.02409639] ; [13.02409639 33.97590361],0
a5,1,0.630377,0.23155,[18 18] ; [26 21],[19.08433735 16.91566265] ; [24.91566265 22.08433735],0
b1,1,0.640453,0.218151,[21 15] ; [25 22],[19.95180723 16.04819277] ; [26.04819277 20.95180723],0
a2,1,0.720781,0.127746,[ 1 35] ; [ 2 45],[ 1.30120482 34.69879518] ; [ 1.69879518 45.30120482],0
d3,1,0.729947,0.11916,[12 24] ; [14 33],[11.27710843 24.72289157] ; [14.72289157 32.27710843],0
p6,1,0.76463,0.089644,[ 7 28] ; [ 8 38],[ 6.48148148 28.51851852] ; [ 8.51851852 37.48148148],0
d1,1,0.7882,0.072172,[12 24] ; [17 30],[12.57831325 23.42168675] ; [16.42168675 30.57831325],0
n2,1,0.835975,0.042867,[14  5] ; [12  5],[13.72222222  5.27777778] ; [12.27777778  4.72222222],0
s4,1,0.83759,0.042015,[ 7 29] ; [10 37],[ 7.37349398 28.62650602] ; [ 9.62650602 37.37349398],0
u1,1,0.848201,0.036639,[ 1 35] ; [ 1 46],[ 0.86746988 35.13253012] ; [ 1.13253012 45.86746988],0
p12,1,0.856011,0.032926,[ 2 34] ; [ 3 43],[ 2.19512195 33.80487805] ; [ 2.80487805 43.19512195],0
p7,1,0.921867,0.00962,[11 25] ; [13 31],[10.8 25.2] ; [13.2 30.8],0
b4,1,0.923464,0.00923,[18 18] ; [24 23],[18.21686747 17.78313253] ; [23.78313253 23.21686747],0
d2,1,0.959849,0.002534,[15 19] ; [21 26],[15.11111111 18.88888889] ; [20.88888889 26.11111111],0
b2,1,0.984008,0.000402,[10 13] ; [14 18],[10.03636364 12.96363636] ; [13.96363636 18.03636364],0
b3,1,0.984008,0.000402,[10 13] ; [14 18],[10.03636364 12.96363636] ; [13.96363636 18.03636364],0
