Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.437873,[13 23] ; [41  6],[23.42168675 12.57831325] ; [30.57831325 16.42168675],1
r2,1,0.000416,12.460928,[23 12] ; [44  2],[28.95061728  6.04938272] ; [38.04938272  7.95061728],1
r3,1,0.002686,9.009163,[21 15] ; [41  6],[26.89156627  9.10843373] ; [35.10843373 11.89156627],0
v4,1,0.002873,8.886662,[20 16] ; [40  7],[26.02409639  9.97590361] ; [33.97590361 13.02409639],0
s8,1,0.003148,8.719692,[ 6 30] ; [22 24],[12.29268293 23.70731707] ; [15.70731707 30.29268293],0
v3,1,0.004375,8.12123,[ 4 31] ; [17 25],[ 9.54545455 25.45454545] ; [11.45454545 30.54545455],0
p1,1,0.008066,7.018782,[ 7 29] ; [ 1 46],[ 3.46987952 32.53012048] ; [ 4.53012048 42.46987952],0
u3,1,0.013427,6.11194,[ 6 13] ; [13  5],[9.75675676 9.24324324] ; [9.24324324 8.75675676],0
s6,1,0.028484,4.798531,[12 24] ; [26 19],[16.88888889 19.11111111] ; [21.11111111 23.88888889],0
s3,1,0.032992,4.546211,[10 25] ; [24 22],[14.69135802 20.30864198] ; [19.30864198 26.69135802],0
a1,1,0.040311,4.204767,[ 5 31] ; [ 1 46],[ 2.60240964 33.39759036] ; [ 3.39759036 43.60240964],0
u2,1,0.048259,3.900929,[ 5 14] ; [10  7],[ 7.91666667 11.08333333] ; [7.08333333 9.91666667],0
v1,1,0.054002,3.712625,[ 9 27] ; [21 25],[13.17073171 22.82926829] ; [16.82926829 29.17073171],0
v2,1,0.055511,3.666667,[ 8 25] ; [20 24],[12. 21.] ; [16. 28.],0
s7,1,0.056523,3.63659,[ 7 27] ; [18 26],[10.8974359 23.1025641] ; [14.1025641 29.8974359],0
s2,1,0.064755,3.41122,[10 26] ; [22 24],[14.04878049 21.95121951] ; [17.95121951 28.04878049],0
p11,1,0.078257,3.100744,[16 20] ; [30 17],[19.95180723 16.04819277] ; [26.04819277 20.95180723],0
n5,1,0.113499,2.504814,[25 11] ; [24 22],[21.51219512 14.48780488] ; [27.48780488 18.51219512],0
d5,1,0.130274,2.289233,[17 19] ; [30 17],[20.38554217 15.61445783] ; [26.61445783 20.38554217],0
p8,1,0.149458,2.077772,[10 26] ; [ 7 40],[ 7.37349398 28.62650602] ; [ 9.62650602 37.37349398],0
b5,1,0.174384,1.844842,[13 23] ; [24 23],[16.04819277 19.95180723] ; [20.95180723 26.04819277],0
