Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,43.157852,[ 2 43] ; [80 51],[20.96590909 24.03409091] ; [61.03409091 69.96590909],1
d4,1,4e-06,21.384816,[25 20] ; [115  16],[35.79545455  9.20454545] ; [104.20454545  26.79545455],1
a4,1,2.1e-05,18.118707,[ 7 37] ; [69 62],[19.10857143 24.89142857] ; [56.89142857 74.10857143],1
a5,1,0.000372,12.665793,[22 23] ; [101  30],[31.44886364 13.55113636] ; [91.55113636 39.44886364],1
d2,1,0.000644,11.645541,[ 8 37] ; [61 70],[17.64204545 27.35795455] ; [51.35795455 79.64204545],1
d3,1,0.001311,10.326425,[18 27] ; [88 43],[27.10227273 17.89772727] ; [78.89772727 52.10227273],0
b5,1,0.001597,9.962987,[21 24] ; [95 36],[29.65909091 15.34090909] ; [86.34090909 44.65909091],0
a2,1,0.003396,8.581282,[ 2 43] ; [32 99],[ 8.69318182 36.30681818] ; [ 25.30681818 105.69318182],0
s8,1,0.006138,7.50941,[10 35] ; [59 71],[17.74285714 27.25714286] ; [51.25714286 78.74285714],0
r2,1,0.013698,6.076654,[39  5] ; [126   3],[41.96531792  2.03468208] ; [123.03468208   5.96531792],0
p2,1,0.021002,5.326661,[27 18] ; [101  29],[32.91428571 12.08571429] ; [95.08571429 34.91428571],0
a3,1,0.025169,5.012204,[27 17] ; [102  28],[32.62068966 11.37931034] ; [96.37931034 33.62068966],0
v2,1,0.039279,4.248757,[21 21] ; [84 40],[26.56626506 15.43373494] ; [78.43373494 45.56626506],0
r3,1,0.040824,4.183298,[36  7] ; [122   8],[39.2716763  3.7283237] ; [118.7283237  11.2716763],0
r4,1,0.069604,3.292324,[34 11] ; [114  17],[37.84090909  7.15909091] ; [110.15909091  20.84090909],0
u1,1,0.072503,3.225427,[ 2 43] ; [ 19 112],[ 5.36931818 39.63068182] ; [ 15.63068182 115.36931818],0
s5,1,0.084761,2.971157,[ 9 35] ; [43 82],[13.53846154 30.46153846] ; [38.46153846 86.53846154],0
s2,1,0.106918,2.599202,[16 28] ; [66 65],[20.61714286 23.38285714] ; [61.38285714 69.61714286],0
b1,1,0.116793,2.459808,[21 24] ; [44 87],[16.61931818 28.38068182] ; [48.38068182 82.61931818],0
n2,1,0.158766,1.98594,[12  1] ; [28 10],[10.19607843  2.80392157] ; [29.80392157  8.19607843],0
p9,1,0.161034,1.964486,[32 13] ; [103  24],[35.31976744  9.68023256] ; [99.68023256 27.31976744],0
s6,1,0.17211,1.864466,[25 20] ; [85 42],[28.77906977 16.22093023] ; [81.22093023 45.77906977],0
v4,1,0.180724,1.791663,[39  5] ; [122   7],[40.94797688  3.05202312] ; [120.05202312   8.94797688],0
s4,1,0.185861,1.750123,[ 4 41] ; [ 22 107],[ 6.72413793 38.27586207] ; [ 19.27586207 109.72413793],0
n4,1,0.207312,1.590099,[27 17] ; [93 37],[30.34482759 13.65517241] ; [89.65517241 40.34482759],0
b4,1,0.242124,1.368185,[23 22] ; [80 51],[26.33522727 18.66477273] ; [76.66477273 54.33522727],0
s1,1,0.270227,1.215596,[ 4 40] ; [  6 124],[ 2.52873563 41.47126437] ; [  7.47126437 122.52873563],0
b2,1,0.273961,1.196807,[15 11] ; [33 40],[12.60606061 13.39393939] ; [35.39393939 37.60606061],0
b3,1,0.273961,1.196807,[15 11] ; [33 40],[12.60606061 13.39393939] ; [35.39393939 37.60606061],0
s7,1,0.305912,1.048241,[16 28] ; [57 69],[18.89411765 25.10588235] ; [54.10588235 71.89411765],0
a6,1,0.32407,0.97245,[25 20] ; [83 47],[27.77142857 17.22857143] ; [80.22857143 49.77142857],0
p10,1,0.344945,0.891965,[30 15] ; [94 33],[32.44186047 12.55813953] ; [91.55813953 35.44186047],0
p5,1,0.376877,0.780863,[ 1 44] ; [  7 122],[ 2.06896552 42.93103448] ; [  5.93103448 123.06896552],0
n3,1,0.376902,0.780781,[8 5] ; [29 10],[9.25 3.75] ; [27.75 11.25],0
v3,1,0.377447,0.779001,[16 28] ; [55 70],[18.4852071 25.5147929] ; [52.5147929 72.4852071],0
u3,1,0.391307,0.734876,[11  7] ; [14 15],[9.57446809 8.42553191] ; [15.42553191 13.57446809],0
p7,1,0.400605,0.706508,[19 24] ; [63 59],[21.36969697 21.63030303] ; [60.63030303 61.36969697],0
