Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,94.119536,[ 37 104] ; [98 14],[75.23715415 65.76284585] ; [59.76284585 52.23715415],1
s6,1,0.0,43.00694,[57 84] ; [89 20],[82.344 58.656] ; [63.656 45.344],1
s7,1,0.0,40.047099,[ 27 111] ; [62 43],[50.54320988 87.45679012] ; [38.45679012 66.54320988],1
s8,1,0.0,34.120433,[ 24 120] ; [57 55],[45.5625 98.4375] ; [35.4375 76.5625],1
s5,1,1.6e-05,18.564829,[ 20 119] ; [41 66],[ 34.46747967 104.53252033] ; [26.53252033 80.46747967],1
s4,1,8.7e-05,15.395382,[ 15 128] ; [33 77],[ 27.13043478 115.86956522] ; [20.86956522 89.13043478],1
p10,1,0.000562,11.896667,[88 53] ; [89 19],[100.22891566  40.77108434] ; [76.77108434 31.22891566],1
d4,1,0.003509,8.521874,[88 55] ; [88 24],[98.69803922 44.30196078] ; [77.30196078 34.69803922],0
n5,1,0.005519,7.701115,[81 61] ; [82 29],[91.48616601 50.51383399] ; [71.51383399 39.48616601],0
r3,1,0.007426,7.166941,[126  17] ; [107   3],[131.69565217  11.30434783] ; [101.30434783   8.69565217],0
r4,1,0.010943,6.474626,[111  33] ; [100  12],[118.6875  25.3125] ; [92.3125 19.6875],0
r1,1,0.012481,6.241259,[86 57] ; [84 28],[95.33333333 47.66666667] ; [74.66666667 37.33333333],0
p5,1,0.026096,4.949671,[  9 135] ; [16 93],[ 14.22924901 129.77075099] ; [10.77075099 98.22924901],0
p7,1,0.026594,4.917007,[75 65] ; [71 34],[83.42857143 56.57142857] ; [62.57142857 42.42857143],0
d3,1,0.039355,4.245484,[73 70] ; [71 40],[81.07086614 61.92913386] ; [62.92913386 48.07086614],0
u3,1,0.039741,4.228895,[41 42] ; [40 20],[47.01398601 35.98601399] ; [33.98601399 26.01398601],0
p1,1,0.046594,3.959992,[  8 136] ; [14 97],[ 12.42352941 131.57647059] ; [  9.57647059 101.42352941],0
b1,1,0.052423,3.762217,[46 98] ; [49 63],[53.4375 90.5625] ; [41.5625 70.4375],0
n2,1,0.056759,3.62963,[28 17] ; [21  4],[31.5 13.5] ; [17.5  7.5],0
r2,1,0.062698,3.464537,[123  19] ; [105   7],[127.46456693  14.53543307] ; [100.53543307  11.46456693],0
p4,1,0.069558,3.293429,[60 81] ; [60 51],[67.14285714 73.85714286] ; [52.85714286 58.14285714],0
d1,1,0.07544,3.160494,[ 39 105] ; [42 70],[45.5625 98.4375] ; [35.4375 76.5625],0
p12,1,0.084294,2.980098,[  3 140] ; [  7 103],[  5.65217391 137.34782609] ; [  4.34782609 105.65217391],0
p9,1,0.090645,2.862889,[102  40] ; [86 20],[107.64516129  34.35483871] ; [80.35483871 25.64516129],0
d5,1,0.093859,2.806905,[88 56] ; [79 32],[94.30588235 49.69411765] ; [72.69411765 38.30588235],0
p6,1,0.117901,2.444979,[ 40 100] ; [41 67],[45.72580645 94.27419355] ; [35.27419355 72.72580645],0
u1,1,0.134446,2.240399,[  2 142] ; [  5 107],[  3.9375 140.0625] ; [  3.0625 108.9375],0
v1,1,0.17357,1.851834,[56 84] ; [53 56],[61.28514056 78.71485944] ; [47.71485944 61.28514056],0
p8,1,0.21415,1.543145,[59 84] ; [54 56],[63.86956522 79.13043478] ; [49.13043478 60.86956522],0
n3,1,0.225952,1.466161,[34 12] ; [15 10],[31.74647887 14.25352113] ; [17.25352113  7.74647887],0
n4,1,0.24583,1.346849,[83 60] ; [73 39],[87.48235294 55.51764706] ; [68.51764706 43.48235294],0
n1,1,0.253028,1.306507,[14 32] ; [11 14],[16.1971831 29.8028169] ; [ 8.8028169 16.1971831],0
a6,1,0.328803,0.953606,[77 67] ; [53 59],[73.125 70.875] ; [56.875 55.125],0
b2,1,0.329941,0.94913,[21 52] ; [14 51],[18.51449275 54.48550725] ; [16.48550725 48.51449275],0
b3,1,0.329941,0.94913,[21 52] ; [14 51],[18.51449275 54.48550725] ; [16.48550725 48.51449275],0
p2,1,0.366411,0.815802,[110  34] ; [90 21],[112.94117647  31.05882353] ; [87.05882353 23.94117647],0
s1,1,0.439545,0.597471,[  5 138] ; [  6 103],[  6.24206349 136.75793651] ; [  4.75793651 104.24206349],0
a1,1,0.468908,0.524547,[  3 141] ; [  4 108],[  3.9375 140.0625] ; [  3.0625 108.9375],0
a7,1,0.59935,0.275978,[93 50] ; [75 35],[94.95652174 48.04347826] ; [73.04347826 36.95652174],0
a8,1,0.654178,0.200673,[ 14 119] ; [13 92],[ 15.08823529 117.91176471] ; [11.91176471 93.08823529],0
u2,1,0.659626,0.193978,[47 35] ; [36 23],[48.26950355 33.73049645] ; [34.73049645 24.26950355],0
a4,1,0.682633,0.167177,[ 24 119] ; [21 91],[ 25.23529412 117.76470588] ; [19.76470588 92.23529412],0
d2,1,0.716212,0.132151,[ 28 115] ; [24 88],[ 29.16078431 113.83921569] ; [22.83921569 89.16078431],0
a3,1,0.717658,0.130748,[61 80] ; [51 61],[62.41897233 78.58102767] ; [49.58102767 62.41897233],0
p11,1,0.766855,0.087907,[104  40] ; [79 33],[102.9375  41.0625] ; [80.0625 31.9375],0
b4,1,0.785503,0.074068,[86 58] ; [65 47],[84.9375 59.0625] ; [66.0625 45.9375],0
b5,1,0.820582,0.051437,[88 56] ; [70 42],[88.875 55.125] ; [69.125 42.875],0
n6,1,0.835283,0.043235,[111  33] ; [86 24],[111.68503937  32.31496063] ; [85.31496063 24.68503937],0
v2,1,0.885124,0.020873,[61 75] ; [47 60],[60.44444444 75.55555556] ; [47.55555556 59.44444444],0
p3,1,0.929408,0.007848,[55 89] ; [43 68],[55.34117647 88.65882353] ; [42.65882353 68.34117647],0
v3,1,0.978634,0.000717,[45 96] ; [34 72],[45.09716599 95.90283401] ; [33.90283401 72.09716599],0
