Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,60.420637,[63 25] ; [ 6 61],[39.17419355 48.82580645] ; [29.82580645 37.17419355],1
d5,1,0.0,39.703265,[87  2] ; [39 29],[71.42675159 17.57324841] ; [54.57324841 13.42675159],1
d3,1,9e-06,19.726169,[74 15] ; [34 34],[61.22292994 27.77707006] ; [46.77707006 21.22292994],1
a5,1,3.5e-05,17.130568,[68 21] ; [30 38],[55.55414013 33.44585987] ; [42.44585987 25.55414013],1
a3,1,0.00013,14.638428,[71 18] ; [34 33],[59.90384615 29.09615385] ; [45.09615385 21.90384615],1
a4,1,0.000164,14.207062,[44 44] ; [14 54],[32.71794872 55.28205128] ; [25.28205128 42.71794872],1
v2,1,0.002925,8.85346,[48 37] ; [22 46],[38.88888889 46.11111111] ; [31.11111111 36.88888889],0
a2,1,0.009811,6.668902,[16 73] ; [ 3 65],[10.77070064 78.22929936] ; [ 8.22929936 59.77070064],0
s8,1,0.021385,5.295165,[35 54] ; [15 53],[28.34394904 60.65605096] ; [21.65605096 46.34394904],0
a8,1,0.048645,3.887566,[ 4 81] ; [ 9 56],[ 7.36666667 77.63333333] ; [ 5.63333333 59.36666667],0
r2,1,0.076534,3.137003,[71 13] ; [48 18],[66.64 17.36] ; [52.36 13.64],0
p6,1,0.131114,2.279266,[32 51] ; [18 49],[27.66666667 55.33333333] ; [22.33333333 44.66666667],0
n2,1,0.159969,1.974517,[23 11] ; [17  3],[25.18518519  8.81481481] ; [14.81481481  5.18518519],0
p1,1,0.171302,1.871515,[11 78] ; [ 4 64],[ 8.50318471 80.49681529] ; [ 6.49681529 61.50318471],0
u1,1,0.182819,1.774556,[ 9 80] ; [ 3 65],[ 6.80254777 82.19745223] ; [ 5.19745223 62.80254777],0
p4,1,0.220978,1.498006,[47 40] ; [30 38],[43.21935484 43.78064516] ; [33.78064516 34.21935484],0
u2,1,0.267663,1.228684,[ 8 10] ; [20 13],[9.88235294 8.11764706] ; [18.11764706 14.88235294],0
a1,1,0.273817,1.197523,[ 6 83] ; [ 8 60],[ 7.93630573 81.06369427] ; [ 6.06369427 61.93630573],0
n4,1,0.299742,1.075344,[62 27] ; [42 26],[58.95541401 30.04458599] ; [45.04458599 22.95541401],0
p3,1,0.355564,0.853502,[41 46] ; [27 41],[38.16774194 48.83225806] ; [29.83225806 38.16774194],0
p2,1,0.356323,0.850813,[58 29] ; [50 18],[60.61935484 26.38064516] ; [47.38064516 20.61935484],0
v3,1,0.357386,0.847059,[31 54] ; [20 48],[28.33333333 56.66666667] ; [22.66666667 45.33333333],0
u3,1,0.369271,0.806117,[10  8] ; [14 19],[8.47058824 9.52941176] ; [15.52941176 17.47058824],0
b4,1,0.39398,0.726624,[57 32] ; [39 29],[54.42038217 34.57961783] ; [41.57961783 26.42038217],0
n1,1,0.395689,0.721389,[11 22] ; [ 9 11],[12.45283019 20.54716981] ; [ 7.54716981 12.45283019],0
n5,1,0.397447,0.716036,[59 30] ; [40 27],[56.48076923 32.51923077] ; [42.51923077 24.48076923],0
p12,1,0.446867,0.578587,[ 3 85] ; [ 4 63],[ 3.97419355 84.02580645] ; [ 3.02580645 63.97419355],0
p7,1,0.484411,0.488917,[41 47] ; [34 31],[43.1372549 44.8627451] ; [31.8627451 33.1372549],0
p11,1,0.486002,0.485366,[66 23] ; [47 21],[64.05732484 24.94267516] ; [48.94267516 19.05732484],0
p8,1,0.53023,0.39395,[32 53] ; [29 39],[33.88888889 51.11111111] ; [27.11111111 40.88888889],0
b2,1,0.568647,0.324952,[24 35] ; [14 26],[22.64646465 36.35353535] ; [15.35353535 24.64646465],0
b3,1,0.568647,0.324952,[24 35] ; [14 26],[22.64646465 36.35353535] ; [15.35353535 24.64646465],0
s5,1,0.568709,0.324848,[26 57] ; [17 46],[24.44520548 58.55479452] ; [18.55479452 44.44520548],0
s2,1,0.570828,0.321299,[42 47] ; [29 39],[40.24840764 48.75159236] ; [30.75159236 37.24840764],0
v4,1,0.584763,0.298598,[73 16] ; [58 10],[74.2611465 14.7388535] ; [56.7388535 11.2611465],0
s1,1,0.605384,0.266952,[ 4 84] ; [ 2 66],[ 3.38461538 84.61538462] ; [ 2.61538462 65.38461538],0
