Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.02904,4.765251,[58 16] ; [27  1],[61.66666667 12.33333333] ; [23.33333333  4.66666667],0
u3,1,0.0348,4.454957,[15  7] ; [2 6],[12.46666667  9.53333333] ; [4.53333333 3.46666667],0
n6,1,0.037851,4.3117,[65  9] ; [19  8],[61.54455446 12.45544554] ; [22.45544554  4.54455446],0
p9,1,0.044145,4.051022,[63  9] ; [19  8],[59.63636364 12.36363636] ; [22.36363636  4.63636364],0
p2,1,0.049234,3.867372,[59 15] ; [17 11],[55.1372549 18.8627451] ; [20.8627451  7.1372549],0
p8,1,0.085506,2.957013,[31 40] ; [ 7 21],[27.25252525 43.74747475] ; [10.74747475 17.25252525],0
d3,1,0.086968,2.929615,[34 41] ; [18 10],[37.86407767 37.13592233] ; [14.13592233 13.86407767],0
a7,1,0.115331,2.479607,[43 31] ; [21  7],[46.43137255 27.56862745] ; [17.56862745 10.43137255],0
b3,1,0.160099,1.973286,[24 27] ; [ 4 11],[21.63636364 29.36363636] ; [6.36363636 8.63636364],0
b2,1,0.160099,1.973286,[24 27] ; [ 4 11],[21.63636364 29.36363636] ; [6.36363636 8.63636364],0
n5,1,0.166068,1.918081,[52 22] ; [15 12],[49.08910891 24.91089109] ; [17.91089109  9.08910891],0
s8,1,0.18311,1.772201,[34 40] ; [17 11],[37. 37.] ; [14. 14.],0
d5,1,0.186035,1.748744,[55 20] ; [24  4],[57.52427184 17.47572816] ; [21.47572816  6.52427184],0
p10,1,0.219989,1.504443,[61 13] ; [20  8],[58.76470588 15.23529412] ; [22.23529412  5.76470588],0
p7,1,0.243152,1.362228,[41 28] ; [13 15],[38.41237113 30.58762887] ; [15.58762887 12.41237113],0
b5,1,0.264479,1.245159,[39 36] ; [18 10],[41.50485437 33.49514563] ; [15.49514563 12.50485437],0
b1,1,0.27355,1.198857,[26 49] ; [13 15],[28.39805825 46.60194175] ; [10.60194175 17.39805825],0
r1,1,0.275169,1.190795,[61 14] ; [20  8],[58.98058252 16.01941748] ; [22.01941748  5.98058252],0
v3,1,0.298085,1.082742,[23 49] ; [ 6 22],[20.88 51.12] ; [ 8.12 19.88],0
a8,1,0.298311,1.081731,[ 9 55] ; [ 6 20],[10.66666667 53.33333333] ; [ 4.33333333 21.66666667],0
s2,1,0.303881,1.057086,[51 24] ; [16 12],[48.78640777 26.21359223] ; [18.21359223  9.78640777],0
p5,1,0.323599,0.974344,[ 7 67] ; [ 1 27],[ 5.80392157 68.19607843] ; [ 2.19607843 25.80392157],0
s3,1,0.33006,0.948661,[51 21] ; [17 11],[48.96 23.04] ; [19.04  8.96],0
s4,1,0.362226,0.830162,[17 56] ; [ 9 19],[18.79207921 54.20792079] ; [ 7.20792079 20.79207921],0
u2,1,0.375728,0.784632,[ 9 12] ; [2 6],[ 7.96551724 13.03448276] ; [3.03448276 4.96551724],0
d2,1,0.443779,0.586492,[36 38] ; [16 12],[37.7254902 36.2745098] ; [14.2745098 13.7254902],0
p1,1,0.453933,0.560812,[ 9 64] ; [ 2 26],[ 7.95049505 65.04950495] ; [ 3.04950495 24.95049505],0
a6,1,0.490513,0.4754,[42 32] ; [18 10],[43.52941176 30.47058824] ; [16.47058824 11.52941176],0
d1,1,0.61485,0.253172,[36 39] ; [15 13],[37.13592233 37.86407767] ; [13.86407767 14.13592233],0
n3,1,0.624321,0.239841,[11  5] ; [10  3],[11.5862069  4.4137931] ; [9.4137931 3.5862069],0
p6,1,0.627522,0.235436,[15 58] ; [ 7 21],[15.9009901 57.0990099] ; [ 6.0990099 21.9009901],0
n4,1,0.634007,0.226667,[51 24] ; [17 10],[50. 25.] ; [18.  9.],0
a5,1,0.680542,0.169517,[54 21] ; [19  9],[53.15533981 21.84466019] ; [19.84466019  8.15533981],0
r3,1,0.693595,0.155221,[67  6] ; [25  3],[66.4950495  6.5049505] ; [25.5049505  2.4950495],0
a1,1,0.711249,0.137033,[ 4 71] ; [ 1 27],[ 3.6407767 71.3592233] ; [ 1.3592233 26.6407767],0
n1,1,0.773675,0.082697,[9 7] ; [8 5],[9.37931034 6.62068966] ; [7.62068966 5.37931034],0
s6,1,0.799456,0.064542,[59 14] ; [22  6],[58.54455446 14.45544554] ; [22.45544554  5.54455446],0
a2,1,0.806761,0.059832,[15 60] ; [ 5 23],[14.5631068 60.4368932] ; [ 5.4368932 22.5631068],0
a3,1,0.807479,0.05938,[53 21] ; [20  7],[53.48514851 20.51485149] ; [19.51485149  7.48514851],0
u1,1,0.830786,0.045665,[12 63] ; [ 4 24],[11.65048544 63.34951456] ; [ 4.34951456 23.65048544],0
b4,1,0.85578,0.033032,[47 28] ; [17 11],[46.60194175 28.39805825] ; [17.39805825 10.60194175],0
a4,1,0.889036,0.019467,[31 44] ; [12 16],[31.31067961 43.68932039] ; [11.68932039 16.31067961],0
r4,1,0.900142,0.015746,[65 10] ; [24  4],[64.80582524 10.19417476] ; [24.19417476  3.80582524],0
v2,1,0.948889,0.004109,[38 32] ; [15 13],[37.85714286 32.14285714] ; [15.14285714 12.85714286],0
p3,1,0.954251,0.003291,[21 54] ; [ 8 20],[21.11650485 53.88349515] ; [ 7.88349515 20.11650485],0
s7,1,0.965192,0.001904,[40 34] ; [15 13],[39.90196078 34.09803922] ; [15.09803922 12.90196078],0
v4,1,0.972147,0.001219,[67  5] ; [26  2],[66.96  5.04] ; [26.04  1.96],0
v1,1,0.985612,0.000325,[38 35] ; [14 13],[37.96 35.04] ; [14.04 12.96],0
