Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,30.248155,[105  13] ; [12 16],[94.56164384 23.43835616] ; [22.43835616  5.56164384],1
n4,1,2e-06,23.142012,[103  15] ; [13 15],[93.75342466 24.24657534] ; [22.24657534  5.75342466],1
p9,1,0.000682,11.538606,[106  12] ; [18 10],[100.21917808  17.78082192] ; [23.78082192  4.21917808],1
p10,1,0.000762,11.330891,[100  17] ; [16 12],[93.6 23.4] ; [22.4  5.6],1
p2,1,0.004445,8.092268,[101  16] ; [17 10],[95.875 21.125] ; [22.125  4.875],0
b1,1,0.006864,7.30814,[55 63] ; [21  7],[61.42465753 56.57534247] ; [14.57534247 13.42465753],0
s8,1,0.007387,7.176305,[71 47] ; [ 9 19],[64.65753425 53.34246575] ; [15.34246575 12.65753425],0
v3,1,0.013081,6.158168,[55 62] ; [ 5 20],[49.43661972 67.56338028] ; [10.56338028 14.43661972],0
u2,1,0.01863,5.535927,[13 17] ; [10  2],[16.42857143 13.57142857] ; [6.57142857 5.42857143],0
p11,1,0.018889,5.511746,[96 22] ; [17 11],[91.32876712 26.67123288] ; [21.67123288  6.32876712],0
d1,1,0.018977,5.50364,[67 51] ; [ 9 19],[61.42465753 56.57534247] ; [14.57534247 13.42465753],0
p3,1,0.021377,5.295768,[82 36] ; [13 15],[76.78082192 41.21917808] ; [18.21917808  9.78082192],0
r1,1,0.036636,4.367254,[87 31] ; [15 13],[82.43835616 35.56164384] ; [19.56164384  8.43835616],0
s7,1,0.041282,4.164417,[73 41] ; [11 15],[68.4 45.6] ; [15.6 10.4],0
r4,1,0.052591,3.756856,[99 19] ; [19  9],[95.36986301 22.63013699] ; [22.63013699  5.36986301],0
d5,1,0.052594,3.756775,[95 22] ; [18 10],[91.17931034 25.82068966] ; [21.82068966  6.17931034],0
a5,1,0.072885,3.216812,[84 34] ; [15 13],[80.01369863 37.98630137] ; [18.98630137  9.01369863],0
a3,1,0.083461,2.996182,[87 31] ; [16 12],[83.24657534 34.75342466] ; [19.75342466  8.24657534],0
v4,1,0.083883,2.988009,[109   9] ; [22  5],[106.60689655  11.39310345] ; [24.39310345  2.60689655],0
d4,1,0.088109,2.908579,[93 24] ; [18 10],[89.56551724 27.43448276] ; [21.43448276  6.56551724],0
s6,1,0.117798,2.446354,[86 28] ; [17 11],[82.69014085 31.30985915] ; [20.30985915  7.69014085],0
n1,1,0.128822,2.306645,[12 15] ; [6 2],[13.88571429 13.11428571] ; [4.11428571 3.88571429],0
