Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3.4e-05,17.207269,[11 43] ; [11  3],[17.47058824 36.52941176] ; [4.52941176 9.47058824],1
p5,1,0.000778,11.293147,[ 2 48] ; [5 9],[ 5.46875 44.53125] ; [ 1.53125 12.46875],1
s5,1,0.004205,8.193277,[15 36] ; [10  4],[19.61538462 31.38461538] ; [5.38461538 8.61538462],0
v1,1,0.022149,5.23404,[22 28] ; [11  3],[25.78125 24.21875] ; [7.21875 6.78125],0
n5,1,0.03097,4.654648,[34 20] ; [13  1],[37.32352941 16.67647059] ; [9.67647059 4.32352941],0
p7,1,0.049711,3.851172,[17 36] ; [8 5],[20.07575758 32.92424242] ; [4.92424242 8.07575758],0
p4,1,0.072366,3.228529,[15 39] ; [7 6],[17.73134328 36.26865672] ; [4.26865672 8.73134328],0
p12,1,0.123937,2.366851,[ 4 50] ; [ 3 11],[ 5.55882353 48.44117647] ; [ 1.44117647 12.55882353],0
p1,1,0.123937,2.366851,[ 4 50] ; [ 3 11],[ 5.55882353 48.44117647] ; [ 1.44117647 12.55882353],0
a5,1,0.130936,2.281375,[40 14] ; [13  1],[42.08823529 11.91176471] ; [10.91176471  3.08823529],0
a3,1,0.166732,1.912083,[44 10] ; [9 5],[42.08823529 11.91176471] ; [10.91176471  3.08823529],0
n6,1,0.192144,1.701099,[41 13] ; [12  1],[42.71641791 11.28358209] ; [10.28358209  2.71641791],0
n3,1,0.2113,1.5625,[14  6] ; [2 3],[12.8  7.2] ; [3.2 1.8],0
u2,1,0.263552,1.25,[7 3] ; [2 3],[6. 4.] ; [3. 2.],0
p9,1,0.268799,1.222867,[37 15] ; [12  2],[38.60606061 13.39393939] ; [10.39393939  3.60606061],0
n1,1,0.307434,1.041667,[11  9] ; [4 1],[12.  8.] ; [3. 2.],0
p3,1,0.317181,1.000533,[17 37] ; [6 7],[18.53731343 35.46268657] ; [4.46268657 8.53731343],0
d3,1,0.320224,0.988032,[33 20] ; [10  3],[34.53030303 18.46969697] ; [8.46969697 4.53030303],0
v3,1,0.345887,0.888491,[24 24] ; [5 9],[22.4516129 25.5483871] ; [6.5483871 7.4516129],0
b2,1,0.388952,0.742216,[18 27] ; [5 4],[19.16666667 25.83333333] ; [3.83333333 5.16666667],0
b3,1,0.388952,0.742216,[18 27] ; [5 4],[19.16666667 25.83333333] ; [3.83333333 5.16666667],0
d1,1,0.390248,0.738168,[36 18] ; [11  3],[37.32352941 16.67647059] ; [9.67647059 4.32352941],0
d2,1,0.412864,0.670537,[35 18] ; [7 6],[33.72727273 19.27272727] ; [8.27272727 4.72727273],0
s1,1,0.418754,0.653809,[ 4 50] ; [ 2 12],[ 4.76470588 49.23529412] ; [ 1.23529412 12.76470588],0
r3,1,0.418754,0.653809,[50  4] ; [12  2],[49.23529412  4.76470588] ; [12.76470588  1.23529412],0
s8,1,0.474195,0.512183,[36 18] ; [10  3],[37.07462687 16.92537313] ; [8.92537313 4.07462687],0
a7,1,0.475547,0.509059,[33 21] ; [10  4],[34.14705882 19.85294118] ; [8.85294118 5.14705882],0
d5,1,0.488896,0.478955,[45  8] ; [10  3],[44.16666667  8.83333333] ; [10.83333333  2.16666667],0
d4,1,0.488896,0.478955,[45  8] ; [10  3],[44.16666667  8.83333333] ; [10.83333333  2.16666667],0
a6,1,0.526965,0.40024,[36 17] ; [10  3],[36.93939394 16.06060606] ; [9.06060606 3.93939394],0
s2,1,0.554745,0.348886,[34 20] ; [10  4],[34.94117647 19.05882353] ; [9.05882353 4.94117647],0
a2,1,0.561391,0.337302,[15 39] ; [5 9],[15.88235294 38.11764706] ; [4.11764706 9.88235294],0
a8,1,0.628257,0.234432,[ 7 45] ; [ 1 11],[ 6.5 45.5] ; [ 1.5 10.5],0
r4,1,0.677047,0.173469,[45  9] ; [11  3],[44.47058824  9.52941176] ; [11.52941176  2.47058824],0
b5,1,0.689648,0.159467,[34 20] ; [8 6],[33.35294118 20.64705882] ; [8.64705882 5.35294118],0
a4,1,0.723752,0.124927,[28 26] ; [8 6],[28.58823529 25.41176471] ; [7.41176471 6.58823529],0
n4,1,0.729111,0.119929,[40 14] ; [11  3],[40.5 13.5] ; [10.5  3.5],0
u1,1,0.729111,0.119929,[14 40] ; [ 3 11],[13.5 40.5] ; [ 3.5 10.5],0
v2,1,0.745645,0.105227,[30 21] ; [7 6],[29.484375 21.515625] ; [7.515625 5.484375],0
b1,1,0.817903,0.053012,[29 25] ; [8 6],[29.38235294 24.61764706] ; [7.61764706 6.38235294],0
u4,1,0.822031,0.050595,[ 3 51] ; [ 1 13],[ 3.17647059 50.82352941] ; [ 0.82352941 13.17647059],0
s3,1,0.829901,0.046151,[39 15] ; [9 4],[38.68656716 15.31343284] ; [9.31343284 3.68656716],0
p11,1,0.866739,0.028157,[36 18] ; [9 5],[35.73529412 18.26470588] ; [9.26470588 4.73529412],0
b4,1,0.927117,0.008367,[34 20] ; [9 5],[34.14705882 19.85294118] ; [8.85294118 5.14705882],0
s6,1,0.930464,0.007615,[43 11] ; [11  3],[42.88235294 11.11764706] ; [11.11764706  2.88235294],0
p10,1,0.938276,0.005996,[38 16] ; [10  4],[38.11764706 15.88235294] ; [9.88235294 4.11764706],0
r1,1,0.949113,0.004073,[42 12] ; [11  3],[42.08823529 11.91176471] ; [10.91176471  3.08823529],0
s4,1,0.949113,0.004073,[12 42] ; [ 3 11],[11.91176471 42.08823529] ; [ 3.08823529 10.91176471],0
