Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,35.263339,[110  23] ; [179 158],[81.78085106 51.21914894] ; [207.21914894 129.78085106],1
s2,1,0.0,34.086549,[87 46] ; [120 216],[58.70149254 74.29850746] ; [148.29850746 187.70149254],1
p5,1,2e-06,23.104555,[ 21 113] ; [ 11 324],[  9.14285714 124.85714286] ; [ 22.85714286 312.14285714],1
s3,1,3e-06,22.09746,[89 41] ; [148 187],[66.25806452 63.74193548] ; [170.74193548 164.25806452],1
s7,1,9e-06,19.682791,[75 54] ; [113 207],[54.01336303 74.98663697] ; [133.98663697 186.01336303],1
s8,1,1e-05,19.578564,[70 64] ; [103 235],[49.11440678 84.88559322] ; [123.88559322 214.11440678],1
v1,1,0.007764,7.087019,[74 58] ; [139 189],[61.12173913 70.87826087] ; [151.87826087 176.12173913],0
p9,1,0.013366,6.119987,[112  20] ; [247  86],[101.90967742  30.09032258] ; [257.09032258  75.90967742],0
v2,1,0.014729,5.948595,[84 47] ; [166 156],[72.29580574 58.70419426] ; [177.70419426 144.29580574],0
a3,1,0.016544,5.744092,[109  26] ; [237 102],[98.5443038 36.4556962] ; [247.4556962  91.5443038],0
p12,1,0.016885,5.708311,[ 12 123] ; [ 12 326],[  6.84989429 128.15010571] ; [ 17.15010571 320.84989429],0
r1,1,0.018139,5.582657,[115  17] ; [261  76],[105.82515991  26.17484009] ; [270.17484009  66.82515991],0
n6,1,0.022238,5.227097,[115  17] ; [263  75],[106.16170213  25.83829787] ; [271.83829787  66.16170213],0
d2,1,0.024484,5.060009,[80 54] ; [163 175],[68.98728814 65.01271186] ; [174.01271186 163.98728814],0
p7,1,0.028657,4.7881,[77 52] ; [162 173],[66.44612069 62.55387931] ; [172.55387931 162.44612069],0
s4,1,0.02958,4.733517,[ 27 106] ; [ 42 296],[ 19.48407643 113.51592357] ; [ 49.51592357 288.48407643],0
b5,1,0.036661,4.366086,[72 63] ; [216 123],[82.02531646 52.97468354] ; [205.97468354 133.02531646],0
v3,1,0.039122,4.255542,[60 71] ; [114 208],[50.31788079 80.68211921] ; [123.68211921 198.31788079],0
n2,1,0.039663,4.232236,[26  5] ; [59 33],[21.42276423  9.57723577] ; [63.57723577 28.42276423],0
p2,1,0.040211,4.208979,[113  21] ; [255  82],[104.69639066  29.30360934] ; [263.30360934  73.69639066],0
d4,1,0.057288,3.614217,[122  12] ; [286  53],[115.58562368  18.41437632] ; [292.41437632  46.58562368],0
a7,1,0.063246,3.450154,[93 41] ; [263  76],[100.85412262  33.14587738] ; [255.14587738  83.85412262],0
p10,1,0.080073,3.063429,[108  25] ; [247  89],[100.67164179  32.32835821] ; [254.32835821  81.67164179],0
d1,1,0.080737,3.049999,[97 38] ; [215 124],[88.86075949 46.13924051] ; [223.13924051 115.86075949],0
u1,1,0.09127,2.851833,[ 29 106] ; [ 51 288],[ 22.78481013 112.21518987] ; [ 57.21518987 281.78481013],0
p4,1,0.096865,2.756419,[72 62] ; [153 185],[63.87711864 70.12288136] ; [161.12288136 176.87711864],0
p3,1,0.106148,2.610649,[63 72] ; [130 207],[55.20127119 79.79872881] ; [137.79872881 199.20127119],0
b2,1,0.108383,2.577638,[32 51] ; [ 57 141],[26.28825623 56.71174377] ; [ 62.71174377 135.28825623],0
b3,1,0.108383,2.577638,[32 51] ; [ 57 141],[26.28825623 56.71174377] ; [ 62.71174377 135.28825623],0
r2,1,0.11877,2.433472,[127   5] ; [308  26],[123.21888412   8.78111588] ; [311.78111588  22.21888412],0
a5,1,0.1235,2.372367,[109  26] ; [251  88],[102.53164557  32.46835443] ; [257.46835443  81.53164557],0
n1,1,0.124343,2.36174,[15 16] ; [30 61],[11.43442623 19.56557377] ; [33.56557377 57.43442623],0
p1,1,0.135548,2.227783,[ 10 123] ; [ 14 323],[  6.79148936 126.20851064] ; [ 17.20851064 319.79148936],0
a4,1,0.139893,2.179133,[69 66] ; [147 190],[61.77966102 73.22033898] ; [154.22033898 182.77966102],0
r3,1,0.156497,2.007757,[127   6] ; [311  28],[123.41949153   9.58050847] ; [314.58050847  24.41949153],0
a2,1,0.187772,1.735014,[38 97] ; [ 76 263],[ 32.46835443 102.53164557] ; [ 81.53164557 257.46835443],0
u2,1,0.224194,1.477319,[10 14] ; [56 45],[12.672 11.328] ; [53.328 47.672],0
v4,1,0.237502,1.395362,[124   7] ; [309  29],[120.9445629  10.0554371] ; [312.0554371  25.9445629],0
s1,1,0.2765,1.184211,[  5 125] ; [  7 331],[  3.33333333 126.66666667] ; [  8.66666667 329.33333333],0
a6,1,0.292774,1.10682,[91 44] ; [245  94],[95.69620253 39.30379747] ; [240.30379747  98.69620253],0
r4,1,0.328298,0.955599,[119  16] ; [287  52],[115.63291139  19.36708861] ; [290.36708861  48.63291139],0
p8,1,0.343971,0.895575,[58 74] ; [132 205],[53.47547974 78.52452026] ; [136.52452026 200.47547974],0
n5,1,0.363776,0.824816,[97 35] ; [234 104],[92.96170213 39.03829787] ; [238.03829787  99.96170213],0
n3,1,0.414287,0.666464,[23  8] ; [61 31],[21.17073171  9.82926829] ; [62.82926829 29.17073171],0
a8,1,0.459583,0.54691,[ 18 100] ; [ 39 272],[ 15.67832168 102.32167832] ; [ 41.32167832 269.67832168],0
p11,1,0.599933,0.275096,[98 37] ; [254  85],[100.25316456  34.74683544] ; [251.74683544  87.25316456],0
b4,1,0.717686,0.130721,[78 57] ; [202 137],[79.74683544 55.25316456] ; [200.25316456 138.74683544],0
u4,1,0.744693,0.106045,[  3 132] ; [  6 333],[  2.56329114 132.43670886] ; [  6.43670886 332.56329114],0
n4,1,0.805877,0.060393,[98 35] ; [246  93],[96.93220339 36.06779661] ; [247.06779661  91.93220339],0
d3,1,0.825683,0.048507,[95 40] ; [242  97],[95.98101266 39.01898734] ; [241.01898734  97.98101266],0
b1,1,0.830285,0.04594,[50 85] ; [122 217],[48.98734177 86.01265823] ; [123.01265823 215.98734177],0
a1,1,0.830984,0.045556,[  5 130] ; [ 14 325],[  5.41139241 129.58860759] ; [ 13.58860759 325.41139241],0
u3,1,0.83697,0.042342,[15 11] ; [56 45],[14.53543307 11.46456693] ; [56.46456693 44.53543307],0
