Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.158319,[147  21] ; [22 25],[132.05581395  35.94418605] ; [36.94418605 10.05581395],1
v3,1,2.5e-05,17.762475,[73 92] ; [ 5 42],[ 60.70754717 104.29245283] ; [17.29245283 29.70754717],1
n6,1,4e-05,16.870153,[148  20] ; [30 18],[138.44444444  29.55555556] ; [39.55555556  8.44444444],1
p2,1,0.000123,14.741268,[139  26] ; [28 20],[129.36619718  35.63380282] ; [37.63380282 10.36619718],1
s7,1,0.000221,13.642277,[96 69] ; [13 34],[84.83490566 80.16509434] ; [24.16509434 22.83490566],1
s8,1,0.000413,12.474451,[91 78] ; [12 36],[80.21658986 88.78341014] ; [22.78341014 25.21658986],1
p10,1,0.000686,11.526132,[140  25] ; [30 18],[131.69014085  33.30985915] ; [38.30985915  9.69014085],1
d5,1,0.000767,11.320571,[132  36] ; [26 22],[122.88888889  45.11111111] ; [35.11111111 12.88888889],1
p9,1,0.000882,11.059992,[148  19] ; [33 15],[140.59069767  26.40930233] ; [40.40930233  7.59069767],1
p3,1,0.00105,10.73738,[90 77] ; [13 35],[80.00465116 86.99534884] ; [22.99534884 25.00465116],0
a5,1,0.001154,10.561957,[126  43] ; [24 24],[116.8202765  52.1797235] ; [33.1797235 14.8202765],0
d1,1,0.002768,8.954421,[87 82] ; [13 35],[77.88018433 91.11981567] ; [22.11981567 25.88018433],0
s6,1,0.003805,8.374602,[112  51] ; [22 26],[103.51658768  59.48341232] ; [30.48341232 17.51658768],0
d4,1,0.008639,6.896053,[130  38] ; [28 20],[122.88888889  45.11111111] ; [35.11111111 12.88888889],0
p4,1,0.009715,6.686387,[96 71] ; [17 30],[88.18224299 78.81775701] ; [24.81775701 22.18224299],0
v2,1,0.015681,5.838284,[85 76] ; [15 31],[77.77777778 83.22222222] ; [22.22222222 23.77777778],0
a3,1,0.018053,5.590986,[125  44] ; [27 21],[118.37788018  50.62211982] ; [33.62211982 14.37788018],0
s3,1,0.020574,5.362536,[101  66] ; [20 28],[93.98604651 73.01395349] ; [27.01395349 20.98604651],0
a4,1,0.02296,5.171558,[80 88] ; [14 34],[73.11111111 94.88888889] ; [20.88888889 27.11111111],0
b3,1,0.030466,4.682813,[57 63] ; [ 7 21],[51.89189189 68.10810811] ; [12.10810811 15.89189189],0
b2,1,0.030466,4.682813,[57 63] ; [ 7 21],[51.89189189 68.10810811] ; [12.10810811 15.89189189],0
p8,1,0.031615,4.619262,[87 77] ; [17 31],[80.45283019 83.54716981] ; [23.54716981 24.45283019],0
r1,1,0.036202,4.387561,[128  41] ; [29 19],[122.2718894  46.7281106] ; [34.7281106 13.2718894],0
p5,1,0.050665,3.81932,[ 25 142] ; [ 2 45],[ 21.07009346 145.92990654] ; [ 5.92990654 41.07009346],0
d2,1,0.063209,3.451128,[85 83] ; [17 31],[79.33333333 88.66666667] ; [22.66666667 25.33333333],0
s2,1,0.080006,3.064786,[85 83] ; [17 30],[79.70232558 88.29767442] ; [22.29767442 24.70232558],0
r3,1,0.083757,2.99044,[160   9] ; [42  6],[157.31797235  11.68202765] ; [44.68202765  3.31797235],0
v4,1,0.111511,2.532681,[155  12] ; [41  7],[152.24186047  14.75813953] ; [43.75813953  4.24186047],0
p6,1,0.116694,2.461142,[ 63 100] ; [12 34],[ 58.49282297 104.50717703] ; [16.50717703 29.49282297],0
s5,1,0.123831,2.368178,[64 96] ; [13 34],[ 59.51690821 100.48309179] ; [17.48309179 29.51690821],0
p12,1,0.12513,2.35191,[ 14 150] ; [ 1 47],[ 11.60377358 152.39622642] ; [ 3.39622642 44.60377358],0
v1,1,0.131525,2.274415,[92 72] ; [21 27],[87.41509434 76.58490566] ; [25.58490566 22.41509434],0
u3,1,0.160416,1.970303,[17 27] ; [12  9],[19.63076923 24.36923077] ; [ 9.36923077 11.63076923],0
r2,1,0.207178,1.591036,[152  14] ; [41  7],[149.71028037  16.28971963] ; [43.28971963  4.71028037],0
n2,1,0.210163,1.570301,[26 10] ; [19  3],[27.93103448  8.06896552] ; [17.06896552  4.93103448],0
r4,1,0.220752,1.499478,[143  26] ; [37 11],[140.1843318  28.8156682] ; [39.8156682  8.1843318],0
a1,1,0.242729,1.364677,[  7 162] ; [ 4 44],[  8.56682028 160.43317972] ; [ 2.43317972 45.56682028],0
p7,1,0.277316,1.180197,[109  56] ; [27 20],[105.8490566  59.1509434] ; [30.1509434 16.8490566],0
d3,1,0.436667,0.605026,[74 95] ; [18 30],[71.64976959 97.35023041] ; [20.35023041 27.64976959],0
n3,1,0.499418,0.456174,[27  9] ; [14  7],[25.89473684 10.10526316] ; [15.10526316  5.89473684],0
u2,1,0.523943,0.406124,[23 20] ; [13  8],[24.1875 18.8125] ; [11.8125  9.1875],0
b5,1,0.537283,0.380598,[76 93] ; [24 24],[77.88018433 91.11981567] ; [22.11981567 25.88018433],0
a2,1,0.560513,0.338817,[ 15 154] ; [ 3 45],[ 14.01843318 154.98156682] ; [ 3.98156682 44.01843318],0
b4,1,0.586459,0.295908,[92 77] ; [24 24],[90.34101382 78.65898618] ; [25.65898618 22.34101382],0
s1,1,0.599416,0.275877,[  6 160] ; [ 1 47],[  5.42990654 160.57009346] ; [ 1.57009346 46.42990654],0
a6,1,0.60351,0.269734,[74 95] ; [19 29],[72.42857143 96.57142857] ; [20.57142857 27.42857143],0
a8,1,0.612437,0.256642,[ 18 141] ; [ 4 42],[ 17.06341463 141.93658537] ; [ 4.93658537 41.06341463],0
n1,1,0.639546,0.219336,[16 20] ; [ 8 13],[15.15789474 20.84210526] ; [ 8.84210526 12.15789474],0
b1,1,0.738205,0.11171,[75 94] ; [20 28],[73.98617512 95.01382488] ; [21.01382488 26.98617512],0
s4,1,0.962661,0.002192,[ 31 137] ; [ 9 39],[ 31.11111111 136.88888889] ; [ 8.88888889 39.11111111],0
p1,1,1.0,0.0,[ 14 154] ; [ 4 44],[ 14. 154.] ; [ 4. 44.],0
