Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,36.857239,[111  42] ; [29 60],[88.51239669 64.48760331] ; [51.48760331 37.51239669],1
a4,1,0.0,33.395174,[76 76] ; [12 79],[55.04526749 96.95473251] ; [32.95473251 58.04526749],1
d5,1,0.0,32.612065,[127  27] ; [44 48],[107.04878049  46.95121951] ; [63.95121951 28.04878049],1
d1,1,0.0,30.039451,[85 69] ; [18 74],[64.4796748 89.5203252] ; [38.5203252 53.4796748],1
d2,1,0.0,27.033533,[81 71] ; [18 74],[61.67213115 90.32786885] ; [37.32786885 54.67213115],1
n4,1,0.0,25.867713,[122  32] ; [44 48],[103.91869919  50.08130081] ; [62.08130081 29.91869919],1
d4,1,6.5e-05,15.94644,[121  33] ; [50 42],[107.04878049  46.95121951] ; [63.95121951 28.04878049],1
a6,1,0.000112,14.91723,[107  47] ; [41 51],[92.6504065 61.3495935] ; [55.3495935 36.6504065],1
r1,1,0.000461,12.269122,[109  44] ; [45 47],[96.17142857 56.82857143] ; [57.82857143 34.17142857],1
d3,1,0.000476,12.206447,[98 56] ; [37 54],[84.85714286 69.14285714] ; [50.14285714 40.85714286],1
u1,1,0.000846,11.138312,[ 21 133] ; [ 1 91],[ 13.77235772 140.22764228] ; [ 8.22764228 83.77235772],1
n5,1,0.005916,7.575594,[112  41] ; [51 40],[102.20901639  50.79098361] ; [60.79098361 30.20901639],0
s8,1,0.007507,7.147569,[ 40 112] ; [11 81],[ 31.7704918 120.2295082] ; [19.2295082 72.7704918],0
p5,1,0.010911,6.479827,[ 17 135] ; [ 2 90],[ 11.83606557 140.16393443] ; [ 7.16393443 84.83606557],0
r2,1,0.017708,5.624845,[135  16] ; [72 20],[128.62962963  22.37037037] ; [78.37037037 13.62962963],0
s6,1,0.029101,4.761606,[67 82] ; [28 63],[58.97916667 90.02083333] ; [36.02083333 54.97916667],0
p10,1,0.037183,4.341996,[100  51] ; [48 43],[92.34710744 58.65289256] ; [55.65289256 35.34710744],0
p4,1,0.039305,4.247635,[71 82] ; [30 61],[63.33196721 89.66803279] ; [37.66803279 53.33196721],0
n6,1,0.042894,4.099586,[118  35] ; [60 32],[111.15918367  41.84081633] ; [66.84081633 25.15918367],0
r4,1,0.060286,3.529492,[119  35] ; [61 31],[112.68292683  41.31707317] ; [67.31707317 24.68292683],0
a7,1,0.06985,3.286545,[100  54] ; [49 43],[93.27642276 60.72357724] ; [55.72357724 36.27642276],0
s7,1,0.081117,3.042376,[ 40 104] ; [16 74],[ 34.46153846 109.53846154] ; [21.53846154 68.46153846],0
b1,1,0.094937,2.788604,[72 82] ; [33 59],[65.73170732 88.26829268] ; [39.26829268 52.73170732],0
p7,1,0.106085,2.611591,[80 71] ; [38 52],[73.93360996 77.06639004] ; [44.06639004 45.93360996],0
p9,1,0.115129,2.482361,[107  43] ; [56 35],[101.45228216  48.54771784] ; [61.54771784 29.45228216],0
v1,1,0.144437,2.13004,[ 52 100] ; [23 68],[ 46.91358025 105.08641975] ; [28.08641975 62.91358025],0
p2,1,0.159902,1.975154,[112  40] ; [60 32],[107.14754098  44.85245902] ; [64.85245902 27.14754098],0
p11,1,0.161784,1.957472,[104  50] ; [54 38],[98.91056911 55.08943089] ; [59.08943089 32.91056911],0
b2,1,0.200302,1.64017,[36 57] ; [14 36],[32.51748252 60.48251748] ; [17.48251748 32.51748252],0
b3,1,0.200302,1.64017,[36 57] ; [14 36],[32.51748252 60.48251748] ; [17.48251748 32.51748252],0
n1,1,0.203217,1.619106,[23 29] ; [ 9 21],[20.29268293 31.70731707] ; [11.70731707 18.29268293],0
p8,1,0.230851,1.435611,[67 85] ; [33 58],[62.55144033 89.44855967] ; [37.44855967 53.55144033],0
r3,1,0.26152,1.260695,[127  26] ; [71 21],[123.64897959  29.35102041] ; [74.35102041 17.64897959],0
v4,1,0.319659,0.990342,[132  21] ; [75 17],[129.26938776  23.73061224] ; [77.73061224 14.26938776],0
p3,1,0.324764,0.969664,[56 97] ; [28 64],[ 52.45714286 100.54285714] ; [31.54285714 60.45714286],0
b5,1,0.361936,0.831163,[88 66] ; [58 34],[91.39837398 62.60162602] ; [54.60162602 37.39837398],0
u3,1,0.471657,0.518092,[21 21] ; [27 36],[19.2 22.8] ; [28.8 34.2],0
a1,1,0.477628,0.504275,[  8 146] ; [ 3 89],[  6.88617886 147.11382114] ; [ 4.11382114 87.88617886],0
s5,1,0.510924,0.432175,[ 27 124] ; [13 76],[ 25.16666667 125.83333333] ; [14.83333333 74.16666667],0
p1,1,0.560553,0.338748,[ 15 138] ; [ 7 85],[ 13.73877551 139.26122449] ; [ 8.26122449 83.73877551],0
n2,1,0.571284,0.320539,[34 20] ; [17 13],[32.78571429 21.21428571] ; [18.21428571 11.78571429],0
b4,1,0.57434,0.315475,[91 63] ; [51 41],[88.89430894 65.10569106] ; [53.10569106 38.89430894],0
p6,1,0.597986,0.278045,[ 39 114] ; [20 69],[ 37.30165289 115.69834711] ; [21.69834711 67.30165289],0
p12,1,0.607161,0.264329,[  5 146] ; [ 2 90],[  4.34979424 146.65020576] ; [ 2.65020576 89.34979424],0
u2,1,0.656024,0.19839,[21 22] ; [28 35],[19.87735849 23.12264151] ; [29.12264151 33.87735849],0
a8,1,0.76571,0.088799,[ 15 128] ; [10 75],[ 15.67982456 127.32017544] ; [ 9.32017544 75.67982456],0
s3,1,0.839765,0.040882,[ 38 116] ; [23 66],[ 38.65843621 115.34156379] ; [22.34156379 66.65843621],0
s1,1,0.878463,0.023384,[  6 146] ; [ 4 88],[  6.2295082 145.7704918] ; [ 3.7704918 88.2295082],0
v3,1,0.932979,0.007072,[ 24 128] ; [14 77],[ 23.76954733 128.23045267] ; [14.23045267 76.76954733],0
n3,1,0.952116,0.003606,[32 18] ; [19 11],[31.875 18.125] ; [19.125 10.875],0
s4,1,0.978646,0.000716,[ 18 134] ; [11 81],[ 18.06557377 133.93442623] ; [10.93442623 81.06557377],0
