Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,52.251218,[94  2] ; [17 20],[80.12030075 15.87969925] ; [30.87969925  6.12030075],1
u3,1,0.305945,1.048101,[23 16] ; [ 8 10],[21.21052632 17.78947368] ; [9.78947368 8.21052632],0
p8,1,0.342152,0.902353,[42 53] ; [13 24],[39.58333333 55.41666667] ; [15.41666667 21.58333333],0
d3,1,0.395132,0.723092,[63 32] ; [21 15],[60.91603053 34.08396947] ; [23.08396947 12.91603053],0
a3,1,0.402089,0.702069,[57 39] ; [19 18],[54.85714286 41.14285714] ; [21.14285714 15.85714286],0
s5,1,0.445331,0.582509,[18 76] ; [ 5 32],[16.50381679 77.49618321] ; [ 6.49618321 30.50381679],0
d2,1,0.500881,0.453069,[29 67] ; [ 9 28],[27.42857143 68.57142857] ; [10.57142857 26.42857143],0
a8,1,0.508332,0.4375,[ 5 85] ; [ 1 35],[ 4.28571429 85.71428571] ; [ 1.71428571 34.28571429],0
s1,1,0.535547,0.383856,[ 3 93] ; [ 2 35],[ 3.60902256 92.39097744] ; [ 1.39097744 35.60902256],0
p1,1,0.535547,0.383856,[ 3 93] ; [ 2 35],[ 3.60902256 92.39097744] ; [ 1.39097744 35.60902256],0
v3,1,0.538859,0.377659,[22 70] ; [ 7 30],[20.68217054 71.31782946] ; [ 8.31782946 28.68217054],0
n1,1,0.553746,0.350649,[ 8 24] ; [ 4 18],[ 7.11111111 24.88888889] ; [ 4.88888889 17.11111111],0
n5,1,0.570868,0.321232,[31 64] ; [14 23],[32.38636364 62.61363636] ; [12.61363636 24.38636364],0
b5,1,0.583048,0.301333,[62 34] ; [22 15],[60.63157895 35.36842105] ; [23.36842105 13.63157895],0
p4,1,0.693996,0.154793,[35 60] ; [15 22],[35.98484848 59.01515152] ; [14.01515152 22.98484848],0
s8,1,0.743245,0.107295,[15 80] ; [ 5 32],[14.39393939 80.60606061] ; [ 5.60606061 31.39393939],0
v1,1,0.799993,0.064189,[36 60] ; [13 24],[35.36842105 60.63157895] ; [13.63157895 23.36842105],0
p12,1,0.836115,0.042793,[ 2 93] ; [ 1 36],[ 2.15909091 92.84090909] ; [ 0.84090909 36.15909091],0
b2,1,0.837937,0.041834,[11 35] ; [ 5 14],[11.32307692 34.67692308] ; [ 4.67692308 14.32307692],0
b3,1,0.837937,0.041834,[11 35] ; [ 5 14],[11.32307692 34.67692308] ; [ 4.67692308 14.32307692],0
p5,1,0.843915,0.038765,[ 6 89] ; [ 2 35],[ 5.75757576 89.24242424] ; [ 2.24242424 34.75757576],0
s2,1,0.857281,0.032341,[14 81] ; [ 5 32],[13.67424242 81.32575758] ; [ 5.32575758 31.67424242],0
b4,1,0.904581,0.014371,[53 43] ; [20 17],[52.69172932 43.30827068] ; [20.30827068 16.69172932],0
a2,1,0.915752,0.011191,[11 85] ; [ 4 33],[10.82706767 85.17293233] ; [ 4.17293233 32.82706767],0
s4,1,0.933224,0.007021,[15 81] ; [ 6 31],[15.15789474 80.84210526] ; [ 5.84210526 31.15789474],0
s7,1,0.935136,0.006624,[19 73] ; [ 7 28],[18.83464567 73.16535433] ; [ 7.16535433 27.83464567],0
