Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,85.248977,[306  49] ; [63 74],[266.25  88.75] ; [102.75  34.25],1
n6,1,0.0,46.492486,[315  38] ; [86 51],[288.88367347  64.11632653] ; [112.11632653  24.88367347],1
p10,1,0.0,27.766467,[300  51] ; [87 49],[278.92607803  72.07392197] ; [108.07392197  27.92607803],1
p9,1,9e-06,19.740178,[309  42] ; [97 39],[292.6201232  58.3798768] ; [113.3798768  22.6201232],1
v1,1,3.4e-05,17.178501,[198 148] ; [48 85],[177.69519833 168.30480167] ; [68.30480167 64.69519833],1
p4,1,0.000171,14.125771,[228 127] ; [62 74],[209.67413442 145.32586558] ; [80.32586558 55.67413442],1
s6,1,0.001801,9.74163,[216 137] ; [62 74],[200.68302658 152.31697342] ; [77.31697342 58.68302658],0
s7,1,0.001912,9.631821,[151 187] ; [38 93],[136.20895522 201.79104478] ; [52.79104478 78.20895522],0
p11,1,0.004339,8.136221,[299  56] ; [100  37],[287.89634146  67.10365854] ; [111.10365854  25.89634146],0
p8,1,0.013314,6.126848,[197 151] ; [60 76],[184.78512397 163.21487603] ; [72.21487603 63.78512397],0
n1,1,0.014908,5.927252,[25 44] ; [ 6 35],[19.44545455 49.55454545] ; [11.55454545 29.44545455],0
v3,1,0.016872,5.709647,[134 210] ; [35 94],[122.90909091 221.09090909] ; [46.09090909 82.90909091],0
d5,1,0.018991,5.502388,[290  65] ; [98 38],[280.52953157  74.47046843] ; [107.47046843  28.52953157],0
p6,1,0.01953,5.453388,[127 226] ; [ 33 100],[116.21399177 236.78600823] ; [43.78600823 89.21399177],0
d2,1,0.01962,5.445397,[163 192] ; [47 90],[151.52439024 203.47560976] ; [58.47560976 78.52439024],0
a4,1,0.020687,5.352975,[151 202] ; [43 94],[139.75918367 213.24081633] ; [54.24081633 82.75918367],0
s2,1,0.022191,5.23075,[147 204] ; [42 95],[135.94057377 215.05942623] ; [53.05942623 83.94057377],0
u1,1,0.02475,5.041313,[ 56 299] ; [ 11 126],[ 48.34349593 306.65650407] ; [ 18.65650407 118.34349593],0
a8,1,0.029669,4.728382,[ 50 267] ; [ 10 116],[ 42.93453725 274.06546275] ; [ 17.06546275 108.93453725],0
r4,1,0.032301,4.582463,[318  37] ; [113  24],[310.98577236  44.01422764] ; [120.01422764  16.98577236],0
a2,1,0.057644,3.603915,[ 79 276] ; [ 20 117],[ 71.43292683 283.56707317] ; [ 27.56707317 109.43292683],0
b3,1,0.064953,3.406181,[ 77 133] ; [19 57],[ 70.48951049 139.51048951] ; [25.51048951 50.48951049],0
