Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.711748,[30 30] ; [115  24],[43.71859296 16.28140704] ; [101.28140704  37.71859296],1
b1,1,0.158582,1.987698,[33 33] ; [55 84],[28.33170732 37.66829268] ; [59.66829268 79.33170732],0
v1,1,0.166391,1.915163,[19 46] ; [53 82],[23.4 41.6] ; [48.6 86.4],0
a8,1,0.192254,1.700261,[ 4 61] ; [ 16 116],[ 6.59898477 58.40101523] ; [ 13.40101523 118.59898477],0
b5,1,0.193791,1.688558,[37 29] ; [91 48],[41.2097561 24.7902439] ; [86.7902439 52.2097561],0
n4,1,0.231293,1.432892,[37 29] ; [90 49],[40.88780488 25.11219512] ; [86.11219512 52.88780488],0
v3,1,0.367419,0.812377,[14 49] ; [39 99],[16.6119403 46.3880597] ; [ 36.3880597 101.6119403],0
s4,1,0.368937,0.807241,[12 54] ; [ 33 106],[14.48780488 51.51219512] ; [ 30.51219512 108.48780488],0
n5,1,0.396771,0.71809,[40 26] ; [92 46],[42.70588235 23.29411765] ; [89.29411765 48.70588235],0
d5,1,0.397101,0.717087,[42 24] ; [96 42],[44.64705882 21.35294118] ; [93.35294118 44.64705882],0
d1,1,0.430635,0.621111,[28 38] ; [51 88],[25.43414634 40.56585366] ; [53.56585366 85.43414634],0
a5,1,0.445181,0.582893,[37 29] ; [70 69],[34.44878049 31.55121951] ; [72.55121951 66.44878049],0
a3,1,0.447906,0.575946,[41 25] ; [78 60],[38.5 27.5] ; [80.5 57.5],0
a4,1,0.460362,0.545014,[23 42] ; [42 97],[20.71078431 44.28921569] ; [44.28921569 94.71078431],0
v2,1,0.467385,0.528151,[21 40] ; [55 83],[23.29648241 37.70351759] ; [52.70351759 85.29648241],0
u1,1,0.469224,0.523804,[ 5 61] ; [  7 132],[ 3.86341463 62.13658537] ; [  8.13658537 130.86341463],0
d3,1,0.52569,0.402716,[33 33] ; [75 62],[35.11330049 30.88669951] ; [72.88669951 64.11330049],0
n1,1,0.572333,0.318794,[11 16] ; [15 29],[ 9.88732394 17.11267606] ; [16.11267606 27.88732394],0
u4,1,0.588112,0.293302,[ 1 65] ; [  1 138],[ 0.64390244 65.35609756] ; [  1.35609756 137.64390244],0
n2,1,0.615252,0.252597,[19  9] ; [33 12],[19.94520548  8.05479452] ; [32.05479452 12.94520548],0
a2,1,0.657829,0.196172,[ 8 58] ; [ 14 125],[ 7.08292683 58.91707317] ; [ 14.91707317 124.08292683],0
s5,1,0.67003,0.181567,[12 52] ; [ 28 103],[13.12820513 50.87179487] ; [ 26.87179487 104.12820513],0
a6,1,0.83262,0.044666,[36 30] ; [78 61],[36.70243902 29.29756098] ; [77.29756098 61.70243902],0
b4,1,0.84005,0.040735,[37 29] ; [80 59],[37.66829268 28.33170732] ; [79.33170732 59.66829268],0
p12,1,0.951705,0.003668,[ 2 64] ; [  4 135],[ 1.93170732 64.06829268] ; [  4.06829268 134.93170732],0
u3,1,0.953604,0.003385,[ 9 16] ; [22 38],[ 9.11764706 15.88235294] ; [21.88235294 38.11764706],0
d4,1,0.972819,0.001161,[44 22] ; [93 46],[44.10731707 21.89268293] ; [92.89268293 46.10731707],0
