Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.711748,[30 30] ; [115  24],[43.71859296 16.28140704] ; [101.28140704  37.71859296],1
v4,1,2e-06,22.621113,[40 26] ; [123  15],[52.73529412 13.26470588] ; [110.26470588  27.73529412],1
p11,1,3e-06,21.537065,[28 38] ; [105  34],[42.8195122 23.1804878] ; [90.1804878 48.8195122],1
p4,1,2.8e-05,17.551931,[14 52] ; [72 66],[27.82352941 38.17647059] ; [58.17647059 79.82352941],1
p10,1,3.1e-05,17.34143,[28 36] ; [102  36],[41.18811881 22.81188119] ; [88.81188119 49.18811881],1
p7,1,7.2e-05,15.755635,[18 48] ; [77 58],[31.19402985 34.80597015] ; [63.80597015 71.19402985],1
r3,1,0.000495,12.135154,[43 23] ; [119  19],[52.41176471 13.58823529] ; [109.58823529  28.41176471],1
p1,1,0.000949,10.925416,[13 53] ; [  7 132],[ 6.43902439 59.56097561] ; [ 13.56097561 125.43902439],1
p8,1,0.001354,10.267704,[13 53] ; [58 78],[23.1980198 42.8019802] ; [47.8019802 88.1980198],0
s6,1,0.002536,9.114713,[21 45] ; [73 61],[31.02 34.98] ; [62.98 71.02],0
r4,1,0.004769,7.965141,[26 40] ; [84 55],[35.41463415 30.58536585] ; [74.58536585 64.41463415],0
n6,1,0.005145,7.827787,[40 26] ; [110  29],[48.29268293 17.70731707] ; [101.70731707  37.29268293],0
p3,1,0.005559,7.687839,[15 50] ; [60 79],[23.89705882 41.10294118] ; [51.10294118 87.89705882],0
a1,1,0.007758,7.088478,[ 9 57] ; [  5 134],[ 4.50731707 61.49268293] ; [  9.49268293 129.50731707],0
s3,1,0.008775,6.868151,[20 45] ; [69 68],[28.63861386 36.36138614] ; [60.36138614 76.63861386],0
p6,1,0.008812,6.860447,[11 53] ; [48 88],[18.88 45.12] ; [40.12 95.88],0
s8,1,0.014179,6.015685,[11 55] ; [46 93],[18.35121951 47.64878049] ; [ 38.64878049 100.35121951],0
s1,1,0.024524,5.057213,[ 5 61] ; [  2 136],[ 2.26470588 63.73529412] ; [  4.73529412 133.26470588],0
s7,1,0.025142,5.014065,[14 49] ; [51 82],[20.89285714 42.10714286] ; [44.10714286 88.89285714],0
n3,1,0.025261,5.005907,[14 14] ; [34 11],[18.4109589  9.5890411] ; [29.5890411 15.4109589],0
s2,1,0.038418,4.28642,[19 47] ; [61 78],[25.75609756 40.24390244] ; [54.24390244 84.75609756],0
b2,1,0.043251,4.085545,[20 24] ; [22 58],[14.90322581 29.09677419] ; [27.09677419 52.90322581],0
b3,1,0.043251,4.085545,[20 24] ; [22 58],[14.90322581 29.09677419] ; [27.09677419 52.90322581],0
a7,1,0.061095,3.507411,[31 35] ; [84 54],[37.20588235 28.79411765] ; [77.79411765 60.20588235],0
r2,1,0.066501,3.367347,[44 19] ; [110  25],[49. 14.] ; [105.  30.],0
d2,1,0.074053,3.190819,[31 33] ; [49 90],[25.22167488 38.77832512] ; [54.77832512 84.22167488],0
u2,1,0.111089,2.538667,[ 7 18] ; [28 32],[10.29411765 14.70588235] ; [24.70588235 35.29411765],0
