Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,54.840788,[325  80] ; [55 65],[293.14285714 111.85714286] ; [86.85714286 33.14285714],1
d2,1,0.0,54.790247,[245 159] ; [27 94],[209.31047619 194.68952381] ; [62.68952381 58.31047619],1
d1,1,0.0,47.120269,[292 113] ; [46 75],[260.24714829 144.75285171] ; [77.75285171 43.24714829],1
a4,1,0.0,44.606547,[226 177] ; [26 95],[193.80916031 209.19083969] ; [58.19083969 62.80916031],1
u1,1,0.0,32.285197,[107 298] ; [  3 118],[ 84.69581749 320.30418251] ; [25.30418251 95.69581749],1
d4,1,1.5e-05,18.793947,[354  50] ; [86 35],[338.59047619  65.40952381] ; [101.40952381  19.59047619],1
r1,1,2.9e-05,17.492871,[349  54] ; [85 36],[333.78244275  69.21755725] ; [100.21755725  20.78244275],1
a6,1,5.6e-05,16.232229,[296 109] ; [65 56],[277.95627376 127.04372624] ; [83.04372624 37.95627376],1
d5,1,9.2e-05,15.293348,[356  48] ; [89 32],[342.43809524  61.56190476] ; [102.56190476  18.43809524],1
v2,1,0.000265,13.299594,[242 150] ; [50 67],[224.88015717 167.11984283] ; [67.11984283 49.88015717],1
r2,1,0.000479,12.194664,[388  12] ; [108  13],[380.80614203  19.19385797] ; [115.19385797   5.80614203],1
n4,1,0.001248,10.417528,[340  64] ; [86 35],[327.81714286  76.18285714] ; [98.18285714 22.81714286],0
p10,1,0.00142,10.18002,[355  47] ; [92 28],[344.24137931  57.75862069] ; [102.75862069  17.24137931],0
p9,1,0.001422,10.176405,[364  40] ; [95 25],[353.88549618  50.11450382] ; [105.11450382  14.88549618],0
a7,1,0.001712,9.834911,[317  88] ; [77 43],[303.94285714 101.05714286] ; [90.05714286 29.94285714],0
r4,1,0.002489,9.148825,[386  19] ; [106  15],[378.82129278  26.17870722] ; [113.17870722   7.82129278],0
d3,1,0.002705,8.996221,[310  95] ; [76 45],[297.20532319 107.79467681] ; [88.79467681 32.20532319],0
b2,1,0.00405,8.261155,[114 154] ; [16 52],[103.69047619 164.30952381] ; [26.30952381 41.69047619],0
b3,1,0.00405,8.261155,[114 154] ; [16 52],[103.69047619 164.30952381] ; [26.30952381 41.69047619],0
s8,1,0.00668,7.356966,[216 186] ; [48 73],[202.92160612 199.07839388] ; [61.07839388 59.92160612],0
p11,1,0.019428,5.462551,[342  63] ; [91 30],[333.39353612  71.60646388] ; [99.60646388 21.39353612],0
s5,1,0.036089,4.392904,[159 232] ; [34 80],[149.43168317 241.56831683] ; [43.56831683 70.43168317],0
s7,1,0.04652,3.962679,[227 159] ; [54 58],[217.80321285 168.19678715] ; [63.19678715 48.80321285],0
v1,1,0.052819,3.74965,[243 151] ; [61 57],[233.9375 160.0625] ; [70.0625 47.9375],0
n5,1,0.080284,3.059135,[329  74] ; [90 31],[322.24618321  80.75381679] ; [96.75381679 24.24618321],0
a1,1,0.095635,2.77687,[ 26 379] ; [  3 118],[ 22.32889734 382.67110266] ; [  6.67110266 114.32889734],0
p12,1,0.096179,2.76779,[ 44 360] ; [  7 114],[ 39.24571429 364.75428571] ; [ 11.75428571 109.24571429],0
n6,1,0.106727,2.60203,[359  45] ; [100  20],[353.88549618  50.11450382] ; [105.11450382  14.88549618],0
s2,1,0.116398,2.465124,[233 168] ; [60 60],[225.51439539 175.48560461] ; [67.48560461 52.51439539],0
u4,1,0.127172,2.326693,[ 14 391] ; [  1 120],[ 11.54942966 393.45057034] ; [  3.45057034 117.54942966],0
s6,1,0.144879,2.125362,[297 100] ; [81 38],[290.8255814 106.1744186] ; [87.1744186 31.8255814],0
u3,1,0.180674,1.792072,[54 24] ; [38 27],[50.18181818 27.81818182] ; [41.81818182 23.18181818],0
p5,1,0.191478,1.706211,[ 61 342] ; [24 95],[ 65.62260536 337.37739464] ; [19.37739464 99.62260536],0
p8,1,0.192168,1.700915,[264 138] ; [71 49],[257.98850575 144.01149425] ; [77.01149425 42.98850575],0
p2,1,0.195949,1.672312,[366  37] ; [105  16],[362.23854962  40.76145038] ; [108.76145038  12.23854962],0
p3,1,0.216524,1.527262,[278 126] ; [76 45],[272.41142857 131.58857143] ; [81.58857143 39.41142857],0
p7,1,0.216943,1.524479,[299 103] ; [81 37],[293.76923077 108.23076923] ; [86.23076923 31.76923077],0
v3,1,0.285471,1.140858,[169 221] ; [43 71],[164.04761905 225.95238095] ; [47.95238095 66.04761905],0
s3,1,0.318768,0.993994,[239 161] ; [65 54],[234.29672447 165.70327553] ; [69.70327553 49.29672447],0
n3,1,0.365257,0.819739,[56 18] ; [18  9],[54.21782178 19.78217822] ; [19.78217822  7.21782178],0
p6,1,0.498288,0.458581,[200 202] ; [55 64],[196.756238 205.243762] ; [58.243762 60.756238],0
b5,1,0.51979,0.41431,[231 174] ; [73 48],[234.06844106 170.93155894] ; [69.93155894 51.06844106],0
n2,1,0.589405,0.291275,[56 19] ; [18  8],[54.95049505 20.04950495] ; [19.04950495  6.95049505],0
s1,1,0.614992,0.252969,[ 13 388] ; [  5 114],[ 13.88076923 387.11923077] ; [  4.11923077 114.88076923],0
p1,1,0.666404,0.185838,[ 41 361] ; [ 14 107],[ 42.27533461 359.72466539] ; [ 12.72466539 108.27533461],0
u2,1,0.686886,0.162478,[46 33] ; [40 25],[47.18055556 31.81944444] ; [38.81944444 26.18055556],0
r3,1,0.714587,0.133739,[391  14] ; [115   5],[390.34285714  14.65714286] ; [115.65714286   4.34285714],0
b1,1,0.782011,0.076562,[163 242] ; [47 74],[161.69201521 243.30798479] ; [48.30798479 72.69201521],0
s4,1,0.804435,0.061311,[ 70 330] ; [22 97],[ 70.90558767 329.09441233] ; [21.09441233 97.90558767],0
a8,1,0.867416,0.02787,[ 48 315] ; [14 97],[ 47.48101266 315.51898734] ; [14.51898734 96.48101266],0
b4,1,0.934443,0.006766,[236 169] ; [70 51],[235.60836502 169.39163498] ; [70.39163498 50.60836502],0
n1,1,0.985533,0.000329,[30 44] ; [11 16],[30.03960396 43.96039604] ; [10.96039604 16.03960396],0
