Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,46.674848,[121  21] ; [34 48],[98.25892857 43.74107143] ; [56.74107143 25.25892857],1
p10,1,0.000413,12.472526,[128  14] ; [59 23],[118.54464286  23.45535714] ; [68.45535714 13.54464286],1
p6,1,0.001888,9.655247,[78 64] ; [27 54],[66.86098655 75.13901345] ; [38.13901345 42.86098655],0
p11,1,0.001998,9.551464,[125  18] ; [58 24],[116.30666667  26.69333333] ; [66.69333333 15.30666667],0
v1,1,0.008869,6.848946,[93 49] ; [38 42],[83.79279279 58.20720721] ; [47.20720721 32.79279279],0
p9,1,0.011953,6.317778,[129  14] ; [64 18],[122.66222222  20.33777778] ; [70.33777778 11.66222222],0
p3,1,0.017206,5.675269,[101  42] ; [45 37],[92.79111111 50.20888889] ; [53.20888889 28.79111111],0
r1,1,0.020542,5.365245,[117  26] ; [56 26],[109.95111111  33.04888889] ; [63.04888889 18.95111111],0
v4,1,0.052776,3.750987,[138   5] ; [74  8],[134.73777778   8.26222222] ; [77.26222222  4.73777778],0
p12,1,0.053253,3.735971,[ 10 133] ; [ 1 81],[  6.99111111 136.00888889] ; [ 4.00888889 77.99111111],0
r4,1,0.066977,3.35559,[129  14] ; [67 15],[124.56888889  18.43111111] ; [71.43111111 10.56888889],0
n5,1,0.080028,3.064341,[113  29] ; [56 25],[107.61434978  34.38565022] ; [61.38565022 19.61434978],0
n2,1,0.091184,2.853342,[18  5] ; [15 12],[15.18  7.82] ; [17.82  9.18],0
a5,1,0.1102,2.551354,[113  30] ; [57 25],[108.04444444  34.95555556] ; [61.95555556 20.04444444],0
r2,1,0.123293,2.374984,[130  10] ; [71 11],[126.75675676  13.24324324] ; [74.24324324  7.75675676],0
u1,1,0.14537,2.120179,[ 22 121] ; [19 63],[ 26.05777778 116.94222222] ; [14.94222222 67.05777778],0
u2,1,0.146717,2.106055,[32 20] ; [11 14],[29.03896104 22.96103896] ; [13.96103896 11.03896104],0
n1,1,0.163645,1.940217,[10 13] ; [ 7 21],[ 7.66666667 15.33333333] ; [ 9.33333333 18.66666667],0
n6,1,0.169557,1.886859,[124  18] ; [66 16],[120.44642857  21.55357143] ; [69.55357143 12.44642857],0
b3,1,0.289275,1.122995,[30 54] ; [25 31],[33. 51.] ; [22. 34.],0
b2,1,0.289275,1.122995,[30 54] ; [25 31],[33. 51.] ; [22. 34.],0
p5,1,0.291051,1.114754,[ 23 120] ; [ 9 73],[ 20.33777778 122.66222222] ; [11.66222222 70.33777778],0
b1,1,0.332102,0.940685,[50 93] ; [34 48],[53.38666667 89.61333333] ; [30.61333333 51.38666667],0
a6,1,0.344513,0.893564,[96 47] ; [60 22],[99.14666667 43.85333333] ; [56.85333333 25.14666667],0
d5,1,0.355076,0.855234,[119  24] ; [72 10],[121.39111111  21.60888889] ; [69.60888889 12.39111111],0
