Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,76.204848,[363  33] ; [53 42],[335.51120163  60.48879837] ; [80.48879837 14.51120163],1
p9,1,0.0,37.257773,[358  34] ; [65 31],[339.78688525  52.21311475] ; [83.21311475 12.78688525],1
p8,1,0.0,28.013153,[242 147] ; [31 65],[218.9628866 170.0371134] ; [54.0371134 41.9628866],1
r3,1,0.0,27.003913,[385  10] ; [82 15],[374.92886179  20.07113821] ; [92.07113821  4.92886179],1
p2,1,1e-06,23.152295,[348  49] ; [67 32],[332.16733871  64.83266129] ; [82.83266129 16.16733871],1
v4,1,3.4e-05,17.172304,[386  10] ; [87 12],[378.4  17.6] ; [94.6  4.4],1
v2,1,0.000282,13.189049,[241 138] ; [42 55],[225.32983193 153.67016807] ; [57.67016807 39.32983193],1
r4,1,0.000366,12.696087,[376  22] ; [83 16],[367.5694165  30.4305835] ; [91.4305835  7.5694165],1
p4,1,0.000373,12.662452,[273 122] ; [49 49],[257.99188641 137.00811359] ; [64.00811359 33.99188641],1
n6,1,0.000451,12.307179,[363  32] ; [79 20],[353.42105263  41.57894737] ; [88.57894737 10.42105263],1
b1,1,0.002251,9.332607,[135 263] ; [50 49],[148.14889336 249.85110664] ; [36.85110664 62.14889336],0
p7,1,0.00517,7.819106,[263 122] ; [51 45],[251.33056133 133.66943867] ; [62.66943867 33.33056133],0
p3,1,0.010912,6.479546,[220 175] ; [41 58],[208.69433198 186.30566802] ; [52.30566802 46.69433198],0
d1,1,0.012237,6.276266,[263 135] ; [52 47],[252.25352113 145.74647887] ; [62.74647887 36.25352113],0
v1,1,0.012792,6.197597,[236 149] ; [47 52],[225.11363636 159.88636364] ; [57.88636364 41.11363636],0
p12,1,0.017396,5.655978,[ 43 353] ; [ 3 95],[ 36.87449393 359.12550607] ; [ 9.12550607 88.87449393],0
u2,1,0.018043,5.59201,[66 40] ; [10 17],[60.57142857 45.42857143] ; [15.42857143 11.57142857],0
n1,1,0.035278,4.431658,[25 38] ; [20 12],[29.84210526 33.15789474] ; [15.15789474 16.84210526],0
a6,1,0.059339,3.555759,[321  75] ; [71 27],[314.23481781  81.76518219] ; [77.76518219 20.23481781],0
s1,1,0.069817,3.287311,[ 10 380] ; [ 6 90],[ 12.83950617 377.16049383] ; [ 3.16049383 92.83950617],0
b4,1,0.0759,3.15057,[244 154] ; [51 48],[236.23742455 161.76257545] ; [58.76257545 40.23742455],0
v3,1,0.081287,3.038983,[168 212] ; [33 63],[160.46218487 219.53781513] ; [40.53781513 55.46218487],0
d4,1,0.10662,2.603619,[335  62] ; [76 22],[329.63030303  67.36969697] ; [81.36969697 16.63030303],0
a1,1,0.19392,1.687584,[ 19 379] ; [ 8 91],[ 21.62173038 376.37826962] ; [ 5.37826962 93.62173038],0
r1,1,0.214175,1.542978,[335  61] ; [77 20],[330.93711968  65.06288032] ; [81.06288032 15.93711968],0
d3,1,0.278279,1.175476,[311  86] ; [71 26],[306.99190283  90.00809717] ; [75.00809717 21.99190283],0
n4,1,0.295566,1.094094,[356  42] ; [84 14],[353.06451613  44.93548387] ; [86.93548387 11.06451613],0
s6,1,0.301142,1.069131,[277 113] ; [63 33],[272.83950617 117.16049383] ; [67.16049383 28.83950617],0
p5,1,0.31262,1.019573,[ 56 338] ; [10 87],[ 52.96130346 341.03869654] ; [13.03869654 83.96130346],0
s3,1,0.337228,0.920939,[230 157] ; [53 45],[225.81649485 161.18350515] ; [57.18350515 40.81649485],0
s4,1,0.405073,0.693215,[ 58 330] ; [18 80],[ 60.67489712 327.32510288] ; [15.32510288 82.67489712],0
s2,1,0.412706,0.670991,[213 177] ; [49 49],[209.3852459 180.6147541] ; [52.6147541 45.3852459],0
u3,1,0.457153,0.552857,[65 41] ; [15 13],[63.28358209 42.71641791] ; [16.71641791 11.28358209],0
a8,1,0.458976,0.548392,[ 59 296] ; [17 68],[ 61.31818182 293.68181818] ; [14.68181818 70.31818182],0
b5,1,0.469078,0.524148,[258 140] ; [68 31],[261.06237425 136.93762575] ; [64.93762575 34.06237425],0
