Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.060775,3.516119,[17  6] ; [28 27],[13.26923077  9.73076923] ; [31.73076923 23.26923077],0
d4,1,0.075206,3.165584,[18  4] ; [34 22],[14.66666667  7.33333333] ; [37.33333333 18.66666667],0
d5,1,0.107677,2.587982,[19  4] ; [36 20],[16.01265823  6.98734177] ; [38.98734177 17.01265823],0
s1,1,0.116234,2.467341,[ 3 20] ; [ 2 54],[ 1.4556962 21.5443038] ; [ 3.5443038 52.4556962],0
d1,1,0.145487,2.118945,[14  9] ; [24 32],[11.06329114 11.93670886] ; [26.93670886 29.06329114],0
p9,1,0.146864,2.104526,[11 12] ; [36 19],[13.85897436  9.14102564] ; [33.14102564 21.85897436],0
s3,1,0.189927,1.718182,[12 10] ; [21 34],[ 9.42857143 12.57142857] ; [23.57142857 31.42857143],0
p11,1,0.190024,1.717431,[ 9 14] ; [31 25],[11.64556962 11.35443038] ; [28.35443038 27.64556962],0
p4,1,0.206942,1.592691,[ 5 18] ; [20 35],[ 7.37179487 15.62820513] ; [17.62820513 37.37179487],0
a4,1,0.208331,1.582985,[11 12] ; [18 37],[ 8.55128205 14.44871795] ; [20.44871795 34.55128205],0
u3,1,0.228041,1.453039,[2 7] ; [10 12],[3.48387097 5.51612903] ; [ 8.51612903 13.48387097],0
b4,1,0.242546,1.365732,[16  7] ; [31 25],[13.6835443  9.3164557] ; [33.3164557 22.6835443],0
u2,1,0.254891,1.296296,[5 4] ; [ 7 14],[3.6 5.4] ; [ 8.4 12.6],0
s5,1,0.292085,1.109985,[ 6 16] ; [ 9 45],[ 4.34210526 17.65789474] ; [10.65789474 43.34210526],0
n5,1,0.338642,0.915564,[13 10] ; [38 18],[14.84810127  8.15189873] ; [36.15189873 19.84810127],0
a5,1,0.379106,0.7736,[14  9] ; [28 28],[12.2278481 10.7721519] ; [29.7721519 26.2278481],0
p3,1,0.386425,0.750161,[ 5 17] ; [18 37],[ 6.57142857 15.42857143] ; [16.42857143 38.57142857],0
a7,1,0.387138,0.747911,[13  9] ; [27 29],[11.28205128 10.71794872] ; [28.71794872 27.28205128],0
v3,1,0.403834,0.696879,[ 8 15] ; [14 41],[ 6.48717949 16.51282051] ; [15.51282051 39.48717949],0
p2,1,0.408073,0.684408,[11 11] ; [32 21],[12.61333333  9.38666667] ; [30.38666667 22.61333333],0
r3,1,0.454772,0.55873,[10 11] ; [32 24],[11.45454545  9.54545455] ; [30.54545455 25.45454545],0
a6,1,0.461444,0.54239,[14  9] ; [29 27],[12.51898734 10.48101266] ; [30.48101266 25.51898734],0
s2,1,0.476661,0.506494,[ 6 16] ; [20 36],[ 7.33333333 14.66666667] ; [18.66666667 37.33333333],0
n1,1,0.477069,0.505556,[ 8 10] ; [ 7 14],[ 6.92307692 11.07692308] ; [ 8.07692308 12.92307692],0
n3,1,0.491574,0.473078,[ 7 10] ; [11 10],[8.05263158 8.94736842] ; [ 9.94736842 11.05263158],0
b3,1,0.494525,0.466667,[ 4 10] ; [11 17],[5. 9.] ; [10. 18.],0
b2,1,0.494525,0.466667,[ 4 10] ; [11 17],[5. 9.] ; [10. 18.],0
v2,1,0.501763,0.451206,[ 9 12] ; [19 36],[ 7.73684211 13.26315789] ; [20.26315789 34.73684211],0
n6,1,0.523518,0.406957,[12 11] ; [33 22],[13.26923077  9.73076923] ; [31.73076923 23.26923077],0
b5,1,0.553027,0.351922,[14  9] ; [30 26],[12.81012658 10.18987342] ; [31.18987342 24.81012658],0
p5,1,0.554832,0.348732,[ 3 19] ; [ 5 50],[ 2.28571429 19.71428571] ; [ 5.71428571 49.28571429],0
s6,1,0.563041,0.334467,[ 9 13] ; [19 37],[ 7.8974359 14.1025641] ; [20.1025641 35.8974359],0
a2,1,0.568348,0.325455,[ 4 19] ; [ 7 49],[ 3.20253165 19.79746835] ; [ 7.79746835 48.20253165],0
a1,1,0.628753,0.233756,[ 2 21] ; [ 7 49],[ 2.62025316 20.37974684] ; [ 6.37974684 49.62025316],0
p8,1,0.635951,0.224077,[ 6 17] ; [17 37],[ 6.87012987 16.12987013] ; [16.12987013 37.87012987],0
s8,1,0.652632,0.202597,[ 3 19] ; [10 46],[ 3.66666667 18.33333333] ; [ 9.33333333 46.66666667],0
p7,1,0.655151,0.199468,[ 7 14] ; [21 33],[ 7.84 13.16] ; [20.16 33.84],0
d2,1,0.665388,0.187045,[12 10] ; [27 28],[11.14285714 10.85714286] ; [27.85714286 27.14285714],0
p6,1,0.696515,0.152123,[ 5 18] ; [14 40],[ 5.67532468 17.32467532] ; [13.32467532 40.67532468],0
n4,1,0.76028,0.093094,[14  9] ; [32 24],[13.39240506  9.60759494] ; [32.60759494 23.39240506],0
p1,1,0.768903,0.086324,[ 2 21] ; [ 6 49],[ 2.35897436 20.64102564] ; [ 5.64102564 49.35897436],0
s7,1,0.774003,0.082451,[ 7 13] ; [17 37],[ 6.48648649 13.51351351] ; [17.51351351 36.48648649],0
p10,1,0.777833,0.079606,[14  9] ; [31 23],[13.44155844  9.55844156] ; [31.55844156 22.44155844],0
u1,1,0.852537,0.034552,[ 1 22] ; [ 3 53],[ 1.16455696 21.83544304] ; [ 2.83544304 53.16455696],0
b1,1,0.860631,0.030825,[11 12] ; [28 28],[11.35443038 11.64556962] ; [27.64556962 28.35443038],0
v4,1,0.87324,0.025455,[16  6] ; [39 16],[15.71428571  6.28571429] ; [39.28571429 15.71428571],0
s4,1,0.88571,0.02066,[ 4 19] ; [ 9 47],[ 3.78481013 19.21518987] ; [ 9.21518987 46.78481013],0
n2,1,0.920618,0.009931,[10  8] ; [12  9],[10.15384615  7.84615385] ; [11.84615385  9.15384615],0
a3,1,0.937411,0.006166,[14  9] ; [34 21],[14.15384615  8.84615385] ; [33.84615385 21.15384615],0
v1,1,0.944789,0.004796,[ 8 15] ; [18 35],[ 7.86842105 15.13157895] ; [18.13157895 34.86842105],0
