Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.002493,9.145737,[39 34] ; [13 37],[30.86178862 42.13821138] ; [21.13821138 28.86178862],0
p3,1,0.003453,8.551058,[29 43] ; [33 16],[36.89256198 35.10743802] ; [25.10743802 23.89256198],0
d5,1,0.004417,8.104066,[54 19] ; [47  3],[59.94308943 13.05691057] ; [41.05691057  8.94308943],0
s2,1,0.010283,6.585164,[31 42] ; [33 17],[37.98373984 35.01626016] ; [26.01626016 23.98373984],0
p5,1,0.011206,6.432379,[ 4 69] ; [10 39],[ 8.37704918 64.62295082] ; [ 5.62295082 43.37704918],0
s4,1,0.014149,6.019477,[ 5 68] ; [11 39],[ 9.49593496 63.50406504] ; [ 6.50406504 43.49593496],0
s3,1,0.015238,5.888796,[30 42] ; [32 18],[36.59016393 35.40983607] ; [25.40983607 24.59016393],0
s6,1,0.021744,5.266134,[38 35] ; [35 13],[44.04132231 28.95867769] ; [28.95867769 19.04132231],0
p7,1,0.026634,4.914385,[46 25] ; [40  8],[51.31092437 19.68907563] ; [34.68907563 13.31092437],0
r4,1,0.02688,4.898478,[56 17] ; [46  4],[60.53658537 12.46341463] ; [41.46341463  8.53658537],0
d4,1,0.040576,4.193648,[55 18] ; [45  5],[59.3495935 13.6504065] ; [40.6504065  9.3495935],0
a2,1,0.040792,4.184637,[ 2 71] ; [ 6 44],[ 4.74796748 68.25203252] ; [ 3.25203252 46.74796748],0
r1,1,0.051706,3.785259,[50 23] ; [42  8],[54.60162602 18.39837398] ; [37.39837398 12.60162602],0
a5,1,0.061527,3.495749,[47 26] ; [40 10],[51.63414634 21.36585366] ; [35.36585366 14.63414634],0
p12,1,0.068742,3.312796,[ 1 70] ; [ 4 45],[ 2.95833333 68.04166667] ; [ 2.04166667 46.95833333],0
b3,1,0.083996,2.985842,[18 31] ; [18 14],[21.77777778 27.22222222] ; [14.22222222 17.77777778],0
b2,1,0.083996,2.985842,[18 31] ; [18 14],[21.77777778 27.22222222] ; [14.22222222 17.77777778],0
d1,1,0.10689,2.599609,[33 40] ; [30 20],[37.3902439 35.6097561] ; [25.6097561 24.3902439],0
s7,1,0.136129,2.221176,[30 38] ; [29 21],[34. 34.] ; [25. 25.],0
b4,1,0.143858,2.1362,[37 36] ; [32 18],[40.95121951 32.04878049] ; [28.04878049 21.95121951],0
p4,1,0.151875,2.053316,[35 35] ; [31 18],[38.82352941 31.17647059] ; [27.17647059 21.82352941],0
d2,1,0.163318,1.943231,[33 40] ; [29 21],[36.79674797 36.20325203] ; [25.20325203 24.79674797],0
v1,1,0.176371,1.827944,[46 26] ; [37 12],[49.38842975 22.61157025] ; [33.61157025 15.38842975],0
a4,1,0.189338,1.722758,[25 48] ; [23 27],[28.48780488 44.51219512] ; [19.51219512 30.48780488],0
a1,1,0.193183,1.693173,[ 3 70] ; [ 5 45],[ 4.74796748 68.25203252] ; [ 3.25203252 46.74796748],0
n2,1,0.200602,1.637984,[12  5] ; [10  1],[13.35714286  3.64285714] ; [8.64285714 2.35714286],0
s8,1,0.208144,1.584291,[31 42] ; [27 23],[34.42276423 38.57723577] ; [23.57723577 26.42276423],0
a8,1,0.227186,1.458393,[ 5 64] ; [ 7 43],[ 6.95798319 62.04201681] ; [ 5.04201681 44.95798319],0
n6,1,0.240123,1.379869,[56 17] ; [41  7],[58.52066116 14.47933884] ; [38.47933884  9.52066116],0
n3,1,0.295366,1.095001,[15  2] ; [8 3],[13.96428571  3.03571429] ; [9.03571429 1.96428571],0
r2,1,0.298363,1.081499,[61  8] ; [47  3],[62.62184874  6.37815126] ; [45.37815126  4.62184874],0
