Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000172,14.116667,[15  1] ; [3 9],[10.28571429  5.71428571] ; [7.71428571 4.28571429],1
d3,1,0.002916,8.859375,[13  3] ; [3 9],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
a3,1,0.003074,8.762963,[14  2] ; [4 8],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
d4,1,0.064061,3.428986,[15  1] ; [8 4],[13.14285714  2.85714286] ; [9.85714286 2.14285714],0
s7,1,0.068733,3.31303,[8 7] ; [2 9],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
a4,1,0.09821,2.734375,[9 7] ; [3 9],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
n5,1,0.09821,2.734375,[7 9] ; [9 3],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
b5,1,0.151825,2.053819,[11  5] ; [5 7],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
d5,1,0.160581,1.96875,[15  1] ; [9 3],[13.71428571  2.28571429] ; [10.28571429  1.71428571],0
p3,1,0.171857,1.866667,[ 4 12] ; [6 6],[ 5.71428571 10.28571429] ; [4.28571429 7.71428571],0
p7,1,0.171857,1.866667,[ 4 12] ; [6 6],[ 5.71428571 10.28571429] ; [4.28571429 7.71428571],0
p2,1,0.180101,1.796791,[8 8] ; [9 3],[9.71428571 6.28571429] ; [7.28571429 4.71428571],0
p8,1,0.22052,1.500987,[ 3 12] ; [5 7],[ 4.44444444 10.55555556] ; [3.55555556 8.44444444],0
r1,1,0.228871,1.447863,[7 9] ; [8 4],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
a2,1,0.254478,1.298551,[ 4 12] ; [ 1 11],[ 2.85714286 13.14285714] ; [2.14285714 9.85714286],0
s5,1,0.275017,1.19155,[5 9] ; [ 2 10],[ 3.76923077 10.23076923] ; [3.23076923 8.76923077],0
p9,1,0.340018,0.910364,[8 6] ; [9 3],[9.15384615 4.84615385] ; [7.84615385 4.15384615],0
p11,1,0.350045,0.873294,[12  4] ; [7 5],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
a6,1,0.377822,0.777778,[8 8] ; [4 8],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
p4,1,0.377822,0.777778,[8 8] ; [8 4],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
n4,1,0.377822,0.777778,[11  5] ; [10  2],[12.  4.] ; [9. 3.],0
s4,1,0.435678,0.607639,[ 3 13] ; [ 1 11],[ 2.28571429 13.71428571] ; [ 1.71428571 10.28571429],0
b1,1,0.445009,0.583333,[9 7] ; [5 7],[8. 8.] ; [6. 6.],0
b2,1,0.445009,0.583333,[ 5 10] ; [1 5],[ 4.28571429 10.71428571] ; [1.71428571 4.28571429],0
b3,1,0.445009,0.583333,[ 5 10] ; [1 5],[ 4.28571429 10.71428571] ; [1.71428571 4.28571429],0
n6,1,0.48338,0.491228,[10  6] ; [9 3],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
a5,1,0.48338,0.491228,[10  6] ; [9 3],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
p10,1,0.483522,0.490909,[8 7] ; [8 4],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
a7,1,0.508332,0.4375,[10  6] ; [6 6],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
p6,1,0.56917,0.324074,[ 5 11] ; [5 7],[ 5.71428571 10.28571429] ; [4.28571429 7.71428571],0
s3,1,0.603332,0.27,[9 6] ; [6 6],[8.33333333 6.66666667] ; [6.66666667 5.33333333],0
v1,1,0.603332,0.27,[6 9] ; [6 6],[6.66666667 8.33333333] ; [5.33333333 6.66666667],0
s8,1,0.629063,0.233333,[ 4 12] ; [4 8],[ 4.57142857 11.42857143] ; [3.42857143 8.57142857],0
s2,1,0.65591,0.198529,[ 5 10] ; [5 7],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
s6,1,0.65591,0.198529,[10  5] ; [7 5],[9.44444444 5.55555556] ; [7.55555556 4.44444444],0
p12,1,0.83224,0.044872,[ 1 15] ; [ 1 11],[ 1.14285714 14.85714286] ; [ 0.85714286 11.14285714],0
u1,1,0.83224,0.044872,[ 1 15] ; [ 1 11],[ 1.14285714 14.85714286] ; [ 0.85714286 11.14285714],0
r2,1,1.0,0.0,[10  5] ; [8 4],[10.  5.] ; [8. 4.],0
v3,1,1.0,0.0,[ 5 10] ; [4 8],[ 5. 10.] ; [4. 8.],0
b4,1,1.0,0.0,[12  4] ; [9 3],[12.  4.] ; [9. 3.],0
r4,1,1.0,0.0,[8 8] ; [6 6],[8. 8.] ; [6. 6.],0
